hsa	ocu
ENSG00000125871	ENSOCUG00000017083
ENSG00000105137	ENSOCUG00000002705
ENSG00000183778	ENSOCUG00000011766
ENSG00000232838	ENSOCUG00000037055
ENSG00000164649	ENSOCUG00000014023
ENSG00000125869	ENSOCUG00000010766
ENSG00000164038	ENSOCUG00000005156
ENSG00000160294	ENSOCUG00000004784
ENSG00000134900	ENSOCUG00000014299
ENSG00000164949	ENSOCUG00000001030
ENSG00000145681	ENSOCUG00000002630
ENSG00000160994	ENSOCUG00000024181
ENSG00000111224	ENSOCUG00000016536
ENSG00000007545	ENSOCUG00000004975
ENSG00000125818	ENSOCUG00000016747
ENSG00000253710	ENSOCUG00000024835
ENSG00000136381	ENSOCUG00000009907
ENSG00000156103	ENSOCUG00000011230
ENSG00000107771	ENSOCUG00000023493
ENSG00000170677	ENSOCUG00000001076
ENSG00000139496	ENSOCUG00000017158
ENSG00000038427	ENSOCUG00000002613
ENSG00000147160	ENSOCUG00000029339
ENSG00000167088	ENSOCUG00000023761
ENSG00000158201	ENSOCUG00000009176
ENSG00000158201	ENSOCUG00000003714
ENSG00000101843	ENSOCUG00000006392
ENSG00000101843	ENSOCUG00000010837
ENSG00000130038	ENSOCUG00000005317
ENSG00000101298	ENSOCUG00000013195
ENSG00000140057	ENSOCUG00000011516
ENSG00000183977	ENSOCUG00000017225
ENSG00000102962	ENSOCUG00000015478
ENSG00000147613	ENSOCUG00000003992
ENSG00000078725	ENSOCUG00000001373
ENSG00000169116	ENSOCUG00000001337
ENSG00000091317	ENSOCUG00000000764
ENSG00000147596	ENSOCUG00000027622
ENSG00000135720	ENSOCUG00000006143
ENSG00000169836	ENSOCUG00000009581
ENSG00000244754	ENSOCUG00000008952
ENSG00000119537	ENSOCUG00000014159
ENSG00000066455	ENSOCUG00000015776
ENSG00000130224	ENSOCUG00000016267
ENSG00000164687	ENSOCUG00000010425
ENSG00000165476	ENSOCUG00000016176
ENSG00000146166	ENSOCUG00000025847
ENSG00000125775	ENSOCUG00000013200
ENSG00000157152	ENSOCUG00000015932
ENSG00000023697	ENSOCUG00000013894
ENSG00000105135	ENSOCUG00000002715
ENSG00000153064	ENSOCUG00000029313
ENSG00000148123	ENSOCUG00000013668
ENSG00000138622	ENSOCUG00000007281
ENSG00000095587	ENSOCUG00000002883
ENSG00000164951	ENSOCUG00000003939
ENSG00000065615	ENSOCUG00000007137
ENSG00000069509	ENSOCUG00000001087
ENSG00000136937	ENSOCUG00000013853
ENSG00000179151	ENSOCUG00000017740
ENSG00000179151	ENSOCUG00000036278
ENSG00000070269	ENSOCUG00000002619
ENSG00000182362	ENSOCUG00000027700
ENSG00000104321	ENSOCUG00000021250
ENSG00000147082	ENSOCUG00000010413
ENSG00000065833	ENSOCUG00000010814
ENSG00000198168	ENSOCUG00000036117
ENSG00000119541	ENSOCUG00000007150
ENSG00000196209	ENSOCUG00000012752
ENSG00000121380	ENSOCUG00000003000
ENSG00000148572	ENSOCUG00000006920
ENSG00000240654	ENSOCUG00000011793
ENSG00000170946	ENSOCUG00000027642
ENSG00000141076	ENSOCUG00000005734
ENSG00000196767	ENSOCUG00000010927
ENSG00000165841	ENSOCUG00000039272
ENSG00000173988	ENSOCUG00000014059
ENSG00000078589	ENSOCUG00000014507
ENSG00000146143	ENSOCUG00000016729
ENSG00000285566	ENSOCUG00000029067
ENSG00000280165	ENSOCUG00000016877
ENSG00000160298	ENSOCUG00000004797
ENSG00000150459	ENSOCUG00000025739
ENSG00000124104	ENSOCUG00000012182
ENSG00000187553	ENSOCUG00000000176
ENSG00000186113	ENSOCUG00000023747
ENSG00000144596	ENSOCUG00000001145
ENSG00000079112	ENSOCUG00000001029
ENSG00000155629	ENSOCUG00000020917
ENSG00000137764	ENSOCUG00000009024
ENSG00000279761	ENSOCUG00000015202
ENSG00000186509	ENSOCUG00000006080
ENSG00000152611	ENSOCUG00000011410
ENSG00000206075	ENSOCUG00000016787
ENSG00000185775	ENSOCUG00000010081
ENSG00000185775	ENSOCUG00000002078
ENSG00000279514	ENSOCUG00000025153
ENSG00000187210	ENSOCUG00000007916
ENSG00000166326	ENSOCUG00000003818
ENSG00000212293	ENSOCUG00000019784
ENSG00000090776	ENSOCUG00000013726
ENSG00000075673	ENSOCUG00000007374
ENSG00000278540	ENSOCUG00000014453
ENSG00000196781	ENSOCUG00000035151
ENSG00000196781	ENSOCUG00000000531
ENSG00000139044	ENSOCUG00000008418
ENSG00000132801	ENSOCUG00000012190
ENSG00000102055	ENSOCUG00000012846
ENSG00000100979	ENSOCUG00000000744
ENSG00000110048	ENSOCUG00000002148
ENSG00000171791	ENSOCUG00000025312
ENSG00000183035	ENSOCUG00000005157
ENSG00000181626	ENSOCUG00000033525
ENSG00000147223	ENSOCUG00000006270
ENSG00000113088	ENSOCUG00000008873
ENSG00000132972	ENSOCUG00000007384
ENSG00000211957	ENSOCUG00000026511
ENSG00000057657	ENSOCUG00000015495
ENSG00000114166	ENSOCUG00000006039
ENSG00000114166	ENSOCUG00000000669
ENSG00000100600	ENSOCUG00000005737
ENSG00000185753	ENSOCUG00000015277
ENSG00000138678	ENSOCUG00000012071
ENSG00000156650	ENSOCUG00000017344
ENSG00000105141	ENSOCUG00000002710
ENSG00000176194	ENSOCUG00000011380
ENSG00000159131	ENSOCUG00000003857
ENSG00000172772	ENSOCUG00000038743
ENSG00000197786	ENSOCUG00000036231
ENSG00000197786	ENSOCUG00000032796
ENSG00000221840	ENSOCUG00000023689
ENSG00000221840	ENSOCUG00000024521
ENSG00000023734	ENSOCUG00000013884
ENSG00000135362	ENSOCUG00000012007
ENSG00000226372	ENSOCUG00000023630
ENSG00000186767	ENSOCUG00000017930
ENSG00000133401	ENSOCUG00000038568
ENSG00000133401	ENSOCUG00000011508
ENSG00000198354	ENSOCUG00000031847
ENSG00000198354	ENSOCUG00000029625
ENSG00000198354	ENSOCUG00000039018
ENSG00000198354	ENSOCUG00000010499
ENSG00000198354	ENSOCUG00000000908
ENSG00000198354	ENSOCUG00000013944
ENSG00000189401	ENSOCUG00000007184
ENSG00000087253	ENSOCUG00000006719
ENSG00000125676	ENSOCUG00000005996
ENSG00000100982	ENSOCUG00000016040
ENSG00000187118	ENSOCUG00000012793
ENSG00000177150	ENSOCUG00000025221
ENSG00000174796	ENSOCUG00000000368
ENSG00000127084	ENSOCUG00000015829
ENSG00000198026	ENSOCUG00000016059
ENSG00000146592	ENSOCUG00000003639
ENSG00000104356	ENSOCUG00000017400
ENSG00000093217	ENSOCUG00000023112
ENSG00000101654	ENSOCUG00000005610
ENSG00000167778	ENSOCUG00000016826
ENSG00000170915	ENSOCUG00000003946
ENSG00000110442	ENSOCUG00000015674
ENSG00000145354	ENSOCUG00000013943
ENSG00000203972	ENSOCUG00000006111
ENSG00000103089	ENSOCUG00000030940
ENSG00000156535	ENSOCUG00000006444
ENSG00000130449	ENSOCUG00000008283
ENSG00000100985	ENSOCUG00000016101
ENSG00000186660	ENSOCUG00000005385
ENSG00000171724	ENSOCUG00000001863
ENSG00000139173	ENSOCUG00000004124
ENSG00000164171	ENSOCUG00000011387
ENSG00000169288	ENSOCUG00000003852
ENSG00000188130	ENSOCUG00000007543
ENSG00000164627	ENSOCUG00000006633
ENSG00000147586	ENSOCUG00000000867
ENSG00000225997	ENSOCUG00000023689
ENSG00000225997	ENSOCUG00000024521
ENSG00000149124	ENSOCUG00000033714
ENSG00000041357	ENSOCUG00000013256
ENSG00000103047	ENSOCUG00000010036
ENSG00000090061	ENSOCUG00000000682
ENSG00000088836	ENSOCUG00000004077
ENSG00000002746	ENSOCUG00000007994
ENSG00000176566	ENSOCUG00000009405
ENSG00000137571	ENSOCUG00000003263
ENSG00000257987	ENSOCUG00000007390
ENSG00000078596	ENSOCUG00000008651
ENSG00000151229	ENSOCUG00000032613
ENSG00000145348	ENSOCUG00000008514
ENSG00000119509	ENSOCUG00000004233
ENSG00000132205	ENSOCUG00000002553
ENSG00000152910	ENSOCUG00000002907
ENSG00000255359	ENSOCUG00000036512
ENSG00000118407	ENSOCUG00000012854
ENSG00000180116	ENSOCUG00000004661
ENSG00000167825	ENSOCUG00000003177
ENSG00000187612	ENSOCUG00000033552
ENSG00000187612	ENSOCUG00000036498
ENSG00000187612	ENSOCUG00000039209
ENSG00000187612	ENSOCUG00000038156
ENSG00000187612	ENSOCUG00000016475
ENSG00000162174	ENSOCUG00000005922
ENSG00000112218	ENSOCUG00000016058
ENSG00000146233	ENSOCUG00000000754
ENSG00000046774	ENSOCUG00000007734
ENSG00000046774	ENSOCUG00000016444
ENSG00000046774	ENSOCUG00000024673
ENSG00000175548	ENSOCUG00000015824
ENSG00000179542	ENSOCUG00000009653
ENSG00000120963	ENSOCUG00000008661
ENSG00000186462	ENSOCUG00000007414
ENSG00000102241	ENSOCUG00000012570
ENSG00000183576	ENSOCUG00000012829
ENSG00000185652	ENSOCUG00000016450
ENSG00000109911	ENSOCUG00000001925
ENSG00000134115	ENSOCUG00000012763
ENSG00000118680	ENSOCUG00000021304
ENSG00000005700	ENSOCUG00000002154
ENSG00000125967	ENSOCUG00000000850
ENSG00000185386	ENSOCUG00000031838
ENSG00000042813	ENSOCUG00000003692
ENSG00000185069	ENSOCUG00000012764
ENSG00000089289	ENSOCUG00000011462
ENSG00000136824	ENSOCUG00000005655
ENSG00000164924	ENSOCUG00000000734
ENSG00000134762	ENSOCUG00000029143
ENSG00000159147	ENSOCUG00000003875
ENSG00000139117	ENSOCUG00000017747
ENSG00000226685	ENSOCUG00000021455
ENSG00000131725	ENSOCUG00000013619
ENSG00000088682	ENSOCUG00000014974
ENSG00000134765	ENSOCUG00000012534
ENSG00000187258	ENSOCUG00000005142
ENSG00000165914	ENSOCUG00000008905
ENSG00000165914	ENSOCUG00000024138
ENSG00000134760	ENSOCUG00000006498
ENSG00000242259	ENSOCUG00000009861
ENSG00000139610	ENSOCUG00000008305
ENSG00000213578	ENSOCUG00000026844
ENSG00000070761	ENSOCUG00000014026
ENSG00000159289	ENSOCUG00000012923
ENSG00000159289	ENSOCUG00000023866
ENSG00000142188	ENSOCUG00000005069
ENSG00000130287	ENSOCUG00000021271
ENSG00000167077	ENSOCUG00000013337
ENSG00000138801	ENSOCUG00000004622
ENSG00000154611	ENSOCUG00000009092
ENSG00000170545	ENSOCUG00000021426
ENSG00000131378	ENSOCUG00000015875
ENSG00000157502	ENSOCUG00000009133
ENSG00000164190	ENSOCUG00000005888
ENSG00000140474	ENSOCUG00000022077
ENSG00000105705	ENSOCUG00000024634
ENSG00000105705	ENSOCUG00000024929
ENSG00000105705	ENSOCUG00000038816
ENSG00000241644	ENSOCUG00000024221
ENSG00000135736	ENSOCUG00000029000
ENSG00000102239	ENSOCUG00000022548
ENSG00000243646	ENSOCUG00000001177
ENSG00000174718	ENSOCUG00000006589
ENSG00000198881	ENSOCUG00000023698
ENSG00000154845	ENSOCUG00000005021
ENSG00000164742	ENSOCUG00000021340
ENSG00000226929	ENSOCUG00000021455
ENSG00000132964	ENSOCUG00000015595
ENSG00000159958	ENSOCUG00000013186
ENSG00000184675	ENSOCUG00000001613
ENSG00000156925	ENSOCUG00000009358
ENSG00000198951	ENSOCUG00000006739
ENSG00000050820	ENSOCUG00000015992
ENSG00000119714	ENSOCUG00000013808
ENSG00000138663	ENSOCUG00000003409
ENSG00000165966	ENSOCUG00000005658
ENSG00000115705	ENSOCUG00000016422
ENSG00000152315	ENSOCUG00000005405
ENSG00000166016	ENSOCUG00000001405
ENSG00000165509	ENSOCUG00000007734
ENSG00000165509	ENSOCUG00000016444
ENSG00000165509	ENSOCUG00000024673
ENSG00000159128	ENSOCUG00000002815
ENSG00000165392	ENSOCUG00000012620
ENSG00000042088	ENSOCUG00000002106
ENSG00000148200	ENSOCUG00000007599
ENSG00000101417	ENSOCUG00000005415
ENSG00000152944	ENSOCUG00000034587
ENSG00000182712	ENSOCUG00000027749
ENSG00000106483	ENSOCUG00000015877
ENSG00000170293	ENSOCUG00000035377
ENSG00000156009	ENSOCUG00000007734
ENSG00000156009	ENSOCUG00000016444
ENSG00000156009	ENSOCUG00000024673
ENSG00000108599	ENSOCUG00000013402
ENSG00000166889	ENSOCUG00000002156
ENSG00000010404	ENSOCUG00000012026
ENSG00000154783	ENSOCUG00000006961
ENSG00000177096	ENSOCUG00000001305
ENSG00000136270	ENSOCUG00000007618
ENSG00000173451	ENSOCUG00000013308
ENSG00000173451	ENSOCUG00000032297
ENSG00000155011	ENSOCUG00000001765
ENSG00000157538	ENSOCUG00000014111
ENSG00000100281	ENSOCUG00000010619
ENSG00000118596	ENSOCUG00000003052
ENSG00000242372	ENSOCUG00000010588
ENSG00000130177	ENSOCUG00000008437
ENSG00000124942	ENSOCUG00000025901
ENSG00000142655	ENSOCUG00000015036
ENSG00000236699	ENSOCUG00000027996
ENSG00000148175	ENSOCUG00000005794
ENSG00000156482	ENSOCUG00000017386
ENSG00000131196	ENSOCUG00000006480
ENSG00000182670	ENSOCUG00000003483
ENSG00000131149	ENSOCUG00000010577
ENSG00000175395	ENSOCUG00000036910
ENSG00000174808	ENSOCUG00000003214
ENSG00000148948	ENSOCUG00000017587
ENSG00000164039	ENSOCUG00000000694
ENSG00000198060	ENSOCUG00000005719
ENSG00000108576	ENSOCUG00000003640
ENSG00000011347	ENSOCUG00000014577
ENSG00000132646	ENSOCUG00000004059
ENSG00000106723	ENSOCUG00000011880
ENSG00000058272	ENSOCUG00000016701
ENSG00000164893	ENSOCUG00000017971
ENSG00000228517	ENSOCUG00000021455
ENSG00000100297	ENSOCUG00000010637
ENSG00000182195	ENSOCUG00000023824
ENSG00000107864	ENSOCUG00000010454
ENSG00000214827	ENSOCUG00000009720
ENSG00000131730	ENSOCUG00000011211
ENSG00000187742	ENSOCUG00000012932
ENSG00000272398	ENSOCUG00000008428
ENSG00000185015	ENSOCUG00000007328
ENSG00000212517	ENSOCUG00000028270
ENSG00000101290	ENSOCUG00000000708
ENSG00000111860	ENSOCUG00000013854
ENSG00000173546	ENSOCUG00000003185
ENSG00000138190	ENSOCUG00000000174
ENSG00000185247	ENSOCUG00000007734
ENSG00000185247	ENSOCUG00000016444
ENSG00000185247	ENSOCUG00000024673
ENSG00000102195	ENSOCUG00000005566
ENSG00000104361	ENSOCUG00000017407
ENSG00000166049	ENSOCUG00000029659
ENSG00000171621	ENSOCUG00000027025
ENSG00000078053	ENSOCUG00000002244
ENSG00000166035	ENSOCUG00000001647
ENSG00000165496	ENSOCUG00000015485
ENSG00000138780	ENSOCUG00000003884
ENSG00000124900	ENSOCUG00000008705
ENSG00000124900	ENSOCUG00000015869
ENSG00000101292	ENSOCUG00000001378
ENSG00000089006	ENSOCUG00000017072
ENSG00000089006	ENSOCUG00000036607
ENSG00000131966	ENSOCUG00000003358
ENSG00000147255	ENSOCUG00000009769
ENSG00000104267	ENSOCUG00000011742
ENSG00000148942	ENSOCUG00000017618
ENSG00000152348	ENSOCUG00000008736
ENSG00000171853	ENSOCUG00000000503
ENSG00000100292	ENSOCUG00000010633
ENSG00000103111	ENSOCUG00000024409
ENSG00000169062	ENSOCUG00000008450
ENSG00000196739	ENSOCUG00000038788
ENSG00000112796	ENSOCUG00000012939
ENSG00000132541	ENSOCUG00000024251
ENSG00000132541	ENSOCUG00000035058
ENSG00000132541	ENSOCUG00000017395
ENSG00000131471	ENSOCUG00000033151
ENSG00000138867	ENSOCUG00000004837
ENSG00000187189	ENSOCUG00000016118
ENSG00000160255	ENSOCUG00000011544
ENSG00000187871	ENSOCUG00000016654
ENSG00000173614	ENSOCUG00000024326
ENSG00000173614	ENSOCUG00000023212
ENSG00000067221	ENSOCUG00000002179
ENSG00000131482	ENSOCUG00000016018
ENSG00000122870	ENSOCUG00000013696
ENSG00000157570	ENSOCUG00000023681
ENSG00000113319	ENSOCUG00000003533
ENSG00000008196	ENSOCUG00000025542
ENSG00000174599	ENSOCUG00000003846
ENSG00000184939	ENSOCUG00000011646
ENSG00000198824	ENSOCUG00000001588
ENSG00000182271	ENSOCUG00000003649
ENSG00000082293	ENSOCUG00000009592
ENSG00000138777	ENSOCUG00000005941
ENSG00000106524	ENSOCUG00000016409
ENSG00000123124	ENSOCUG00000001081
ENSG00000182551	ENSOCUG00000000530
ENSG00000102471	ENSOCUG00000013470
ENSG00000149600	ENSOCUG00000014339
ENSG00000126581	ENSOCUG00000015964
ENSG00000126581	ENSOCUG00000004798
ENSG00000144455	ENSOCUG00000012348
ENSG00000166167	ENSOCUG00000015353
ENSG00000101349	ENSOCUG00000010770
ENSG00000126777	ENSOCUG00000010650
ENSG00000254772	ENSOCUG00000021109
ENSG00000146731	ENSOCUG00000017674
ENSG00000166862	ENSOCUG00000026837
ENSG00000100191	ENSOCUG00000009886
ENSG00000140948	ENSOCUG00000009286
ENSG00000136942	ENSOCUG00000027683
ENSG00000136942	ENSOCUG00000023060
ENSG00000133424	ENSOCUG00000001734
ENSG00000125888	ENSOCUG00000022625
ENSG00000111912	ENSOCUG00000008089
ENSG00000081014	ENSOCUG00000007193
ENSG00000171865	ENSOCUG00000006117
ENSG00000205133	ENSOCUG00000034527
ENSG00000167487	ENSOCUG00000032279
ENSG00000167487	ENSOCUG00000038513
ENSG00000088387	ENSOCUG00000002984
ENSG00000148950	ENSOCUG00000029612
ENSG00000101160	ENSOCUG00000010417
ENSG00000135686	ENSOCUG00000010881
ENSG00000171863	ENSOCUG00000024794
ENSG00000176563	ENSOCUG00000037401
ENSG00000144642	ENSOCUG00000004840
ENSG00000225110	ENSOCUG00000007843
ENSG00000113384	ENSOCUG00000011535
ENSG00000197021	ENSOCUG00000022512
ENSG00000197021	ENSOCUG00000006623
ENSG00000255690	ENSOCUG00000026897
ENSG00000053747	ENSOCUG00000009869
ENSG00000136274	ENSOCUG00000027132
ENSG00000107447	ENSOCUG00000002871
ENSG00000130349	ENSOCUG00000011248
ENSG00000139626	ENSOCUG00000001426
ENSG00000160563	ENSOCUG00000013118
ENSG00000205029	ENSOCUG00000021698
ENSG00000189127	ENSOCUG00000023992
ENSG00000176971	ENSOCUG00000011624
ENSG00000146729	ENSOCUG00000001768
ENSG00000197566	ENSOCUG00000029009
ENSG00000146250	ENSOCUG00000004205
ENSG00000242689	ENSOCUG00000005392
ENSG00000112305	ENSOCUG00000017134
ENSG00000169519	ENSOCUG00000014291
ENSG00000112874	ENSOCUG00000017632
ENSG00000005194	ENSOCUG00000007485
ENSG00000148468	ENSOCUG00000006924
ENSG00000171729	ENSOCUG00000002279
ENSG00000126562	ENSOCUG00000015928
ENSG00000165775	ENSOCUG00000024176
ENSG00000151379	ENSOCUG00000000309
ENSG00000062194	ENSOCUG00000010932
ENSG00000100298	ENSOCUG00000023913
ENSG00000179241	ENSOCUG00000026068
ENSG00000163029	ENSOCUG00000034282
ENSG00000222612	ENSOCUG00000018210
ENSG00000189180	ENSOCUG00000029543
ENSG00000198900	ENSOCUG00000008221
ENSG00000136950	ENSOCUG00000002997
ENSG00000157916	ENSOCUG00000025867
ENSG00000279395	ENSOCUG00000037056
ENSG00000147872	ENSOCUG00000012244
ENSG00000132749	ENSOCUG00000004651
ENSG00000184672	ENSOCUG00000025694
ENSG00000146733	ENSOCUG00000022118
ENSG00000033178	ENSOCUG00000012827
ENSG00000108848	ENSOCUG00000002765
ENSG00000206107	ENSOCUG00000008319
ENSG00000197620	ENSOCUG00000022512
ENSG00000197620	ENSOCUG00000006623
ENSG00000182816	ENSOCUG00000005599
ENSG00000198390	ENSOCUG00000005599
ENSG00000118402	ENSOCUG00000005334
ENSG00000186970	ENSOCUG00000016589
ENSG00000186977	ENSOCUG00000029903
ENSG00000170162	ENSOCUG00000003200
ENSG00000186925	ENSOCUG00000031197
ENSG00000105676	ENSOCUG00000023141
ENSG00000148834	ENSOCUG00000008702
ENSG00000173227	ENSOCUG00000001290
ENSG00000244624	ENSOCUG00000035121
ENSG00000185264	ENSOCUG00000017054
ENSG00000201025	ENSOCUG00000037874
ENSG00000207638	ENSOCUG00000018285
ENSG00000207863	ENSOCUG00000019177
ENSG00000239023	ENSOCUG00000038128
ENSG00000156299	ENSOCUG00000016524
ENSG00000079950	ENSOCUG00000014106
ENSG00000104043	ENSOCUG00000008075
ENSG00000178665	ENSOCUG00000029022
ENSG00000139291	ENSOCUG00000012539
ENSG00000171867	ENSOCUG00000002086
ENSG00000171864	ENSOCUG00000002089
ENSG00000207227	ENSOCUG00000028834
ENSG00000128346	ENSOCUG00000009422
ENSG00000154118	ENSOCUG00000023870
ENSG00000164794	ENSOCUG00000017285
ENSG00000106070	ENSOCUG00000014985
ENSG00000111058	ENSOCUG00000015752
ENSG00000101265	ENSOCUG00000002090
ENSG00000156467	ENSOCUG00000030564
ENSG00000156467	ENSOCUG00000008113
ENSG00000177613	ENSOCUG00000004647
ENSG00000177613	ENSOCUG00000027463
ENSG00000146410	ENSOCUG00000023560
ENSG00000140937	ENSOCUG00000017019
ENSG00000213390	ENSOCUG00000021497
ENSG00000169550	ENSOCUG00000021120
ENSG00000173376	ENSOCUG00000002038
ENSG00000100142	ENSOCUG00000012064
ENSG00000120694	ENSOCUG00000014773
ENSG00000167081	ENSOCUG00000012302
ENSG00000133135	ENSOCUG00000012328
ENSG00000021300	ENSOCUG00000007621
ENSG00000244005	ENSOCUG00000032205
ENSG00000163116	ENSOCUG00000029560
ENSG00000001561	ENSOCUG00000012928
ENSG00000175928	ENSOCUG00000023697
ENSG00000153989	ENSOCUG00000011553
ENSG00000048707	ENSOCUG00000005551
ENSG00000102243	ENSOCUG00000028060
ENSG00000112701	ENSOCUG00000010714
ENSG00000104341	ENSOCUG00000013689
ENSG00000164037	ENSOCUG00000005671
ENSG00000167779	ENSOCUG00000001412
ENSG00000183960	ENSOCUG00000016348
ENSG00000113318	ENSOCUG00000016921
ENSG00000155495	ENSOCUG00000007734
ENSG00000155495	ENSOCUG00000016444
ENSG00000155495	ENSOCUG00000024673
ENSG00000162981	ENSOCUG00000002283
ENSG00000182508	ENSOCUG00000013710
ENSG00000166171	ENSOCUG00000015373
ENSG00000185010	ENSOCUG00000000142
ENSG00000151693	ENSOCUG00000003719
ENSG00000100151	ENSOCUG00000029498
ENSG00000131480	ENSOCUG00000015997
ENSG00000172867	ENSOCUG00000029348
ENSG00000129038	ENSOCUG00000000978
ENSG00000114353	ENSOCUG00000011681
ENSG00000147432	ENSOCUG00000005123
ENSG00000154945	ENSOCUG00000024074
ENSG00000177425	ENSOCUG00000013722
ENSG00000103091	ENSOCUG00000011087
ENSG00000108798	ENSOCUG00000016339
ENSG00000034239	ENSOCUG00000004518
ENSG00000140506	ENSOCUG00000011884
ENSG00000166169	ENSOCUG00000015364
ENSG00000185437	ENSOCUG00000001522
ENSG00000119487	ENSOCUG00000001574
ENSG00000111110	ENSOCUG00000029423
ENSG00000186529	ENSOCUG00000028100
ENSG00000183631	ENSOCUG00000015056
ENSG00000155966	ENSOCUG00000013873
ENSG00000173714	ENSOCUG00000000391
ENSG00000180543	ENSOCUG00000009903
ENSG00000156486	ENSOCUG00000004540
ENSG00000183978	ENSOCUG00000015948
ENSG00000139644	ENSOCUG00000001847
ENSG00000167083	ENSOCUG00000016331
ENSG00000103248	ENSOCUG00000002484
ENSG00000197275	ENSOCUG00000016478
ENSG00000169006	ENSOCUG00000021232
ENSG00000125995	ENSOCUG00000017062
ENSG00000135220	ENSOCUG00000029658
ENSG00000156958	ENSOCUG00000006461
ENSG00000084754	ENSOCUG00000009786
ENSG00000050730	ENSOCUG00000001973
ENSG00000112234	ENSOCUG00000007892
ENSG00000131051	ENSOCUG00000007050
ENSG00000108846	ENSOCUG00000002754
ENSG00000104517	ENSOCUG00000008549
ENSG00000187676	ENSOCUG00000014798
ENSG00000198833	ENSOCUG00000005288
ENSG00000161179	ENSOCUG00000002617
ENSG00000118690	ENSOCUG00000011789
ENSG00000198157	ENSOCUG00000029345
ENSG00000180776	ENSOCUG00000001446
ENSG00000161180	ENSOCUG00000002620
ENSG00000134061	ENSOCUG00000015721
ENSG00000163512	ENSOCUG00000014956
ENSG00000128228	ENSOCUG00000002628
ENSG00000139793	ENSOCUG00000000220
ENSG00000168685	ENSOCUG00000011402
ENSG00000138802	ENSOCUG00000001284
ENSG00000100023	ENSOCUG00000022906
ENSG00000165669	ENSOCUG00000005150
ENSG00000165669	ENSOCUG00000022708
ENSG00000129680	ENSOCUG00000006534
ENSG00000159618	ENSOCUG00000032201
ENSG00000085382	ENSOCUG00000037658
ENSG00000085382	ENSOCUG00000000909
ENSG00000077514	ENSOCUG00000002523
ENSG00000136940	ENSOCUG00000008799
ENSG00000005020	ENSOCUG00000011330
ENSG00000169071	ENSOCUG00000016548
ENSG00000064607	ENSOCUG00000001315
ENSG00000127184	ENSOCUG00000035322
ENSG00000057593	ENSOCUG00000021021
ENSG00000143867	ENSOCUG00000006091
ENSG00000186479	ENSOCUG00000001987
ENSG00000183891	ENSOCUG00000003731
ENSG00000084710	ENSOCUG00000021395
ENSG00000159110	ENSOCUG00000024398
ENSG00000107829	ENSOCUG00000015386
ENSG00000152669	ENSOCUG00000006413
ENSG00000165113	ENSOCUG00000009577
ENSG00000152495	ENSOCUG00000026741
ENSG00000152495	ENSOCUG00000030935
ENSG00000182890	ENSOCUG00000008518
ENSG00000126218	ENSOCUG00000022738
ENSG00000133138	ENSOCUG00000012340
ENSG00000080644	ENSOCUG00000005023
ENSG00000110934	ENSOCUG00000008291
ENSG00000148843	ENSOCUG00000006312
ENSG00000114378	ENSOCUG00000005619
ENSG00000164543	ENSOCUG00000015953
ENSG00000136935	ENSOCUG00000003976
ENSG00000185252	ENSOCUG00000029603
ENSG00000166012	ENSOCUG00000027568
ENSG00000166012	ENSOCUG00000027060
ENSG00000166012	ENSOCUG00000001096
ENSG00000211944	ENSOCUG00000026511
ENSG00000140025	ENSOCUG00000015498
ENSG00000187546	ENSOCUG00000017586
ENSG00000133131	ENSOCUG00000012633
ENSG00000141404	ENSOCUG00000005253
ENSG00000256061	ENSOCUG00000025031
ENSG00000138674	ENSOCUG00000014918
ENSG00000112773	ENSOCUG00000008796
ENSG00000182348	ENSOCUG00000013056
ENSG00000168301	ENSOCUG00000009284
ENSG00000164258	ENSOCUG00000000790
ENSG00000112276	ENSOCUG00000016944
ENSG00000144566	ENSOCUG00000012200
ENSG00000126226	ENSOCUG00000009600
ENSG00000075213	ENSOCUG00000011919
ENSG00000127325	ENSOCUG00000022219
ENSG00000180758	ENSOCUG00000025476
ENSG00000006210	ENSOCUG00000007482
ENSG00000184677	ENSOCUG00000005075
ENSG00000155959	ENSOCUG00000027170
ENSG00000155959	ENSOCUG00000017448
ENSG00000137824	ENSOCUG00000016912
ENSG00000164211	ENSOCUG00000006422
ENSG00000153774	ENSOCUG00000006689
ENSG00000202337	ENSOCUG00000018959
ENSG00000202337	ENSOCUG00000021655
ENSG00000133433	ENSOCUG00000005066
ENSG00000196208	ENSOCUG00000027882
ENSG00000201654	ENSOCUG00000018959
ENSG00000201654	ENSOCUG00000021655
ENSG00000201376	ENSOCUG00000028831
ENSG00000160299	ENSOCUG00000004806
ENSG00000207444	ENSOCUG00000018370
ENSG00000203778	ENSOCUG00000009652
ENSG00000199739	ENSOCUG00000019125
ENSG00000222276	ENSOCUG00000028705
ENSG00000222276	ENSOCUG00000030894
ENSG00000222276	ENSOCUG00000038168
ENSG00000160746	ENSOCUG00000008275
ENSG00000160746	ENSOCUG00000031247
ENSG00000137478	ENSOCUG00000010457
ENSG00000099974	ENSOCUG00000026742
ENSG00000123496	ENSOCUG00000014747
ENSG00000099991	ENSOCUG00000000404
ENSG00000140876	ENSOCUG00000001859
ENSG00000011260	ENSOCUG00000001636
ENSG00000131697	ENSOCUG00000002218
ENSG00000131697	ENSOCUG00000026950
ENSG00000185875	ENSOCUG00000012792
