method,pdb_id,num_nodes,num_edges,density,avg_clustering,avg_shortest_path
CONTACT,2wel,7,10,0.47619047619047616,0.0,1.5238095238095237
CONTACT,3a98,9,10,0.2777777777777778,0.0,1.9444444444444444
CONTACT,3d48,7,10,0.47619047619047616,0.0,1.619047619047619
CONTACT,3fmo,9,10,0.2777777777777778,0.0,2.0555555555555554
CONTACT,3oj2,7,10,0.47619047619047616,0.0,1.619047619047619
CONTACT,3ojv,7,10,0.47619047619047616,0.0,1.619047619047619
CONTACT,3tj3,10,10,0.2222222222222222,0.0,2.1333333333333333
CONTACT,3uvj,7,10,0.47619047619047616,0.0,1.619047619047619
CONTACT,4bck,9,10,0.2777777777777778,0.0,2.1666666666666665
CONTACT,4dck,8,10,0.35714285714285715,0.4345238095238095,1.6428571428571428
CONTACT,4gus,11,10,0.18181818181818182,0.0,1.8181818181818181
CONTACT,4ic7,9,10,0.2777777777777778,0.0,2.0
CONTACT,4qam,11,10,0.18181818181818182,0.0,
CONTACT,5ajo,11,10,0.18181818181818182,0.0,1.8181818181818181
CONTACT,5ctd,6,10,0.6666666666666666,0.6666666666666666,1.3333333333333333
CONTACT,5e0u,8,10,0.35714285714285715,0.0,1.7142857142857142
CONTACT,5jqa,7,10,0.47619047619047616,0.0,1.5238095238095237
CONTACT,5l0s,8,10,0.35714285714285715,0.0,1.7142857142857142
CONTACT,5tuu,8,10,0.35714285714285715,0.0,1.8571428571428572
CONTACT,5w59,7,10,0.47619047619047616,0.0,1.619047619047619
CONTACT,6do5,11,10,0.18181818181818182,0.0,1.8181818181818181
CONTACT,6h2v,8,10,0.35714285714285715,0.0,1.8571428571428572
CONTACT,6igx,11,10,0.18181818181818182,0.0,2.4
CONTACT,6lb7,11,10,0.18181818181818182,0.0,2.581818181818182
CONTACT,6tx3,8,10,0.35714285714285715,0.0,1.8214285714285714
CONTACT,6uus,11,10,0.18181818181818182,0.0,1.8181818181818181
CONTACT,6w7o,9,10,0.2777777777777778,0.0,
CONTACT,7cmv,11,10,0.18181818181818182,0.0,2.290909090909091
CONTACT,7d8p,7,10,0.47619047619047616,0.0,1.5238095238095237
CONTACT,7jhp,8,10,0.35714285714285715,0.0,1.8571428571428572
CONTACT,7jvr,11,10,0.18181818181818182,0.0,2.290909090909091
CONTACT,7mix,9,10,0.2777777777777778,0.0,2.111111111111111
CONTACT,7oat,9,10,0.2777777777777778,0.0,2.0555555555555554
CONTACT,7opc,14,10,0.10989010989010989,0.0,
CONTACT,7qng,9,10,0.2777777777777778,0.0,1.8333333333333333
CONTACT,7vpx,10,10,0.2222222222222222,0.0,
CONTACT,7wq3,9,10,0.2777777777777778,0.0,2.1666666666666665
CONTACT,7xnn,8,10,0.35714285714285715,0.0,1.9285714285714286
CONTACT,7xxh,11,10,0.18181818181818182,0.0,
CONTACT,8bfi,9,10,0.2777777777777778,0.0,2.0
CONTACT,8d58,10,10,0.2222222222222222,0.0,2.2222222222222223
CONTACT,8dyd,11,10,0.18181818181818182,0.0,1.8181818181818181
CONTACT,8faz,11,10,0.18181818181818182,0.0,1.8181818181818181
CONTACT,8gbq,7,10,0.47619047619047616,0.0,1.619047619047619
CONTACT,8gnn,9,10,0.2777777777777778,0.0,2.0
CONTACT,8hdo,9,10,0.2777777777777778,0.0,2.0
CONTACT,8i0k,9,10,0.2777777777777778,0.0,2.0
CONTACT,8ony,11,10,0.18181818181818182,0.0,
CONTACT,8pp7,7,10,0.47619047619047616,0.0,1.619047619047619
CONTACT,8qoi,11,10,0.18181818181818182,0.0,
CONTACT,8t75,8,10,0.35714285714285715,0.0,1.8571428571428572
CONTACT,1a4y,10,9,0.2,0.0,1.8
CONTACT,1bp3,7,9,0.42857142857142855,0.0,1.7142857142857142
CONTACT,1e50,8,9,0.32142857142857145,0.0,2.0357142857142856
CONTACT,1th1,10,9,0.2,0.0,1.8
CONTACT,2g48,10,9,0.2,0.0,1.8
CONTACT,2ihb,8,9,0.32142857142857145,0.0,2.0714285714285716
CONTACT,2om2,9,9,0.25,0.0,1.8888888888888888
CONTACT,2pi2,7,9,0.42857142857142855,0.0,1.8095238095238095
CONTACT,3bpl,7,9,0.42857142857142855,0.0,1.7142857142857142
CONTACT,3dqv,7,9,0.42857142857142855,0.0,1.7142857142857142
CONTACT,3fey,9,9,0.25,0.0,2.2777777777777777
CONTACT,3h8k,7,9,0.42857142857142855,0.0,1.619047619047619
CONTACT,3hr4,8,9,0.32142857142857145,0.0,1.8928571428571428
CONTACT,3r45,7,9,0.42857142857142855,0.0,1.7142857142857142
CONTACT,3v6c,10,9,0.2,0.0,1.8
CONTACT,3v96,7,9,0.42857142857142855,0.0,1.619047619047619
CONTACT,4a7j,10,9,0.2,0.0,1.8
CONTACT,4b18,10,9,0.2,0.0,1.8
CONTACT,4ccg,7,9,0.42857142857142855,0.0,1.7142857142857142
CONTACT,4erq,10,9,0.2,0.0,1.8
CONTACT,4ery,10,9,0.2,0.0,1.8
CONTACT,4es0,10,9,0.2,0.0,1.8
CONTACT,4ewr,10,9,0.2,0.0,1.8
CONTACT,4gmj,7,9,0.42857142857142855,0.0,1.7142857142857142
CONTACT,4h3k,7,9,0.42857142857142855,0.0,1.7142857142857142
CONTACT,4hdo,8,9,0.32142857142857145,0.0,2.0
CONTACT,4ilw,8,9,0.32142857142857145,0.0,2.107142857142857
CONTACT,4kyo,8,9,0.32142857142857145,0.0,1.8928571428571428
CONTACT,5d0m,7,9,0.42857142857142855,0.0,1.619047619047619
CONTACT,5e2q,10,9,0.2,0.0,1.8
CONTACT,5e33,10,9,0.2,0.0,1.8
CONTACT,5gsa,10,9,0.2,0.0,1.8
CONTACT,5hpt,10,9,0.2,0.0,2.066666666666667
CONTACT,5hqp,9,9,0.25,0.0,2.5555555555555554
CONTACT,5jh5,8,9,0.32142857142857145,0.16666666666666666,2.0357142857142856
CONTACT,5k1c,8,9,0.32142857142857145,0.0,1.7857142857142858
CONTACT,5mxa,8,9,0.32142857142857145,0.0,1.9285714285714286
CONTACT,5nvk,7,9,0.42857142857142855,0.0,1.7142857142857142
CONTACT,5nvl,7,9,0.42857142857142855,0.0,1.7142857142857142
CONTACT,5oo6,10,9,0.2,0.0,1.8
CONTACT,5osi,8,9,0.32142857142857145,0.0,1.9285714285714286
CONTACT,5qqj,8,9,0.32142857142857145,0.0,1.9642857142857142
CONTACT,5uq2,9,9,0.25,0.0,2.0555555555555554
CONTACT,5xwr,10,9,0.2,0.0,1.8
CONTACT,5y1z,8,9,0.32142857142857145,0.0,1.7857142857142858
CONTACT,6dgf,10,9,0.2,0.0,1.8
CONTACT,6fae,7,9,0.42857142857142855,0.0,1.7142857142857142
CONTACT,6hc8,8,9,0.32142857142857145,0.0,1.7857142857142858
CONTACT,6if2,9,9,0.25,0.0,2.3333333333333335
CONTACT,6ine,8,9,0.32142857142857145,0.0,2.0357142857142856
CONTACT,6sh6,10,9,0.2,0.0,1.8
CONTACT,6trw,10,9,0.2,0.0,1.8
CONTACT,6uun,10,9,0.2,0.0,1.9555555555555555
CONTACT,6wx9,10,9,0.2,0.0,1.8
CONTACT,6zm5,10,9,0.2,0.0,2.488888888888889
CONTACT,7dty,10,9,0.2,0.0,1.8
CONTACT,7evn,8,9,0.32142857142857145,0.0,1.9642857142857142
CONTACT,7f66,9,9,0.25,0.0,1.8888888888888888
CONTACT,7ki0,10,9,0.2,0.0,1.8
CONTACT,7lyc,9,9,0.25,0.37037037037037035,
CONTACT,7n00,7,9,0.42857142857142855,0.0,1.619047619047619
CONTACT,7pw8,10,9,0.2,0.0,1.8
CONTACT,7r4h,9,9,0.25,0.0,
CONTACT,7s1t,8,9,0.32142857142857145,0.0,1.9285714285714286
CONTACT,7s7l,7,9,0.42857142857142855,0.0,1.619047619047619
CONTACT,7tyf,10,9,0.2,0.0,1.9555555555555555
CONTACT,7tyo,10,9,0.2,0.0,1.8
CONTACT,7tyx,10,9,0.2,0.0,1.9555555555555555
CONTACT,7urd,10,9,0.2,0.0,1.8
CONTACT,7xa3,10,9,0.2,0.0,1.9555555555555555
CONTACT,7yb9,10,9,0.2,0.0,1.8
CONTACT,7zxk,7,9,0.42857142857142855,0.0,1.7142857142857142
CONTACT,8ejm,10,9,0.2,0.0,2.488888888888889
CONTACT,8flr,10,9,0.2,0.0,1.8
CONTACT,8inf,8,9,0.32142857142857145,0.0,1.9642857142857142
CONTACT,8syn,9,9,0.25,0.0,2.0
CONTACT,8uhd,9,9,0.25,0.0,2.0555555555555554
CONTACT,8xxl,9,9,0.25,0.0,2.2222222222222223
CONTACT,1ds6,7,8,0.38095238095238093,0.0,1.8095238095238095
CONTACT,1jsu,9,8,0.2222222222222222,0.0,1.7777777777777777
CONTACT,1nfi,8,8,0.2857142857142857,0.0,
CONTACT,2d9q,7,8,0.38095238095238093,0.0,1.8095238095238095
CONTACT,2g49,9,8,0.2222222222222222,0.0,1.7777777777777777
CONTACT,2gl7,9,8,0.2222222222222222,0.0,1.7777777777777777
CONTACT,2ngr,7,8,0.38095238095238093,0.0,1.9047619047619047
CONTACT,2w96,8,8,0.2857142857142857,0.0,2.1785714285714284
CONTACT,2wjv,7,8,0.38095238095238093,0.0,1.8095238095238095
CONTACT,2y48,9,8,0.2222222222222222,0.0,1.7777777777777777
CONTACT,2z5k,8,8,0.2857142857142857,0.0,2.142857142857143
CONTACT,3ajb,7,8,0.38095238095238093,0.0,1.8095238095238095
CONTACT,3avr,9,8,0.2222222222222222,0.0,1.7777777777777777
CONTACT,3dlq,7,8,0.38095238095238093,0.0,1.9047619047619047
CONTACT,3doe,7,8,0.38095238095238093,0.0,1.8095238095238095
CONTACT,3g65,8,8,0.2857142857142857,0.0,
CONTACT,3gtu,8,8,0.2857142857142857,0.0,2.357142857142857
CONTACT,3kfd,5,8,0.8,0.6666666666666666,1.2
CONTACT,3msx,7,8,0.38095238095238093,0.0,1.8095238095238095
CONTACT,3qq8,6,8,0.5333333333333333,0.0,1.4666666666666666
CONTACT,3s97,7,8,0.38095238095238093,0.0,1.8095238095238095
CONTACT,3sf4,9,8,0.2222222222222222,0.0,1.7777777777777777
CONTACT,3zms,9,8,0.2222222222222222,0.0,1.7777777777777777
CONTACT,4ap2,6,8,0.5333333333333333,0.0,1.4666666666666666
CONTACT,4aph,9,8,0.2222222222222222,0.0,1.7777777777777777
CONTACT,4czz,9,8,0.2222222222222222,0.0,2.6666666666666665
CONTACT,4eoz,6,8,0.5333333333333333,0.0,1.5333333333333334
CONTACT,4gh7,6,8,0.5333333333333333,0.0,1.5333333333333334
CONTACT,4gk0,6,8,0.5333333333333333,0.0,1.4666666666666666
CONTACT,4hi8,7,8,0.38095238095238093,0.0,1.7142857142857142
CONTACT,4l41,7,8,0.38095238095238093,0.0,1.8095238095238095
CONTACT,4o6f,9,8,0.2222222222222222,0.0,1.7777777777777777
CONTACT,4r7a,9,8,0.2222222222222222,0.0,1.7777777777777777
CONTACT,4uj3,8,8,0.2857142857142857,0.0,1.9642857142857142
CONTACT,4xh9,9,8,0.2222222222222222,0.0,3.1666666666666665
CONTACT,4xhu,7,8,0.38095238095238093,0.0,1.8095238095238095
CONTACT,4yon,7,8,0.38095238095238093,0.0,1.8095238095238095
CONTACT,5aox,7,8,0.38095238095238093,0.0,1.8095238095238095
CONTACT,5brm,6,8,0.5333333333333333,0.0,1.4666666666666666
CONTACT,5ee5,7,8,0.38095238095238093,0.0,1.8095238095238095
CONTACT,5ex3,7,8,0.38095238095238093,0.0,1.8095238095238095
CONTACT,5hq8,9,8,0.2222222222222222,0.0,1.7777777777777777
CONTACT,5ji0,6,8,0.5333333333333333,0.0,1.4666666666666666
CONTACT,5jke,8,8,0.2857142857142857,0.0,2.0
CONTACT,5kya,6,8,0.5333333333333333,0.0,1.4666666666666666
CONTACT,5vtb,9,8,0.2222222222222222,0.0,1.7777777777777777
CONTACT,5xqz,7,8,0.38095238095238093,0.0,1.8095238095238095
CONTACT,5xyf,8,8,0.2857142857142857,0.0,2.1785714285714284
CONTACT,5zoj,6,8,0.5333333333333333,0.0,1.4666666666666666
CONTACT,6f6d,9,8,0.2222222222222222,0.0,1.7777777777777777
CONTACT,6gu2,8,8,0.2857142857142857,0.0,2.107142857142857
CONTACT,6j4s,7,8,0.38095238095238093,0.0,1.7142857142857142
CONTACT,6j8y,7,8,0.38095238095238093,0.0,1.8095238095238095
CONTACT,6jat,7,8,0.38095238095238093,0.0,1.8095238095238095
CONTACT,6os9,9,8,0.2222222222222222,0.0,2.0555555555555554
CONTACT,6pag,5,8,0.8,0.6666666666666666,1.2
CONTACT,6tuy,9,8,0.2222222222222222,0.0,2.6666666666666665
CONTACT,7b5o,6,8,0.5333333333333333,0.0,1.4666666666666666
CONTACT,7cmz,7,8,0.38095238095238093,0.0,1.7142857142857142
CONTACT,7cru,8,8,0.2857142857142857,0.0,1.8571428571428572
CONTACT,7dsk,9,8,0.2222222222222222,0.0,2.5555555555555554
CONTACT,7fje,8,8,0.2857142857142857,0.0,2.107142857142857
CONTACT,7nx0,7,8,0.38095238095238093,0.0,1.8095238095238095
CONTACT,7pjh,7,8,0.38095238095238093,0.0,1.8095238095238095
CONTACT,7q46,8,8,0.2857142857142857,0.0,2.142857142857143
CONTACT,7rh9,9,8,0.2222222222222222,0.0,1.9444444444444444
CONTACT,7rhs,9,8,0.2222222222222222,0.0,1.9444444444444444
CONTACT,7uwm,9,8,0.2222222222222222,0.0,1.9444444444444444
CONTACT,7vqx,9,8,0.2222222222222222,0.0,1.7777777777777777
CONTACT,7w6l,7,8,0.38095238095238093,0.0,1.8095238095238095
CONTACT,7ykd,9,8,0.2222222222222222,0.0,1.7777777777777777
CONTACT,8bs9,9,8,0.2222222222222222,0.0,1.7777777777777777
CONTACT,8e3z,9,8,0.2222222222222222,0.0,1.7777777777777777
CONTACT,8hn8,9,8,0.2222222222222222,0.0,2.388888888888889
CONTACT,8iy5,9,8,0.2222222222222222,0.0,2.0555555555555554
CONTACT,8jca,7,8,0.38095238095238093,0.0,1.8095238095238095
CONTACT,8jd4,9,8,0.2222222222222222,0.0,
CONTACT,8jj9,7,8,0.38095238095238093,0.0,1.7142857142857142
CONTACT,8q1g,9,8,0.2222222222222222,0.0,1.7777777777777777
CONTACT,9auc,9,8,0.2222222222222222,0.0,1.7777777777777777
CONTACT,1fbv,7,7,0.3333333333333333,0.0,2.0952380952380953
CONTACT,1iar,6,7,0.4666666666666667,0.0,1.6
CONTACT,1ki1,7,7,0.3333333333333333,0.0,2.0952380952380953
CONTACT,1ni4,7,7,0.3333333333333333,0.0,1.9047619047619047
CONTACT,1o6k,8,7,0.25,0.0,1.75
CONTACT,1t29,8,7,0.25,0.0,1.75
CONTACT,1upt,6,7,0.4666666666666667,0.0,1.6
CONTACT,1wyw,7,7,0.3333333333333333,0.0,2.0952380952380953
CONTACT,2cg5,6,7,0.4666666666666667,0.0,1.6
CONTACT,2i9b,7,7,0.3333333333333333,0.0,1.8095238095238095
CONTACT,2io1,7,7,0.3333333333333333,0.0,1.9047619047619047
CONTACT,2iy1,7,7,0.3333333333333333,0.0,1.9047619047619047
CONTACT,2j0t,6,7,0.4666666666666667,0.0,1.6
CONTACT,2ode,7,7,0.3333333333333333,0.0,1.8095238095238095
CONTACT,2pe6,6,7,0.4666666666666667,0.0,1.6666666666666667
CONTACT,2qna,6,7,0.4666666666666667,0.0,1.6
CONTACT,2v4z,7,7,0.3333333333333333,0.0,2.0
CONTACT,2y4v,6,7,0.4666666666666667,0.0,1.6
CONTACT,3am7,8,7,0.25,0.0,1.9285714285714286
CONTACT,3cqw,8,7,0.25,0.0,1.75
CONTACT,3cuq,7,7,0.3333333333333333,0.0,1.9047619047619047
CONTACT,3di2,6,7,0.4666666666666667,0.0,1.6
CONTACT,3fn1,6,7,0.4666666666666667,0.0,1.6666666666666667
CONTACT,3g9v,7,7,0.3333333333333333,0.0,2.0952380952380953
CONTACT,3h11,7,7,0.3333333333333333,0.0,1.9047619047619047
CONTACT,3ixe,6,7,0.4666666666666667,0.0,1.6
CONTACT,3kv4,8,7,0.25,0.0,1.75
CONTACT,3ma2,6,7,0.4666666666666667,0.0,1.6
CONTACT,3mdy,6,7,0.4666666666666667,0.0,1.6666666666666667
CONTACT,3nmx,7,7,0.3333333333333333,0.0,1.8095238095238095
CONTACT,3ovv,8,7,0.25,0.0,1.75
CONTACT,3qbt,6,7,0.4666666666666667,0.0,1.6666666666666667
CONTACT,3t5g,7,7,0.3333333333333333,0.0,1.9047619047619047
CONTACT,3t5x,7,7,0.3333333333333333,0.0,1.8095238095238095
CONTACT,3tgx,6,7,0.4666666666666667,0.0,1.6
CONTACT,3tq7,7,7,0.3333333333333333,0.0,2.0
CONTACT,3tx7,8,7,0.25,0.0,1.9285714285714286
CONTACT,3w8h,7,7,0.3333333333333333,0.0,2.0952380952380953
CONTACT,4cy2,7,7,0.3333333333333333,0.0,1.8095238095238095
CONTACT,4dkd,7,7,0.3333333333333333,0.0,2.0952380952380953
CONTACT,4dnc,7,7,0.3333333333333333,0.0,2.0
CONTACT,4fwf,8,7,0.25,0.0,1.75
CONTACT,4hsu,6,7,0.4666666666666667,0.0,1.6
CONTACT,4iyp,6,7,0.4666666666666667,0.0,1.6666666666666667
CONTACT,4kmd,8,7,0.25,0.0,1.75
CONTACT,4m1l,7,7,0.3333333333333333,0.0,1.8095238095238095
CONTACT,4n7v,7,7,0.3333333333333333,0.0,2.0
CONTACT,4o3t,8,7,0.25,0.0,1.9285714285714286
CONTACT,4roc,7,7,0.3333333333333333,0.0,1.8095238095238095
CONTACT,4ux9,6,7,0.4666666666666667,0.0,1.6
CONTACT,4wnd,8,7,0.25,0.0,1.75
CONTACT,4yc6,6,7,0.4666666666666667,0.0,1.6666666666666667
CONTACT,4z2m,7,7,0.3333333333333333,0.0,2.0
CONTACT,5brk,6,7,0.4666666666666667,0.0,1.6
CONTACT,5dx1,8,7,0.25,0.0,1.75
CONTACT,5e8j,8,7,0.25,0.0,1.75
CONTACT,5efq,7,7,0.3333333333333333,0.0,2.0
CONTACT,5fqd,6,7,0.4666666666666667,0.0,1.6
CONTACT,5ja4,8,7,0.25,0.0,2.392857142857143
CONTACT,5kyc,8,7,0.25,0.0,1.75
CONTACT,5l0r,8,7,0.25,0.0,1.9285714285714286
CONTACT,5l8h,8,7,0.25,0.0,1.75
CONTACT,5vif,8,7,0.25,0.0,1.75
CONTACT,5x4l,6,7,0.4666666666666667,0.0,1.6
CONTACT,5xzx,8,7,0.25,0.0,1.75
CONTACT,5y2z,7,7,0.3333333333333333,0.0,1.8095238095238095
CONTACT,6fge,8,7,0.25,0.0,1.75
CONTACT,6gwj,7,7,0.3333333333333333,0.0,2.0
CONTACT,6i1s,7,7,0.3333333333333333,0.0,1.9047619047619047
CONTACT,6if3,6,7,0.4666666666666667,0.0,1.6666666666666667
CONTACT,6k81,6,7,0.4666666666666667,0.0,1.6
CONTACT,6nnq,7,7,0.3333333333333333,0.0,1.9047619047619047
CONTACT,6oi3,8,7,0.25,0.0,1.75
CONTACT,6om2,8,7,0.25,0.0,1.75
CONTACT,6pa7,8,7,0.25,0.0,2.3214285714285716
CONTACT,6qrm,8,7,0.25,0.0,1.75
CONTACT,6r3v,6,7,0.4666666666666667,0.0,1.6666666666666667
CONTACT,6vo5,8,7,0.25,0.0,1.75
CONTACT,6wnx,6,7,0.4666666666666667,0.0,1.6666666666666667
CONTACT,6x6c,7,7,0.3333333333333333,0.0,2.0
CONTACT,7bv4,6,7,0.4666666666666667,0.0,1.6
CONTACT,7cq5,7,7,0.3333333333333333,0.0,1.8095238095238095
CONTACT,7ept,8,7,0.25,0.0,2.0357142857142856
CONTACT,7jjl,6,7,0.4666666666666667,0.0,1.6
CONTACT,7ldg,7,7,0.3333333333333333,0.0,1.8095238095238095
CONTACT,7lew,7,7,0.3333333333333333,0.0,1.8095238095238095
CONTACT,7m3q,6,7,0.4666666666666667,0.0,1.6666666666666667
CONTACT,7onu,8,7,0.25,0.0,1.75
CONTACT,7owc,6,7,0.4666666666666667,0.0,1.6666666666666667
CONTACT,7owm,8,7,0.25,0.0,1.75
CONTACT,7pnx,8,7,0.25,0.0,2.0357142857142856
CONTACT,7q43,8,7,0.25,0.0,1.75
CONTACT,7q44,8,7,0.25,0.0,1.75
CONTACT,7w55,7,7,0.3333333333333333,0.0,2.0952380952380953
CONTACT,7wvx,8,7,0.25,0.0,1.75
CONTACT,8cmk,7,7,0.3333333333333333,0.0,1.8095238095238095
CONTACT,8csp,8,7,0.25,0.0,2.2142857142857144
CONTACT,8e3i,8,7,0.25,0.0,2.4285714285714284
CONTACT,8gg0,8,7,0.25,0.0,1.75
CONTACT,8gju,8,7,0.25,0.0,
CONTACT,8hcu,8,7,0.25,0.0,2.2142857142857144
CONTACT,8jp4,6,7,0.4666666666666667,0.0,1.6
CONTACT,8p79,8,7,0.25,0.0,2.392857142857143
CONTACT,8u26,7,7,0.3333333333333333,0.0,1.9047619047619047
CONTACT,8yuu,8,7,0.25,0.0,2.25
CONTACT,1a81,6,6,0.4,0.0,1.8666666666666667
CONTACT,1a9w,6,6,0.4,0.0,1.8
CONTACT,1bh9,6,6,0.4,0.0,1.8
CONTACT,1bi8,5,6,0.6,0.0,1.4
CONTACT,1cn4,6,6,0.4,0.0,1.7333333333333334
CONTACT,1e96,6,6,0.4,0.0,1.8
CONTACT,1f3v,5,6,0.6,0.0,1.4
CONTACT,1h2m,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,1m63,8,6,0.21428571428571427,0.0,
CONTACT,1nql,7,6,0.2857142857142857,0.0,2.1904761904761907
CONTACT,1ol5,6,6,0.4,0.0,1.7333333333333334
CONTACT,1p22,6,6,0.4,0.0,1.9333333333333333
CONTACT,1shr,6,6,0.4,0.0,1.8
CONTACT,1tgz,6,6,0.4,0.0,1.7333333333333334
CONTACT,1u7v,6,6,0.4,0.0,1.8
CONTACT,1ul1,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,1xqs,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,1y98,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,2f69,5,6,0.6,0.0,1.4
CONTACT,2f8v,5,6,0.6,0.0,1.4
CONTACT,2fju,6,6,0.4,0.0,1.7333333333333334
CONTACT,2g56,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,2ovr,6,6,0.4,0.0,1.9333333333333333
CONTACT,2qrv,6,6,0.4,0.0,1.8
CONTACT,2v9t,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,2wg3,5,6,0.6,0.0,1.4
CONTACT,2xac,6,6,0.4,0.0,1.8666666666666667
CONTACT,2xqw,5,6,0.6,0.0,1.4
CONTACT,2y0i,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,2ybf,6,6,0.4,0.0,1.7333333333333334
CONTACT,2z3q,6,6,0.4,0.0,1.9333333333333333
CONTACT,2zne,5,6,0.6,0.0,1.4
CONTACT,3b2d,5,6,0.6,0.0,1.4
CONTACT,3cqc,5,6,0.6,0.0,1.4
CONTACT,3e4z,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,3efo,8,6,0.21428571428571427,0.0,
CONTACT,3fm8,6,6,0.4,0.0,1.8
CONTACT,3ifw,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,3kxc,7,6,0.2857142857142857,0.0,2.0
CONTACT,3n1m,5,6,0.6,0.0,1.4
CONTACT,3qhe,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,3v31,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,3w4u,6,6,0.4,0.0,1.8
CONTACT,4a4c,6,6,0.4,0.0,1.7333333333333334
CONTACT,4bxf,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,4cgy,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,4ch9,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,4chb,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,4cym,5,6,0.6,0.0,1.4
CONTACT,4d07,5,6,0.6,0.0,1.4
CONTACT,4ehp,7,6,0.2857142857142857,0.0,1.9047619047619047
CONTACT,4fqx,8,6,0.21428571428571427,0.0,
CONTACT,4fys,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,4g8a,6,6,0.4,0.0,1.7333333333333334
CONTACT,4geh,6,6,0.4,0.0,1.8
CONTACT,4ggd,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,4gow,6,6,0.4,0.0,1.7333333333333334
CONTACT,4gqb,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,4imy,6,6,0.4,0.0,1.8666666666666667
CONTACT,4js0,6,6,0.4,0.0,1.7333333333333334
CONTACT,4lx0,6,6,0.4,0.0,1.8
CONTACT,4n3a,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,4n78,6,6,0.4,0.0,1.9333333333333333
CONTACT,4nst,6,6,0.4,0.0,1.8
CONTACT,4psi,6,6,0.4,0.0,1.7333333333333334
CONTACT,4qqi,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,4rr2,6,6,0.4,0.0,1.7333333333333334
CONTACT,4tq1,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,4ued,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,4um9,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,4uzq,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,4y5o,7,6,0.2857142857142857,0.0,2.0
CONTACT,4yjl,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,5c1d,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,5dx0,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,5fuc,5,6,0.6,0.0,1.4
CONTACT,5fug,6,6,0.4,0.0,1.7333333333333334
CONTACT,5hpy,6,6,0.4,0.0,1.8
CONTACT,5inb,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,5ioh,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,5j03,6,6,0.4,0.0,1.7333333333333334
CONTACT,5j11,6,6,0.4,0.0,1.7333333333333334
CONTACT,5j28,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,5jw9,6,6,0.4,0.0,1.7333333333333334
CONTACT,5l6w,7,6,0.2857142857142857,0.0,2.2857142857142856
CONTACT,5lpu,6,6,0.4,0.0,1.8666666666666667
CONTACT,5mzv,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,5n38,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,5o9s,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,5t46,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,5unj,5,6,0.6,0.0,1.4
CONTACT,5upl,6,6,0.4,0.0,1.9333333333333333
CONTACT,5vzt,7,6,0.2857142857142857,0.0,2.0
CONTACT,5ybu,6,6,0.4,0.0,1.7333333333333334
CONTACT,5ybv,6,6,0.4,0.0,1.7333333333333334
CONTACT,5ywr,6,6,0.4,0.0,1.8
CONTACT,6a5z,7,6,0.2857142857142857,0.0,2.0952380952380953
CONTACT,6bcx,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,6eje,6,6,0.4,0.0,1.7333333333333334
CONTACT,6gje,6,6,0.4,0.0,1.8666666666666667
CONTACT,6gr8,6,6,0.4,0.0,1.7333333333333334
CONTACT,6gx9,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,6gy5,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,6ha6,7,6,0.2857142857142857,0.0,1.7142857142857142
CONTACT,6hl5,7,6,0.2857142857142857,0.0,1.7142857142857142
