hsa	rno
hsa0000035242	rno0000145158
hsa0000035246	rno0000145162
hsa0000035247	rno0000145163
hsa0000035249	rno0000145164
hsa0000035322	rno0000144304
hsa0000035323	rno0000144305
hsa0000035324	rno0000144306
hsa0000035512	rno0000137555
hsa0000035527	rno0000137664
hsa0000035529	rno0000137666
hsa0000035536	rno0000137673
hsa0000035537	rno0000137674
hsa0000035539	rno0000137676
hsa0000035632	rno0000139632
hsa0000035635	rno0000139633
hsa0000035642	rno0000139637
hsa0000035650	rno0000139640
hsa0000035651	rno0000139641
hsa0000035666	rno0000139651
hsa0000035673	rno0000139656
hsa0000035674	rno0000139657
hsa0000035722	rno0000101003
hsa0000035722	rno0000101004
hsa0000035724	rno0000101007
hsa0000035726	rno0000101009
hsa0000035730	rno0000101012
hsa0000035822	rno0000178000
hsa0000035833	rno0000140147
hsa0000035833	rno0000140140
hsa0000035837	rno0000140148
hsa0000035837	rno0000140156
hsa0000035837	rno0000140141
hsa0000035908	rno0000136192
hsa0000035909	rno0000136193
hsa0000035917	rno0000138192
hsa0000035921	rno0000051723
hsa0000035927	rno0000051726
hsa0000035928	rno0000051727
hsa0000035929	rno0000051728
hsa0000036035	rno0000056909
hsa0000036035	rno0000056908
hsa0000036036	rno0000056909
hsa0000036038	rno0000068330
hsa0000036039	rno0000068331
hsa0000036043	rno0000068336
hsa0000036115	rno0000098999
hsa0000036117	rno0000099000
hsa0000036118	rno0000099001
hsa0000036119	rno0000099002
hsa0000036120	rno0000099004
hsa0000036121	rno0000099005
hsa0000036122	rno0000099006
hsa0000036123	rno0000046738
hsa0000036125	rno0000046739
hsa0000036131	rno0000046742
hsa0000036132	rno0000046743
hsa0000036150	rno0000140809
hsa0000036155	rno0000140814
hsa0000036193	rno0000098968
hsa0000036208	rno0000098978
hsa0000036222	rno0000098694
hsa0000036228	rno0000098648
hsa0000036229	rno0000098650
hsa0000036232	rno0000098653
hsa0000036258	rno0000141912
hsa0000036265	rno0000141916
hsa0000036491	rno0000070212
hsa0000036552	rno0000070304
hsa0000036554	rno0000070306
hsa0000036555	rno0000070306
hsa0000036557	rno0000070307
hsa0000036558	rno0000070307
hsa0000036559	rno0000070308
hsa0000036570	rno0000071644
hsa0000036571	rno0000071645
hsa0000036648	rno0000145252
hsa0000036649	rno0000145252
hsa0000036651	rno0000145254
hsa0000036655	rno0000139476
hsa0000036663	rno0000139478
hsa0000036697	rno0000138061
hsa0000036703	rno0000138064
hsa0000037101	rno0000098136
hsa0000037102	rno0000098138
hsa0000037147	rno0000056341
hsa0000037155	rno0000056349
hsa0000037183	rno0000073885
hsa0000037194	rno0000140777
hsa0000037350	rno0000167373
hsa0000037356	rno0000167378
hsa0000037357	rno0000167379
hsa0000037362	rno0000167385
hsa0000037560	rno0000205730
hsa0000037636	rno0000099256
hsa0000037638	rno0000104717
hsa0000037640	rno0000104720
hsa0000037643	rno0000104722
hsa0000037703	rno0000099431
hsa0000037706	rno0000099434
hsa0000037708	rno0000099435
hsa0000037709	rno0000099437
hsa0000037711	rno0000099438
hsa0000038058	rno0000141894
hsa0000038059	rno0000141895
hsa0000038067	rno0000141904
hsa0000038072	rno0000140046
hsa0000038075	rno0000140047
hsa0000038077	rno0000140049
hsa0000038079	rno0000138622
hsa0000038080	rno0000138623
hsa0000038083	rno0000138625
hsa0000038086	rno0000138627
hsa0000038088	rno0000138629
hsa0000038166	rno0000059424
hsa0000038167	rno0000098572
hsa0000038175	rno0000098579
hsa0000038177	rno0000098581
hsa0000038184	rno0000098586
hsa0000038196	rno0000098598
hsa0000038200	rno0000098604
hsa0000038204	rno0000098611
hsa0000038277	rno0000073613
hsa0000038279	rno0000073614
hsa0000038280	rno0000073615
hsa0000038282	rno0000073616
hsa0000038283	rno0000073616
hsa0000038284	rno0000073617
hsa0000038285	rno0000073618
hsa0000038287	rno0000073619
hsa0000038288	rno0000073620
hsa0000038290	rno0000073621
hsa0000038292	rno0000073622
hsa0000038350	rno0000139051
hsa0000038411	rno0000165487
hsa0000038498	rno0000100004
hsa0000038665	rno0000139714
hsa0000038671	rno0000139718
hsa0000038674	rno0000139720
hsa0000038675	rno0000139721
hsa0000038676	rno0000139722
hsa0000038677	rno0000139723
hsa0000038678	rno0000139724
hsa0000038679	rno0000139725
hsa0000038680	rno0000139726
hsa0000038683	rno0000139728
hsa0000038685	rno0000139729
hsa0000038687	rno0000139730
hsa0000038688	rno0000139731
hsa0000038696	rno0000099490
hsa0000038696	rno0000099489
hsa0000038697	rno0000099490
hsa0000038698	rno0000099490
hsa0000038699	rno0000099491
hsa0000038703	rno0000099495
hsa0000038706	rno0000099497
hsa0000038707	rno0000099498
hsa0000038709	rno0000099499
hsa0000038710	rno0000099499
hsa0000038728	rno0000099508
hsa0000038729	rno0000099508
hsa0000038863	rno0000058258
hsa0000038866	rno0000058261
hsa0000038879	rno0000058272
hsa0000038913	rno0000103356
hsa0000038914	rno0000103357
hsa0000038918	rno0000103358
hsa0000038922	rno0000103360
hsa0000038930	rno0000103366
hsa0000038931	rno0000103366
hsa0000038932	rno0000103367
hsa0000038933	rno0000103367
hsa0000038934	rno0000103367
hsa0000038936	rno0000103368
hsa0000038938	rno0000103369
hsa0000038939	rno0000103370
hsa0000038943	rno0000103372
hsa0000038945	rno0000103373
hsa0000038946	rno0000103374
hsa0000038991	rno0000100704
hsa0000038992	rno0000100706
hsa0000038993	rno0000100707
hsa0000038994	rno0000100708
hsa0000039000	rno0000102848
hsa0000039003	rno0000102851
hsa0000039004	rno0000102851
hsa0000039005	rno0000102852
hsa0000039006	rno0000102853
hsa0000039174	rno0000100642
hsa0000039182	rno0000100645
hsa0000039185	rno0000100647
hsa0000039193	rno0000100514
hsa0000039195	rno0000100517
hsa0000039198	rno0000100520
hsa0000039198	rno0000100519
hsa0000039200	rno0000100522
hsa0000039286	rno0000069275
hsa0000039292	rno0000069276
hsa0000039577	rno0000065867
hsa0000039586	rno0000065873
hsa0000039643	rno0000139868
hsa0000039644	rno0000139869
hsa0000039644	rno0000139868
hsa0000039645	rno0000139870
hsa0000039646	rno0000139871
hsa0000039647	rno0000139871
hsa0000039648	rno0000139872
hsa0000039658	rno0000139876
hsa0000039659	rno0000139877
hsa0000039698	rno0000144855
hsa0000039701	rno0000144859
hsa0000039701	rno0000144858
hsa0000039705	rno0000144861
hsa0000039706	rno0000144863
hsa0000039709	rno0000144865
hsa0000039710	rno0000144868
hsa0000039710	rno0000144867
hsa0000039869	rno0000056311
hsa0000039881	rno0000044365
hsa0000039886	rno0000044367
hsa0000039894	rno0000044354
hsa0000039898	rno0000044358
hsa0000039994	rno0000178565
hsa0000040113	rno0000070865
hsa0000040115	rno0000070866
hsa0000040232	rno0000140225
hsa0000040299	rno0000138106
hsa0000040301	rno0000138108
hsa0000040301	rno0000138109
hsa0000040329	rno0000073181
hsa0000040335	rno0000073185
hsa0000040341	rno0000073190
hsa0000040343	rno0000073192
hsa0000040344	rno0000073193
hsa0000040345	rno0000073194
hsa0000040350	rno0000073198
hsa0000040399	rno0000045833
hsa0000040400	rno0000045834
hsa0000040404	rno0000045836
hsa0000040563	rno0000105076
hsa0000040565	rno0000105077
hsa0000040586	rno0000105377
hsa0000040589	rno0000105379
hsa0000040593	rno0000105382
hsa0000040604	rno0000105390
hsa0000040605	rno0000105391
hsa0000040606	rno0000105392
hsa0000040800	rno0000139040
hsa0000040803	rno0000143013
hsa0000040806	rno0000143015
hsa0000040807	rno0000143016
hsa0000040892	rno0000165029
hsa0000040893	rno0000165029
hsa0000040894	rno0000165029
hsa0000041029	rno0000173155
hsa0000041031	rno0000173158
hsa0000041034	rno0000173161
hsa0000041035	rno0000173162
hsa0000041036	rno0000173163
hsa0000041038	rno0000173165
hsa0000041040	rno0000173167
hsa0000041131	rno0000047932
hsa0000041133	rno0000047935
hsa0000041137	rno0000047939
hsa0000041140	rno0000047943
hsa0000041143	rno0000047949
hsa0000041146	rno0000065163
hsa0000041148	rno0000065168
hsa0000041152	rno0000065172
hsa0000041154	rno0000065174
hsa0000041155	rno0000065175
hsa0000041160	rno0000065180
hsa0000041161	rno0000065181
hsa0000041162	rno0000065182
hsa0000041209	rno0000068878
hsa0000041213	rno0000068879
hsa0000041215	rno0000068881
hsa0000041216	rno0000068882
hsa0000041218	rno0000068883
hsa0000041225	rno0000068888
hsa0000041226	rno0000068889
hsa0000041227	rno0000068890
hsa0000041229	rno0000068892
hsa0000041247	rno0000098305
hsa0000041310	rno0000053246
hsa0000041411	rno0000135535
hsa0000041412	rno0000135536
hsa0000041413	rno0000135537
hsa0000041433	rno0000135983
hsa0000041434	rno0000135983
hsa0000041438	rno0000135985
hsa0000041439	rno0000135985
hsa0000041445	rno0000135990
hsa0000041484	rno0000064453
hsa0000041552	rno0000101153
hsa0000041553	rno0000101154
hsa0000041558	rno0000101157
hsa0000041583	rno0000064134
hsa0000041585	rno0000064136
hsa0000041592	rno0000064142
hsa0000041594	rno0000064144
hsa0000041636	rno0000070787
hsa0000041640	rno0000070789
hsa0000041641	rno0000070790
hsa0000041700	rno0000056857
hsa0000041701	rno0000056857
hsa0000041701	rno0000056858
hsa0000041702	rno0000056858
hsa0000041725	rno0000056861
hsa0000041730	rno0000056862
hsa0000041731	rno0000056863
hsa0000041820	rno0000100144
hsa0000041853	rno0000100336
hsa0000041854	rno0000100337
hsa0000041855	rno0000100338
hsa0000041856	rno0000100338
hsa0000041857	rno0000100339
hsa0000041858	rno0000100339
hsa0000041859	rno0000100340
hsa0000041941	rno0000143308
hsa0000041942	rno0000143309
hsa0000041943	rno0000143310
hsa0000041979	rno0000098147
hsa0000041989	rno0000098104
hsa0000042302	rno0000101137
hsa0000042309	rno0000101142
hsa0000042492	rno0000178619
hsa0000042497	rno0000178622
hsa0000042499	rno0000178623
hsa0000042502	rno0000178627
hsa0000042504	rno0000178629
hsa0000042561	rno0000045354
hsa0000042608	rno0000177425
hsa0000042614	rno0000177430
hsa0000042712	rno0000104590
hsa0000042713	rno0000104591
hsa0000042715	rno0000104592
hsa0000042716	rno0000104593
hsa0000042717	rno0000104594
hsa0000042868	rno0000074119
hsa0000042869	rno0000074119
hsa0000042869	rno0000074120
hsa0000042889	rno0000104206
hsa0000042890	rno0000104207
hsa0000042893	rno0000104210
hsa0000042895	rno0000104212
hsa0000042984	rno0000136728
hsa0000042988	rno0000136730
hsa0000042992	rno0000136733
hsa0000043211	rno0000154070
hsa0000043307	rno0000099939
hsa0000043309	rno0000099941
hsa0000043312	rno0000099942
hsa0000043314	rno0000099943
hsa0000043317	rno0000099946
hsa0000043318	rno0000099947
hsa0000043318	rno0000099948
hsa0000043319	rno0000099952
hsa0000043321	rno0000068493
hsa0000043328	rno0000068499
hsa0000043337	rno0000068509
hsa0000043338	rno0000068510
hsa0000043396	rno0000047692
hsa0000043401	rno0000047695
hsa0000043408	rno0000059905
hsa0000043409	rno0000059905
hsa0000043414	rno0000059908
hsa0000043459	rno0000208869
hsa0000043461	rno0000208871
hsa0000043463	rno0000208873
hsa0000043465	rno0000208875
hsa0000043467	rno0000208877
hsa0000043470	rno0000208880
hsa0000043484	rno0000175442
hsa0000043485	rno0000175443
hsa0000043486	rno0000175445
hsa0000043571	rno0000142351
hsa0000043576	rno0000142356
hsa0000043577	rno0000142357
hsa0000043581	rno0000142360
hsa0000043584	rno0000142362
hsa0000043585	rno0000142363
hsa0000043586	rno0000142364
hsa0000043589	rno0000142367
hsa0000043590	rno0000142368
hsa0000043593	rno0000142371
hsa0000043596	rno0000142374
hsa0000043599	rno0000142376
hsa0000043600	rno0000142377
hsa0000043601	rno0000142378
hsa0000043603	rno0000142380
hsa0000043605	rno0000142382
hsa0000043606	rno0000142383
hsa0000043935	rno0000207740
hsa0000043936	rno0000207741
hsa0000043937	rno0000207742
hsa0000043939	rno0000207744
hsa0000043942	rno0000207747
hsa0000043964	rno0000206915
hsa0000043967	rno0000206915
hsa0000043981	rno0000206921
hsa0000043983	rno0000206922
hsa0000043993	rno0000099908
hsa0000043994	rno0000099908
hsa0000043995	rno0000099909
hsa0000043996	rno0000099910
hsa0000043997	rno0000099910
hsa0000044002	rno0000099915
hsa0000044004	rno0000099918
hsa0000044005	rno0000099920
hsa0000044013	rno0000174038
hsa0000044015	rno0000174039
hsa0000044019	rno0000173916
hsa0000044021	rno0000173918
hsa0000044023	rno0000173920
hsa0000044055	rno0000068165
hsa0000044061	rno0000068169
hsa0000044062	rno0000068169
hsa0000044066	rno0000068171
hsa0000044079	rno0000068177
hsa0000044083	rno0000068178
hsa0000044086	rno0000068179
hsa0000044088	rno0000068180
hsa0000044096	rno0000068182
hsa0000044100	rno0000067458
hsa0000044101	rno0000067459
hsa0000044107	rno0000067465
hsa0000044279	rno0000140550
hsa0000044282	rno0000140551
hsa0000044286	rno0000140552
hsa0000044287	rno0000140553
hsa0000044317	rno0000069492
hsa0000044321	rno0000069495
hsa0000044323	rno0000069497
hsa0000044326	rno0000069498
hsa0000044339	rno0000145104
hsa0000044346	rno0000144881
hsa0000044349	rno0000144883
hsa0000044357	rno0000100560
hsa0000044362	rno0000100563
hsa0000044364	rno0000100565
hsa0000044365	rno0000100567
hsa0000044368	rno0000100569
hsa0000044406	rno0000099165
hsa0000044411	rno0000101981
hsa0000044417	rno0000101990
hsa0000044576	rno0000136623
hsa0000044593	rno0000136642
hsa0000044879	rno0000071425
hsa0000044880	rno0000071427
hsa0000044881	rno0000071429
hsa0000044883	rno0000071432
hsa0000044884	rno0000071434
hsa0000044884	rno0000071433
hsa0000044885	rno0000071435
hsa0000044886	rno0000071436
hsa0000044888	rno0000071437
hsa0000044894	rno0000071444
hsa0000044906	rno0000098815
hsa0000044907	rno0000098816
hsa0000044909	rno0000098818
hsa0000044910	rno0000098819
hsa0000044911	rno0000098820
hsa0000044927	rno0000140981
hsa0000044928	rno0000140982
hsa0000044929	rno0000140983
hsa0000044944	rno0000140992
hsa0000044945	rno0000140993
hsa0000045011	rno0000139462
hsa0000045022	rno0000139468
hsa0000045042	rno0000138796
hsa0000045047	rno0000138801
hsa0000045051	rno0000138805
hsa0000045052	rno0000138806
hsa0000045056	rno0000138809
hsa0000045131	rno0000102438
hsa0000045132	rno0000102439
hsa0000045133	rno0000102440
hsa0000045139	rno0000100745
hsa0000045140	rno0000100746
hsa0000045144	rno0000100747
hsa0000045148	rno0000100751
hsa0000045150	rno0000100753
hsa0000045287	rno0000100036
hsa0000045290	rno0000100039
hsa0000045336	rno0000067353
hsa0000045339	rno0000067356
hsa0000045345	rno0000067362
hsa0000045397	rno0000069336
hsa0000045399	rno0000069337
hsa0000045432	rno0000138584
hsa0000045440	rno0000138589
hsa0000045530	rno0000055245
hsa0000045595	rno0000145024
hsa0000045603	rno0000145034
hsa0000045605	rno0000145036
hsa0000045610	rno0000145041
hsa0000045611	rno0000145042
hsa0000045613	rno0000145044
hsa0000045615	rno0000145046
hsa0000045618	rno0000145049
hsa0000045661	rno0000050912
hsa0000045680	rno0000052259
hsa0000045681	rno0000052260
hsa0000045682	rno0000052260
hsa0000045685	rno0000052263
hsa0000045686	rno0000052264
hsa0000045688	rno0000052266
hsa0000045861	rno0000176799
hsa0000045879	rno0000176805
hsa0000045883	rno0000176807
hsa0000045887	rno0000176811
hsa0000045896	rno0000176816
hsa0000045898	rno0000176818
hsa0000045899	rno0000176819
hsa0000045901	rno0000176820
hsa0000045902	rno0000176821
hsa0000045993	rno0000141906
hsa0000045994	rno0000141906
hsa0000046030	rno0000175078
hsa0000046034	rno0000175079
hsa0000046039	rno0000175082
hsa0000046040	rno0000175082
hsa0000046050	rno0000135653
hsa0000046052	rno0000135655
hsa0000046058	rno0000140164
hsa0000046064	rno0000140168
hsa0000046065	rno0000140169
hsa0000046066	rno0000140170
hsa0000046078	rno0000140178
hsa0000046079	rno0000140179
hsa0000046087	rno0000140187
hsa0000046088	rno0000140188
hsa0000046089	rno0000140189
hsa0000046123	rno0000058490
hsa0000046124	rno0000058491
hsa0000046125	rno0000058492
hsa0000046125	rno0000058490
hsa0000046126	rno0000058491
hsa0000046127	rno0000058491
hsa0000046128	rno0000058493
hsa0000046216	rno0000070945
hsa0000046218	rno0000070946
hsa0000046221	rno0000070947
hsa0000046222	rno0000070948
hsa0000046223	rno0000070949
hsa0000046226	rno0000070952
hsa0000046229	rno0000070955
hsa0000046262	rno0000070029
hsa0000046265	rno0000070031
hsa0000046266	rno0000070032
hsa0000046267	rno0000070033
hsa0000046268	rno0000070034
hsa0000046352	rno0000098894
hsa0000046359	rno0000098898
hsa0000046369	rno0000098900
hsa0000046370	rno0000098901
hsa0000046372	rno0000098903
hsa0000046373	rno0000098904
hsa0000046374	rno0000098905
hsa0000046383	rno0000098912
hsa0000046384	rno0000098912
hsa0000046480	rno0000141698
hsa0000046536	rno0000143228
hsa0000046619	rno0000057878
hsa0000046620	rno0000057879
hsa0000046653	rno0000070241
hsa0000046704	rno0000067570
hsa0000046707	rno0000067573
hsa0000046710	rno0000067575
hsa0000046713	rno0000067577
hsa0000046715	rno0000067578
hsa0000046717	rno0000067579
hsa0000046741	rno0000165756
hsa0000046742	rno0000165759
hsa0000046743	rno0000165760
hsa0000046746	rno0000165761
hsa0000046749	rno0000165762
hsa0000046751	rno0000165764
hsa0000046752	rno0000165765
hsa0000046753	rno0000165766
hsa0000046754	rno0000165767
hsa0000046755	rno0000165768
hsa0000046756	rno0000165769
hsa0000046839	rno0000046413
hsa0000046845	rno0000046419
hsa0000047383	rno0000144449
hsa0000047387	rno0000144452
hsa0000047388	rno0000144453
hsa0000047389	rno0000144454
hsa0000047397	rno0000144462
hsa0000047405	rno0000144470
hsa0000047416	rno0000144481
hsa0000047417	rno0000144482
hsa0000047418	rno0000144483
hsa0000047419	rno0000144484
hsa0000047441	rno0000072602
hsa0000047441	rno0000072603
hsa0000047442	rno0000072604
hsa0000047443	rno0000072605
hsa0000047444	rno0000072606
hsa0000047449	rno0000072609
hsa0000047452	rno0000072614
hsa0000047453	rno0000072614
hsa0000047454	rno0000072615
hsa0000047486	rno0000059241
hsa0000047491	rno0000059245
hsa0000047492	rno0000059246
hsa0000047495	rno0000059248
hsa0000047578	rno0000072097
hsa0000047581	rno0000072098
hsa0000047583	rno0000072102
hsa0000047586	rno0000072105
hsa0000047587	rno0000072107
hsa0000047587	rno0000072106
hsa0000047588	rno0000072109
hsa0000047597	rno0000142671
hsa0000047599	rno0000142672
hsa0000047600	rno0000142672
hsa0000047602	rno0000142673
hsa0000047603	rno0000142675
hsa0000047604	rno0000142675
hsa0000047606	rno0000142676
hsa0000047607	rno0000142677
hsa0000047608	rno0000142677
hsa0000047610	rno0000142679
hsa0000047611	rno0000142678
hsa0000047611	rno0000142679
hsa0000047614	rno0000142681
hsa0000047652	rno0000145402
hsa0000047726	rno0000064665
hsa0000047727	rno0000064667
hsa0000047728	rno0000064668
hsa0000047732	rno0000064677
hsa0000047734	rno0000064395
hsa0000047735	rno0000064396
hsa0000047737	rno0000064398
hsa0000047739	rno0000064400
hsa0000047740	rno0000064401
hsa0000047742	rno0000064403
hsa0000047743	rno0000064404
hsa0000047744	rno0000064405
hsa0000047746	rno0000064407
hsa0000047747	rno0000064408
hsa0000047753	rno0000064414
hsa0000047756	rno0000064417
hsa0000047758	rno0000064419
hsa0000047760	rno0000064421
hsa0000047761	rno0000064422
hsa0000047763	rno0000064423
hsa0000047766	rno0000064427
hsa0000047769	rno0000064431
hsa0000047770	rno0000064432
hsa0000047771	rno0000064433
hsa0000047772	rno0000064434
hsa0000047774	rno0000064436
hsa0000047775	rno0000064437
hsa0000047777	rno0000064439
hsa0000047778	rno0000064440
hsa0000047781	rno0000058648
hsa0000047782	rno0000058648
hsa0000047784	rno0000058648
hsa0000047784	rno0000058649
hsa0000047897	rno0000050946
hsa0000047900	rno0000050948
hsa0000047901	rno0000050949
hsa0000047908	rno0000050954
hsa0000047914	rno0000050958
hsa0000048187	rno0000100830
hsa0000048195	rno0000100837
hsa0000048257	rno0000165844
hsa0000048257	rno0000165845
hsa0000048258	rno0000165845
hsa0000048258	rno0000165844
hsa0000048293	rno0000165374
hsa0000048296	rno0000165376
hsa0000048298	rno0000165378
hsa0000048537	rno0000055424
hsa0000048538	rno0000055424
hsa0000048544	rno0000055428
hsa0000048557	rno0000055440
hsa0000048615	rno0000057257
hsa0000048622	rno0000057262
hsa0000048623	rno0000057263
hsa0000048624	rno0000057264
hsa0000048629	rno0000057269
hsa0000048631	rno0000057271
hsa0000048633	rno0000057273
hsa0000048634	rno0000057274
hsa0000048635	rno0000057275
hsa0000048636	rno0000057276
hsa0000048693	rno0000133613
hsa0000048695	rno0000133614
hsa0000048696	rno0000133614
hsa0000048704	rno0000133617
hsa0000048706	rno0000133619
hsa0000048709	rno0000133622
hsa0000048711	rno0000133624
hsa0000048714	rno0000133627
hsa0000048763	rno0000044281
hsa0000048782	rno0000130034
hsa0000048785	rno0000130036
hsa0000048787	rno0000130037
hsa0000048789	rno0000130038
hsa0000048792	rno0000130040
hsa0000048793	rno0000130041
hsa0000048794	rno0000130042
hsa0000048945	rno0000056824
hsa0000048946	rno0000056825
hsa0000048947	rno0000056825
hsa0000048952	rno0000056829
hsa0000048956	rno0000056831
hsa0000048959	rno0000056833
hsa0000048961	rno0000056835
hsa0000048962	rno0000056836
hsa0000048965	rno0000056840
hsa0000048967	rno0000056842
hsa0000048968	rno0000056843
hsa0000048970	rno0000056845
hsa0000048985	rno0000135302
hsa0000048986	rno0000135302
hsa0000048989	rno0000135303
hsa0000049009	rno0000199564
hsa0000049009	rno0000199565
hsa0000049012	rno0000199569
hsa0000049013	rno0000199570
hsa0000049015	rno0000199572
hsa0000049277	rno0000196339
hsa0000049279	rno0000196341
hsa0000049280	rno0000196342
hsa0000049281	rno0000196343
hsa0000049284	rno0000196346
hsa0000049286	rno0000196348
hsa0000049287	rno0000196349
hsa0000049288	rno0000196350
hsa0000049330	rno0000196621
hsa0000049438	rno0000194755
hsa0000049439	rno0000194756
hsa0000049444	rno0000194759
hsa0000049447	rno0000194760
hsa0000049547	rno0000194298
hsa0000049553	rno0000049998
hsa0000049664	rno0000193985
hsa0000049761	rno0000194127
hsa0000049765	rno0000194129
hsa0000049773	rno0000192178
hsa0000049775	rno0000192180
hsa0000049801	rno0000124196
hsa0000049838	rno0000192917
hsa0000049847	rno0000192924
hsa0000049849	rno0000192925
hsa0000049850	rno0000192926
hsa0000049851	rno0000192927
hsa0000050012	rno0000054007
hsa0000050014	rno0000054008
hsa0000050020	rno0000054013
hsa0000050021	rno0000054013
hsa0000050039	rno0000134088
hsa0000050045	rno0000134093
hsa0000050047	rno0000134095
hsa0000050053	rno0000134098
hsa0000050115	rno0000181060
hsa0000050133	rno0000043478
hsa0000050167	rno0000130018
hsa0000050173	rno0000130022
hsa0000050176	rno0000130025
hsa0000050180	rno0000130029
hsa0000050273	rno0000132109
hsa0000050375	rno0000130935
hsa0000050484	rno0000040050
hsa0000050486	rno0000040052
hsa0000050488	rno0000040055
hsa0000050492	rno0000040060
hsa0000050494	rno0000040062
hsa0000050499	rno0000040065
hsa0000050500	rno0000040066
hsa0000050501	rno0000040067
hsa0000050503	rno0000040069
hsa0000050505	rno0000040070
hsa0000050507	rno0000040072
hsa0000050509	rno0000040073
hsa0000050513	rno0000040076
hsa0000050589	rno0000192654
hsa0000050594	rno0000192658
hsa0000050595	rno0000192659
hsa0000050596	rno0000192660
hsa0000050597	rno0000192661
hsa0000050598	rno0000192662
hsa0000050690	rno0000030086
hsa0000050691	rno0000030086
hsa0000050693	rno0000030087
hsa0000050694	rno0000030087
hsa0000050698	rno0000030090
hsa0000050699	rno0000030091
hsa0000050700	rno0000030091
hsa0000050702	rno0000034168
hsa0000050707	rno0000029705
hsa0000050708	rno0000029705
hsa0000050709	rno0000029706
hsa0000050713	rno0000038721
hsa0000050739	rno0000194253
hsa0000050740	rno0000194254
hsa0000050741	rno0000194255
hsa0000050742	rno0000194256
hsa0000050743	rno0000194257
hsa0000050744	rno0000194257
hsa0000050745	rno0000194258
hsa0000050871	rno0000193251
hsa0000050875	rno0000193255
hsa0000050880	rno0000193259
hsa0000050884	rno0000193264
hsa0000050885	rno0000193265
hsa0000050887	rno0000193267
hsa0000050888	rno0000193268
hsa0000050890	rno0000193270
hsa0000050891	rno0000193271
hsa0000050893	rno0000193273
hsa0000050948	rno0000029108
hsa0000050949	rno0000029109
hsa0000050950	rno0000029110
hsa0000050954	rno0000029117
hsa0000050960	rno0000029127
hsa0000050965	rno0000196598
hsa0000051003	rno0000192583
hsa0000051029	rno0000192969
hsa0000051033	rno0000192970
hsa0000051034	rno0000192970
hsa0000051041	rno0000192972
hsa0000051042	rno0000192972
hsa0000051105	rno0000196706
hsa0000051128	rno0000196733
hsa0000051130	rno0000196735
hsa0000051131	rno0000196736
hsa0000051382	rno0000196719
hsa0000051384	rno0000196720
hsa0000051387	rno0000196723
hsa0000051442	rno0000043759
hsa0000051446	rno0000043761
hsa0000051451	rno0000043767
hsa0000051588	rno0000039881
hsa0000051589	rno0000039882
hsa0000051590	rno0000039883
hsa0000051592	rno0000039886
hsa0000051592	rno0000039885
hsa0000051593	rno0000039887
hsa0000051595	rno0000039888
hsa0000051600	rno0000039891
hsa0000051602	rno0000039893
hsa0000051606	rno0000031650
hsa0000051611	rno0000031652
hsa0000051692	rno0000185699
hsa0000051696	rno0000185700
hsa0000051707	rno0000185704
hsa0000051711	rno0000185707
hsa0000051767	rno0000194272
hsa0000051769	rno0000194273
hsa0000051770	rno0000194274
hsa0000051774	rno0000194275
hsa0000051778	rno0000194277
hsa0000051779	rno0000194278
hsa0000051781	rno0000194280
hsa0000051789	rno0000194287
hsa0000051790	rno0000194288
hsa0000051872	rno0000193693
hsa0000051880	rno0000193697
hsa0000051885	rno0000193700
hsa0000051888	rno0000193701
hsa0000051892	rno0000193702
hsa0000051895	rno0000193704
hsa0000051905	rno0000193708
hsa0000051911	rno0000193716
hsa0000051966	rno0000133731
hsa0000052079	rno0000129411
hsa0000052081	rno0000129413
hsa0000052082	rno0000129414
hsa0000052085	rno0000129416
hsa0000052173	rno0000038793
hsa0000052242	rno0000195614
hsa0000052246	rno0000195617
hsa0000052250	rno0000195620
hsa0000052251	rno0000195622
hsa0000052252	rno0000195623
hsa0000052265	rno0000057045
hsa0000052268	rno0000057047
hsa0000052272	rno0000057054
hsa0000052274	rno0000057055
hsa0000052352	rno0000128548
hsa0000052362	rno0000128557
hsa0000052365	rno0000128559
hsa0000052368	rno0000128562
hsa0000052370	rno0000128564
hsa0000052374	rno0000128568
hsa0000052719	rno0000057304
hsa0000052721	rno0000057306
hsa0000052732	rno0000057131
hsa0000052741	rno0000057138
hsa0000052913	rno0000192426
hsa0000052914	rno0000192426
hsa0000052917	rno0000192428
hsa0000052919	rno0000192430
hsa0000052923	rno0000192432
hsa0000052924	rno0000192433
hsa0000052927	rno0000192437
hsa0000052927	rno0000192438
hsa0000052929	rno0000192439
hsa0000052954	rno0000046014
hsa0000052973	rno0000043665
hsa0000053160	rno0000128967
hsa0000053182	rno0000126833
hsa0000053184	rno0000126834
hsa0000053186	rno0000126835
hsa0000053201	rno0000126131
hsa0000053203	rno0000126133
hsa0000053204	rno0000126134
hsa0000053206	rno0000126135
hsa0000053207	rno0000126136
hsa0000053260	rno0000201648
hsa0000053263	rno0000201651
hsa0000053267	rno0000201653
hsa0000053268	rno0000201654
hsa0000053269	rno0000201654
hsa0000053271	rno0000201656
hsa0000053273	rno0000201657
hsa0000053275	rno0000201659
hsa0000053278	rno0000201660
hsa0000053285	rno0000201664
hsa0000053303	rno0000196986
hsa0000053307	rno0000196988
hsa0000053368	rno0000194765
hsa0000053370	rno0000193771
hsa0000053372	rno0000193774
hsa0000053375	rno0000193777
hsa0000053380	rno0000193781
