	BM663_mouse_1_KPC_HOP_DAC	BM667_mouse_2_KPC_HOP_DAC	BM726_mouse_3_KPC_HOP_DAC	BM730_mouse_4_KPC_HOP_PBS	BM731_mouse_5_KPC_HOP_PBS	BM878_mouse_6_KPC_HOP_PBS	BM1101_mouse_7_allograft_DAC	BM1102_mouse_7_allograft_untreated	BM1103_mouse_8_allograft_DAC	BM1104_mouse_8_allograft_untreated	BM1105_mouse_9_allograft_DAC	BM1106_mouse_9_allograft_untreated	BM1107_mouse_10_allograft_DAC	BM1108_mouse_10_allograft_untreated	BM9818_mouse_11_KPC_cutltured_control	BM9819_mouse_11_KPC_cutltured_DAC_5uM	BM9820_mouse_11_KPC_cutltured_DAC_10uM
BC018473	0.0	0.0	0.0	0.0	0.0	0.0	0.00758967	0.0	0.0	0.0	0.0129922	0.0	0.0140251	0.0	0.0590547	0.0891692	0.0723596
St6galnac1	0.0377627	0.0198112	0.0	0.0220281	0.0208006	0.0652994	0.0106026	0.0	0.00931623	0.0	0.0090629	0.0	0.0	0.0	0.00747376	0.0219017	0.023252
Mxra7	36.0333	16.2882	12.1241	29.9572	12.9329	24.1832	8.78979	7.48448	10.3615	9.89692	9.71157	4.19858	10.7557	8.93782	0.107107	0.30248	0.376758
Jmjd6	21.0104	19.6912	25.5759	24.6633	24.3359	30.1142	27.3601	22.1152	21.0316	21.3712	26.4553	23.6973	26.7512	23.6257	75.0083	82.6137	82.0202
1110005A03Rik	15.3828	12.9399	15.6539	16.3698	12.1105	14.305	16.8716	18.7504	22.855	16.2116	19.7114	20.2032	21.336	17.4826	4.81826	4.55215	3.83228
Srsf2	92.4955	92.703	121.602	88.2481	100.615	96.5922	111.006	124.118	119.422	132.221	116.861	115.699	118.475	110.713	71.1014	99.2487	106.844
Mfsd11	12.4632	11.8877	12.8266	13.9233	9.51008	13.2805	11.0075	12.6062	10.9487	11.9994	12.6459	12.9374	13.4781	14.0334	11.7267	10.9793	10.7562
Mgat5b	0.0359015	0.0322645	0.0067708	0.00598264	0.00565345	0.017733	0.0	0.00527476	0.0	0.00488011	0.0	0.00521118	0.0	0.0	0.0	0.00397273	0.00421458
2810008D09Rik	25.0257	34.2238	36.7741	12.8855	22.2713	32.5733	42.8121	44.5904	50.3156	40.8719	47.1396	64.2527	53.5446	26.181	11.8729	14.5391	15.2579
Sec14l1	36.1355	32.1882	29.9928	40.3007	26.2478	44.5164	39.7498	40.9804	35.4025	45.8909	46.5966	46.9328	46.668	53.6156	40.5923	35.5743	36.2305
9-Sep	86.7059	78.3511	96.3832	110.443	58.3104	72.1905	100.21	96.9845	85.2717	102.595	103.721	85.4376	97.1823	102.034	53.8259	46.5188	47.0711
2900041M22Rik	1.16483	0.395435	0.283781	0.522834	0.453539	0.475382	0.345063	0.370394	0.213304	0.326532	0.103659	0.220571	0.149006	0.279821	0.0565984	0.0690646	0.161543
Tnrc6c	7.34401	8.62183	7.08152	5.78538	6.88282	9.01804	5.9357	7.0085	5.92605	7.34747	6.54904	7.75653	7.22737	8.54653	8.56972	7.921	8.36853
Tmc6	20.1112	21.4151	19.181	13.5858	14.314	19.9898	14.2036	16.1791	13.6549	16.1836	15.0327	16.4224	16.2903	14.9676	17.1243	14.458	14.5038
Tmc8	2.5506	3.35268	2.63337	1.46724	2.2533	3.02285	2.40123	2.69852	1.7088	2.29583	1.92486	2.38797	1.49386	1.76905	3.71888	2.58381	2.77183
6030468B19Rik	0.232125	0.097652	0.0	0.108377	0.0765712	0.0803415	0.0	0.0240368	0.0230988	0.0223338	0.0224381	0.071708	0.0967011	0.0202099	0.0182982	0.0	0.0190009
Syngr2	106.095	98.8084	113.128	60.564	75.8131	105.633	101.11	117.168	106.651	117.127	99.8926	106.646	102.64	122.858	96.8113	79.1092	83.6876
Tk1	9.7604	8.11097	12.7612	12.3855	9.32047	6.67536	14.4293	18.258	17.2637	17.6081	16.6252	13.2838	16.2651	16.0927	14.3481	23.5934	27.9488
Afmid	3.00499	4.44949	7.69344	2.80466	4.56693	3.30677	5.7986	8.03117	8.64894	8.59448	5.80633	8.42142	6.05135	6.52903	7.66486	7.29988	7.66134
Birc5	23.1096	13.4982	39.4675	38.9819	21.0701	17.0717	45.5451	44.728	49.4143	48.0002	54.5974	37.7307	45.7424	52.0195	22.3009	50.8162	54.8112
Cldn27	0.0127279	0.0	0.0167988	0.0297017	0.0	0.0146755	0.0143414	0.0131277	0.0251702	0.0243345	0.0122387	0.0130049	0.0	0.0	0.0	0.0393205	0.0522103
Tha1	4.16226	6.86458	6.25702	2.59699	4.94339	4.72663	4.63253	6.65312	5.81845	5.84161	4.9934	7.41701	5.25629	5.35813	1.33266	1.0878	0.80471
Socs3	54.2351	50.0041	45.2896	73.6344	34.2392	54.8049	58.8462	53.2483	31.2414	41.6638	51.0876	38.3341	41.121	37.7437	11.1833	8.918	9.26361
Pgs1	31.8768	29.0665	30.38	34.1425	20.4216	36.5177	27.3421	27.3719	20.5367	28.1869	31.0091	23.6833	28.8041	28.9283	11.1673	15.8099	17.7476
Dnahc17	0.211813	0.256225	0.18395	0.195678	0.134809	0.262148	0.114018	0.110946	0.0851716	0.124176	0.120987	0.0950749	0.158546	0.0804743	0.0665769	0.0694546	0.0783285
Cyth1	23.3328	21.8202	18.3286	50.7013	13.9831	26.3494	15.2487	16.9196	13.356	15.0603	15.9981	14.2985	15.4877	14.4415	8.25424	7.64437	7.89689
Usp36	9.11528	11.956	9.91999	11.0424	8.42837	13.1132	8.3919	9.89255	8.01838	10.6709	10.7824	11.1638	11.9698	12.8916	5.16815	7.02536	8.1222
Timp2	211.992	123.182	190.378	373.382	115.607	132.005	213.746	212.714	223.855	227.05	237.499	191.591	217.86	245.594	261.088	257.687	267.692
BC100451	0.638612	0.755622	0.965501	1.85598	0.588227	0.642575	1.52901	1.36467	1.34235	1.2645	1.30556	0.912762	1.22797	1.18341	0.863467	0.897148	1.27677
Lgals3bp	129.888	242.115	239.198	62.421	124.897	124.93	176.146	198.615	237.632	216.605	157.499	199.193	148.731	180.869	311.742	206.28	207.315
Cant1	28.9578	33.832	49.1538	23.0324	25.8941	32.9956	35.2222	39.0638	32.7831	40.12	37.3858	38.0067	34.8842	42.7949	38.5615	32.4756	32.2238
C1qtnf1	68.7865	31.206	28.6826	23.6752	14.1769	28.4952	22.0209	21.063	21.1336	20.5472	19.8356	11.9292	13.5683	14.2775	7.3784	3.98516	3.87753
Gm11747	0.24493	0.115918	0.0866594	0.0774312	0.0234447	0.0753591	0.0466113	0.130398	0.0786562	0.0387157	0.0413228	0.0424484	0.0	0.0370206	9.78e-271	1.88e-236	0.0172209
Engase	2.74894	2.51163	2.17444	1.79112	1.90783	2.8358	1.11815	1.48754	1.18737	1.1904	1.92056	1.15772	1.47862	1.25354	0.840848	0.700524	0.610183
Rbfox3	0.0730897	0.086112	0.0924731	0.110782	0.0675842	0.0595708	0.0596256	0.0936594	0.13154	0.0440023	0.064786	0.0481278	0.0305949	0.0286364	0.0	0.0228737	0.0323673
Enpp7	0.0	0.110511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cbx2	3.73837	4.78165	4.2456	2.20439	4.02983	7.082	3.33634	3.60435	3.59446	3.86041	4.1054	3.88999	5.11832	5.57426	3.15348	3.7311	4.02624
Cbx8	5.46904	5.31232	5.71934	4.03406	4.20161	6.72403	5.82022	5.04623	5.66107	6.61084	7.77333	7.77512	7.63054	8.29087	5.17489	5.88739	6.07538
Cbx4	4.87757	5.03167	3.8933	3.33299	3.49223	4.66591	3.40632	3.99967	3.58516	4.064	3.7568	4.43646	4.4658	4.65688	3.80822	3.5762	3.68716
Tbc1d16	8.73814	8.56541	11.2919	8.23585	11.1501	9.98714	12.2275	14.7807	12.4719	16.6606	13.5294	17.8009	14.6461	18.2202	2.49361	2.26088	2.4145
Ccdc40	0.182885	0.0958627	0.304678	0.0609504	0.139211	0.215787	0.180028	0.192513	0.20134	0.211207	0.179291	0.247623	0.153078	0.258229	0.272758	0.145078	0.264833
Gaa	40.8528	33.4485	39.6317	53.7784	35.2746	36.7424	27.6849	33.5651	24.9178	34.7042	25.9285	30.5325	32.0435	35.97	69.1898	52.2075	51.9408
Eif4a3	9.96854	9.66875	13.3915	12.6258	9.32491	11.665	14.5208	16.5432	15.4049	18.2123	14.1451	13.394	14.1125	17.5852	11.9474	14.3904	16.3175
Card14	0.442809	1.78589	0.957888	0.175823	0.672654	0.553651	1.16335	0.865556	0.592131	0.898458	0.630218	0.360855	0.732898	0.472356	0.337381	0.675453	0.750849
Sgsh	5.04186	4.60473	4.60498	5.20963	3.6664	4.79506	4.70191	5.58922	4.22931	6.03829	4.54517	5.76734	4.56761	5.90671	4.1012	4.30535	4.73921
Slc26a11	4.26531	5.19846	4.22549	4.83048	3.61859	5.69307	4.29054	5.59913	4.25542	4.92251	5.21978	6.30852	5.88916	5.614	4.1943	4.01383	3.99421
Mir1932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A730011L01Rik	5.20362	5.7369	5.65772	4.4025	4.77563	6.19746	5.94222	7.60428	6.48667	7.44254	5.41593	7.03847	6.24647	6.5758	5.16509	4.30869	4.44552
Nptx1	1.53128	4.10751	4.2486	16.8872	1.13297	7.81387	23.2626	18.9346	34.6795	26.9979	34.9667	22.3229	25.4106	31.5416	0.0259735	0.145945	0.154803
Gm11762	0.0	0.0574814	0.0180628	0.0	0.0	0.0315621	0.0308715	0.0706049	0.148943	0.0523633	0.10533	0.0419811	0.0426044	0.0473512	0.0	0.0	0.0
Rptor	9.44308	10.9529	11.6552	9.96617	8.86931	11.1401	12.3061	11.9999	11.559	14.0749	12.8942	12.3739	12.2767	14.329	8.40296	8.44651	8.75996
A430071A18Rik	0.146755	0.220376	0.470319	0.0978742	0.184526	0.0967416	1.11138	1.12792	1.48814	1.08642	1.65048	1.4466	1.24313	1.62168	0.0330775	0.0484218	0.0343405
Chmp6	28.8	26.222	45.1146	22.9627	20.9245	25.1409	40.9936	45.3719	38.5677	46.6955	45.158	44.6458	38.2158	45.9369	25.0881	23.2527	24.9228
Baiap2	27.839	32.8667	46.4471	22.4332	21.329	22.9702	49.8581	55.4047	69.6781	61.1295	54.2023	60.5803	50.5996	49.7263	36.839	31.7945	33.2775
Aatk	1.48609	1.65385	1.06537	1.62894	0.480334	0.781162	0.504533	0.50815	0.349649	0.451136	0.592515	0.203869	0.419362	0.258754	0.0176821	0.0211675	0.028065
Mir338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir3065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Azi1	3.50452	4.74532	5.94123	3.17008	3.59595	4.49988	6.21477	6.99623	6.02491	7.94949	6.32861	6.90191	7.15665	8.01538	6.35833	6.01734	6.59692
2410002I01Rik	6.87113	9.79586	8.08712	4.10951	5.38384	8.64917	6.26394	7.06618	5.7051	7.0067	8.56261	7.35378	8.69553	7.57525	6.52714	6.22006	6.62839
1810043H04Rik	34.1835	28.4571	37.9997	33.0955	23.2321	27.9359	42.9552	50.5743	50.3688	46.8006	45.8324	49.6939	49.9684	42.5077	17.0478	16.8343	17.667
Slc38a10	60.3292	47.4997	57.5566	57.8823	41.5554	57.9845	38.9911	38.891	30.8178	44.0082	42.4045	34.8373	42.153	44.3546	39.986	41.1859	43.17
2810410L24Rik	0.91576	0.904146	1.17255	0.733625	0.782603	0.661936	0.801596	0.87435	0.662599	0.719046	0.894125	1.15994	1.10631	0.638398	1.14546	1.03414	0.852045
Bahcc1	2.87775	3.31333	3.78899	2.84792	2.31238	2.52816	2.48999	3.02742	2.16119	3.27128	2.9381	3.35925	3.17275	3.30264	7.61469	7.47674	7.75597
Actg1	1020.63	793.481	978.26	872.98	594.129	1110.55	1006.15	943.994	898.31	865.516	1097.18	754.977	976.804	933.42	913.494	966.878	1015.75
0610009L18Rik	2.46121	2.04938	1.62246	0.884689	1.19307	1.47641	2.04405	2.12695	1.62526	1.66419	1.6673	1.48886	2.08978	1.17336	1.03697	1.443	1.27196
Fscn2	0.0542819	0.085493	0.0358209	0.0633378	0.10459	0.0782389	0.061215	0.0280024	0.0805506	0.0259589	0.0391632	0.0554978	0.0985672	0.0586849	0.053647	0.04191	0.100182
2310003H01Rik	6.58423	6.38377	8.76537	4.86565	5.46502	6.42352	5.83707	7.24293	5.53247	7.20889	6.27285	6.54059	6.38877	7.13431	5.33799	4.9885	5.26521
Nploc4	24.1617	25.1061	30.1794	28.1906	20.1964	24.9774	29.9715	31.4283	27.0909	31.1839	30.3531	27.5335	30.2777	32.5973	21.5556	25.5716	27.4904
Tspan10	0.088655	0.25588	0.0438813	0.219802	0.280728	0.370516	0.0124662	0.0342687	0.03284	0.0105831	0.0319415	0.0226186	0.0229756	0.0	0.0	0.0	0.0181898
Pde6g	0.0579387	0.0914928	0.0764316	0.0676414	0.0318287	0.234033	0.0995446	0.090191	0.144645	0.0839164	0.252758	0.149795	0.483808	0.253226	0.100529	0.13341	0.260524
1810049H13Rik	6.00313	6.21967	6.75575	4.01266	5.07995	5.72171	8.4374	12.2957	9.61543	8.98844	8.76341	10.9687	8.91273	9.96436	6.70013	4.4062	5.6683
Ccdc137	9.33139	11.8566	12.1579	7.77399	9.41333	11.8624	10.6923	11.3427	11.6907	12.0883	12.8856	14.8029	14.1467	14.5294	7.81763	9.85239	10.0228
Arl16	5.26513	5.71953	5.43864	6.02925	3.70682	4.9323	8.18122	8.02327	9.30012	8.30054	8.23979	8.34822	8.12692	8.90781	5.38803	5.6693	5.62433
Hgs	27.5418	36.0712	35.4897	26.3343	24.0982	36.5133	34.3176	36.5019	29.1061	34.9137	34.4873	34.7895	34.9557	37.2206	47.8944	48.7484	51.1095
Mrpl12	55.648	57.9471	90.5225	66.4177	64.3124	66.4253	95.6125	117.441	94.2315	116.485	108.134	112.353	102.493	119.549	39.7186	42.2014	48.0618
Slc25a10	11.0904	22.3093	20.1984	10.1127	10.5203	13.2697	17.2174	22.2132	17.1408	19.838	15.6763	21.5182	16.9676	19.0577	21.9267	17.3004	17.876
Gcgr	0.465579	0.250581	0.252063	0.0278528	0.749245	0.0825702	0.0537536	0.123072	0.0235927	0.0114046	0.0458904	0.121886	0.0123772	0.072182	0.0377672	0.0184425	0.019588
Fam195b	64.613	49.1446	54.8796	67.5275	39.0282	67.633	47.1227	60.7742	51.6141	56.2343	47.993	52.3028	52.4987	61.1289	17.0625	13.3165	13.5805
Ppp1r27	0.0699577	0.110586	0.0461348	0.0408452	0.0383998	0.0	2.86211	3.92947	0.0	2.67818	0.0680265	0.145347	4.94047	2.51768	0.329684	0.13393	0.199923
P4hb	485.284	466.936	640.644	595.852	398.726	474.291	626.968	629.429	561.998	623.905	585.778	584.917	576.538	666.65	905.873	824.689	796.153
Arhgdia	198.269	174.109	228.378	201.044	160.933	193.102	199.228	214.434	176.125	220.815	212.46	190.289	205.341	232.412	222.104	231.398	259.648
Alyref	34.4043	29.7893	41.6486	46.0689	29.1743	35.858	41.2421	40.678	41.5828	38.9139	46.7244	39.9285	45.8588	42.5059	15.405	30.8152	35.1095
Anapc11	12.9997	11.4314	13.4294	13.6034	9.05471	12.5343	13.7827	15.5339	14.1494	15.128	15.483	14.8013	16.042	16.973	12.4208	13.4324	15.0239
Npb	0.168719	0.237939	3.11336	0.328609	0.123127	0.195025	1.32502	2.00522	2.11322	3.31417	1.82433	3.38414	2.0765	2.05437	0.482759	0.384505	0.182857
Pcyt2	18.9569	25.1182	30.2557	10.2279	13.9906	16.8258	23.5389	27.3002	23.9576	26.9036	22.1201	30.3554	24.9613	22.4607	23.1023	18.1941	20.3921
Sirt7	24.5425	25.7409	27.1514	12.613	13.7579	22.3207	20.6524	24.1574	21.8946	21.9091	20.9237	25.3198	22.0424	18.1458	15.1363	15.0994	17.0826
Mafg	25.046	31.4382	33.9075	22.9056	20.9683	31.1177	26.3664	27.1669	22.0761	25.363	26.3405	27.0656	26.7459	24.6628	33.9906	34.0869	35.1252
Pycr1	2.865	2.87695	1.72458	6.46024	2.82025	2.34254	2.5866	2.51677	2.71872	3.26905	3.0703	2.62088	3.23496	2.99436	2.43275	2.70777	2.9115
Myadml2	0.194307	0.245106	0.0388761	0.117738	0.1095	0.0509304	0.364342	0.556502	0.0670274	0.712117	0.0216596	0.0450437	0.579998	0.271298	0.0	0.00759082	0.0183522
Notum	3.51933	1.08432	1.7232	0.715261	0.712689	0.968615	1.2391	0.55005	0.807588	0.563859	0.829067	0.393991	0.941615	0.441175	2.20959	1.9563	1.84468
Aspscr1	25.552	25.276	27.1797	22.9943	17.9797	24.4991	28.9921	32.9266	30.0961	31.2113	30.661	32.0409	31.906	28.2708	18.5194	18.0212	18.2073
Stra13	47.0053	33.5705	43.5077	41.315	32.0924	40.0669	37.9852	45.6158	34.9606	34.0608	41.3202	45.7281	39.1819	38.2613	19.2562	16.8014	20.1863
Lrrc45	12.1051	18.0541	17.6127	9.36632	10.81	15.1233	15.912	16.5671	16.5974	18.3697	14.8442	19.7065	18.6035	16.9899	13.1133	11.034	11.3667
Rac3	6.1281	9.25254	14.5274	7.58642	9.54588	7.71279	6.89894	10.3358	4.92007	5.8068	7.56165	11.784	5.97132	7.45745	5.39797	3.05332	2.75517
Dcxr	15.8914	19.6988	18.4941	11.1049	8.5603	13.2578	8.10881	13.4903	8.7434	9.4621	8.75318	11.9907	6.96095	10.4396	13.3963	6.1184	6.0701
Cbr2	30.1663	25.235	13.1867	121.423	16.1818	13.5241	8.05505	31.975	10.9592	20.8586	13.9762	13.0802	12.5763	16.4797	0.878618	0.38101	0.304166
Rfng	11.8078	11.2388	11.2056	10.7303	8.22345	9.55152	9.45017	11.237	9.57254	10.9347	9.54898	10.1897	10.3517	10.506	8.26111	7.75243	8.09375
Gps1	13.5174	12.0723	15.2944	13.5582	9.94339	12.6742	12.4959	13.6334	13.0564	13.6481	15.5336	12.4714	16.0912	14.0579	7.30622	9.00549	10.3548
Dus1l	14.8749	17.0888	20.7511	15.1955	11.4082	15.3314	21.0775	23.9973	21.3492	25.0859	19.8345	20.999	20.1334	21.1904	11.7662	12.4146	13.711
Fasn	24.5295	27.5399	31.0829	21.7128	20.4097	25.3318	24.2659	27.2085	20.7655	28.2579	30.7819	28.7232	32.0289	35.4604	15.62	19.359	21.7043
Ccdc57	1.00876	1.30818	1.80417	0.447923	1.09739	1.05017	0.808952	1.34605	0.884704	1.28294	0.773585	1.20472	0.767764	0.95789	2.00085	1.83902	1.81243
Slc16a3	34.0346	10.8548	60.9591	24.2261	30.9134	22.4282	33.1861	18.6738	11.9809	11.3271	27.7327	14.6306	14.8591	14.4648	149.767	139.5	141.73
Csnk1d	57.8195	65.4675	66.516	56.3852	53.2523	71.3734	67.2815	73.5689	62.8629	75.5675	69.5586	71.1362	69.6118	81.0324	67.0992	67.8345	69.6616
Cd7	0.775517	1.86097	0.319749	1.2447	1.30557	1.9014	0.303881	0.451894	1.59266	0.909955	0.234384	0.724259	0.530251	0.422298	0.0	0.0	0.0793339
Sectm1b	0.116986	8.21424	0.488988	0.0227473	0.322178	0.123625	0.887112	0.431881	1.56841	0.595352	0.346325	0.496956	0.14141	0.176602	0.0308678	0.0301517	0.0480187
Sectm1a	3.3012	1.43562	1.05561	1.15392	0.656396	1.12363	0.443235	1.09571	3.51246	1.89282	0.475878	1.16057	0.679294	0.616724	0.0804621	0.0336717	0.0238525
Tex19.2	0.0223772	0.0704588	0.0738397	0.0	0.0	0.0128996	0.0125876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00864643	0.0
Tex19.1	0.040164	0.238966	1.37824	0.0	0.0	0.0308744	0.0150952	0.0	0.0264862	0.0128035	0.0257554	0.0	0.0416721	0.0	0.0	0.031012	0.0549104
Uts2r	0.0	0.0	0.0	0.0	0.0	0.0	0.0309125	0.0141396	0.0	0.0131081	0.0131836	0.0	0.0142202	0.0237069	0.0	0.0	0.0
1110031I02Rik	6.932	6.14298	9.66473	5.37922	6.70519	8.3149	11.2	10.9424	12.1678	13.1364	9.94498	11.4742	9.45318	12.42	4.86089	5.57244	5.14951
BC017643	40.0516	36.6558	32.6176	27.9107	29.6525	52.6017	27.6476	27.9843	27.8561	27.2898	36.0209	33.7741	35.1221	34.1016	21.4504	23.2969	22.625
Hexdc	5.41907	5.36873	7.28695	4.01142	5.1532	5.20039	7.98202	10.763	11.0948	10.7195	8.3998	12.971	10.2445	9.06787	5.89099	5.36002	5.28137
Narf	12.1016	10.983	16.9474	6.88247	11.0468	14.924	20.4619	17.2367	16.2521	16.0278	19.0619	19.7682	17.6864	18.2813	20.8594	18.8262	17.7908
Foxk2	15.8765	14.5399	17.0861	18.0403	12.3733	21.3464	17.4429	16.3972	14.3166	17.9841	21.7978	17.3771	22.0427	21.4673	9.02923	13.6278	15.522
Wdr45l	32.4427	27.612	36.2891	41.5381	26.948	34.141	44.4899	44.1321	43.0413	41.1447	46.9398	44.7376	45.0335	44.7094	28.0319	34.6185	33.6475
Rab40b	2.08127	0.871346	1.09552	1.45993	0.66847	0.98559	1.10239	1.29038	0.649093	1.25508	1.09575	0.670713	0.925111	0.910014	0.0195969	0.0287078	0.0406575
Fn3krp	5.46796	5.14619	4.74187	2.95259	4.61622	5.32727	2.86007	3.09784	3.8952	2.74075	3.5823	3.26332	4.0056	3.23894	3.8972	3.85873	3.90325
Fn3k	0.382782	0.499103	0.172546	0.0294502	0.484291	0.0792643	0.0931469	0.287925	0.0560797	0.270998	0.242178	0.393515	0.47041	0.166266	0.595233	0.268469	0.308523
Tbcd	17.8909	14.8722	21.5961	16.596	13.5187	18.6958	19.7744	20.5264	17.5541	19.5836	19.7915	18.3448	18.0417	18.5219	9.91398	10.603	11.5288
B3gntl1	3.8498	4.92332	4.4864	2.71001	4.70823	3.91993	5.33591	5.54143	5.66284	6.22404	4.79609	5.68819	5.128	5.6783	4.5779	4.10568	4.34959
Zfp750	0.695651	0.951321	0.17106	0.572834	0.578736	1.24205	0.00763951	0.147393	0.396454	0.0	0.00653864	0.00693829	0.0	0.0	0.0	0.0211175	0.0
Metrnl	17.4243	10.3043	7.55422	18.0102	7.8736	12.6158	10.0768	9.03162	6.72707	7.67885	12.3528	7.87828	9.49255	8.57863	5.1525	5.49911	6.39242
Ptchd3	0.0136714	0.0	0.0	0.0	0.0	0.0	0.0765712	0.0844176	0.01347	0.0195332	0.104858	0.0208627	0.0070746	0.017655	0.0	0.00529143	0.0
1700012B15Rik	5.30304	5.02082	5.00518	5.79975	5.54428	5.44477	4.3734	5.42324	4.38701	4.54458	3.35104	4.37163	4.06436	3.49934	2.23885	2.65465	3.30266
Rab10	66.0142	63.576	74.5081	71.1995	66.0471	67.5579	66.8409	64.286	62.3874	68.2438	67.6751	63.3022	71.9427	66.5205	49.9311	53.2011	52.4831
Kif3c	7.46294	8.19304	7.8067	6.89851	6.491	8.70782	4.44981	3.66903	3.18196	3.87749	4.58862	3.78116	5.67084	5.15137	6.19305	6.93789	7.11312
1110002L01Rik	1.79215	2.3715	3.8113	1.47466	3.40563	3.78822	1.51302	1.59717	2.04613	1.59496	2.17591	1.99436	2.35677	2.09161	4.11331	4.37565	4.64298
Asxl2	8.76664	10.1683	13.052	6.6569	11.8629	10.1556	8.49478	9.03363	8.02247	8.48654	7.90877	9.36344	8.25997	8.61502	13.9361	13.3362	12.618
Dtnb	12.1912	19.8458	18.02	8.72663	15.5	18.897	20.8868	19.4453	14.6236	17.361	18.3662	17.5075	16.9918	17.3223	17.2582	18.1723	19.4347
Dnmt3a	12.317	11.8733	9.87382	7.0102	11.1117	15.9824	7.56938	6.95564	6.06551	7.14149	9.0145	8.47417	9.40032	9.75946	9.57612	8.41778	8.11388
Gm10485	0.0692484	0.0	0.0	0.0	0.0190512	0.0998321	0.0	0.0178869	0.0	0.066385	0.03337	0.0177489	0.0	0.0450348	0.0683592	0.120124	0.0709451
Pomc	0.503975	0.185577	0.232719	0.323562	0.138501	0.348904	0.0287523	0.104453	0.150634	0.0728237	0.0487648	0.129932	0.078792	0.087877	0.0	0.0774753	0.10309
Efr3b	1.26705	0.853261	0.433368	1.25966	0.937383	1.09322	0.278463	0.350854	0.245269	0.346302	0.276451	0.219828	0.474965	0.448243	0.20308	0.409653	0.391279
Dnajc27	2.70132	2.06361	2.84203	3.01657	2.57135	1.87538	1.50962	2.01926	2.00481	2.11351	1.51864	1.42803	1.89242	1.78318	1.08548	1.58214	1.3828
Adcy3	9.52476	4.70009	6.54358	9.24364	5.88505	5.06987	10.6931	10.8507	9.92858	12.5662	9.73462	9.83556	11.0605	10.6935	3.32992	3.06799	3.12297
2410017P09Rik	5.24861	4.37851	4.73562	5.53346	4.2027	4.91872	3.70091	3.67454	3.2568	3.69009	3.97289	3.33719	3.69567	3.83569	3.28599	4.23436	4.56784
Cenpo	3.23726	3.31241	3.93638	2.99282	3.62272	3.26428	3.00556	3.24028	3.96988	3.08097	3.23916	3.39462	3.51664	2.99858	3.32239	4.19076	4.20249
Ncoa1	4.72452	4.51045	5.73575	5.49701	5.18684	5.45451	3.60146	5.09531	3.32778	4.53848	4.36222	4.74817	3.80776	4.63396	5.39204	4.88889	4.69503
Itsn2	25.0175	22.791	21.2496	18.9688	20.9195	30.9451	16.4838	14.9174	13.3239	15.5103	16.82	16.6135	15.3506	16.3249	19.3037	22.2125	21.8553
4930417G10Rik	0.0710053	0.0584029	0.041581	0.0	0.112789	0.0726084	0.0088308	0.0162189	0.0546471	0.0547786	0.0	0.0241832	0.0326171	0.00678373	0.0623673	0.12796	0.0646667
A830093I24Rik	0.185255	0.170031	0.101894	0.126068	0.119078	0.106771	0.129812	0.103303	0.136967	0.0882762	0.103652	0.0471475	0.0719227	0.0598446	0.140622	0.161274	0.152149
Pfn4	0.111143	0.0194662	0.0488882	0.172943	0.16305	0.064096	0.10497	0.191475	0.275707	0.106626	0.0535908	0.0570247	0.0577718	0.0643024	0.394827	0.442514	0.500879
Gm6682	148.934	94.477	139.119	218.664	107.451	99.9185	125.694	117.973	120.557	120.897	137.14	96.5514	138.478	125.812	84.6737	127.636	151.569
0610009D07Rik	66.7073	49.7462	78.5542	64.4197	74.6079	56.1951	86.9454	91.5538	117.534	81.5998	79.0416	106.345	82.017	68.6605	48.0863	54.1252	50.184
Fkbp1b	10.4185	5.15248	8.17835	5.98978	4.09388	5.86071	4.25353	5.22454	4.23205	3.69036	4.81577	3.54786	3.7204	3.49911	2.64631	2.44843	2.49299
BC068281	3.04899	3.61465	2.83953	1.64014	3.60741	3.36259	2.4607	2.26514	2.38091	2.42896	2.63895	3.20525	3.77447	2.88282	5.9386	5.40024	5.66704
Mfsd2b	0.312097	0.617498	0.402629	0.182041	0.586248	0.572311	0.214582	0.299317	0.279588	0.20272	0.272052	0.411396	0.278985	0.189338	0.241634	0.290977	0.262184
Ubxn2a	17.4348	18.317	21.1059	9.97147	18.0435	20.4529	14.8912	14.9395	13.5319	14.8083	15.4261	17.2719	15.284	14.6609	17.1278	19.8375	18.7437
Atad2b	6.37712	6.43276	5.77473	4.33448	6.36478	7.71046	3.8727	4.1554	4.2675	4.1781	4.26545	4.9391	4.54406	4.69243	4.60011	4.51217	4.30331
Klhl29	0.666746	0.621181	0.297454	1.38374	0.402827	0.617485	0.166477	0.231523	0.158618	0.373222	0.128187	0.0772168	0.147877	0.175157	0.0144898	0.0212413	0.035041
