hsa	rno	isohsa	isorno	exoniden
ENSG00000102678	ENSRNOG00000011471	ENST00000382353	ENSRNOT00000015367	hsa0000190684-rno0000182992|0.95;hsa0000190685-rno0000182994|0.96;hsa0000190686-rno0000182996|0.91
ENSG00000102738	ENSRNOG00000011839	ENST00000323563	ENSRNOT00000111625	hsa0000192050-rno0000201689|0.63;hsa0000192051-rno0000201691|0.71;hsa0000192052-rno0000201692|0.81;hsa0000192053-rno0000201693|0.72;hsa0000192054-rno0000201694|0.73;hsa0000192055-rno0000201695|0.84;hsa0000192056-rno0000201696|0.85
ENSG00000102738	ENSRNOG00000011839	ENST00000323563	ENSRNOT00000015790	hsa0000192050-rno0000201689|0.61;hsa0000192051-rno0000201691|0.71;hsa0000192052-rno0000201692|0.81;hsa0000192053-rno0000201693|0.72;hsa0000192054-rno0000201694|0.73;hsa0000192055-rno0000201695|0.84;hsa0000192056-rno0000201696|0.85
ENSG00000102743	ENSRNOG00000011881	ENST00000707033	ENSRNOT00000050637	hsa0000192057-rno0000201787|0.85;hsa0000192059-rno0000201789|0.87;hsa0000192061-rno0000201790|0.83;hsa0000192063-rno0000201791|0.88;hsa0000192064-rno0000201792|0.81;hsa0000192065-rno0000201794|0.88
ENSG00000102743	ENSRNOG00000011881	ENST00000338625	ENSRNOT00000050637	hsa0000192057-rno0000201787|0.85;hsa0000192059-rno0000201789|0.87;hsa0000192061-rno0000201790|0.83;hsa0000192063-rno0000201791|0.88;hsa0000192064-rno0000201792|0.81;hsa0000192065-rno0000201794|0.88
ENSG00000102760	ENSRNOG00000042960	ENST00000379359	ENSRNOT00000068216	hsa0000189861-rno0000180006|0.88;hsa0000189862-rno0000180008|0.94;hsa0000189863-rno0000180009|0.81;hsa0000189864-rno0000180010|0.86;hsa0000189865-rno0000180012|1.0
ENSG00000102781	ENSRNOG00000047618	ENST00000380615	ENSRNOT00000077328	hsa0000192927-rno0000228879|0.83;hsa0000192928-rno0000228880|0.86;hsa0000192931-rno0000228881|0.85;hsa0000192932-rno0000228882|0.85;hsa0000192933-rno0000228883|0.94;hsa0000192934-rno0000228884|0.86;hsa0000192935-rno0000228885|0.84;hsa0000192936-rno0000228886|0.83;hsa0000192937-rno0000228887|0.78;hsa0000192938-rno0000228888|0.82
ENSG00000102781	ENSRNOG00000047618	ENST00000380617	ENSRNOT00000077328	hsa0000192927-rno0000228879|0.83;hsa0000192928-rno0000228880|0.86;hsa0000192931-rno0000228881|0.85;hsa0000192932-rno0000228882|0.85;hsa0000192933-rno0000228883|0.94;hsa0000192934-rno0000228884|0.86;hsa0000192935-rno0000228885|0.84;hsa0000192936-rno0000228886|0.83;hsa0000192937-rno0000228887|0.78;hsa0000192938-rno0000228888|0.82
ENSG00000102879	ENSRNOG00000019430	ENST00000219150	ENSRNOT00000026496	hsa0000221447-rno0000028455|0.92;hsa0000221448-rno0000028456|0.9;hsa0000221450-rno0000028457|0.9;hsa0000221453-rno0000028458|0.88;hsa0000221455-rno0000028459|0.88;hsa0000221456-rno0000028460|0.92;hsa0000221457-rno0000028461|0.89;hsa0000221458-rno0000028462|0.86;hsa0000221459-rno0000028463|0.87;hsa0000221460-rno0000028464|0.82
ENSG00000102879	ENSRNOG00000019430	ENST00000570045	ENSRNOT00000026496	hsa0000221447-rno0000028455|0.92;hsa0000221448-rno0000028456|0.9;hsa0000221450-rno0000028457|0.9;hsa0000221453-rno0000028458|0.88;hsa0000221455-rno0000028459|0.88;hsa0000221456-rno0000028460|0.92;hsa0000221457-rno0000028461|0.89;hsa0000221458-rno0000028462|0.86;hsa0000221459-rno0000028463|0.87;hsa0000221460-rno0000028464|0.82
ENSG00000102879	ENSRNOG00000019430	ENST00000565497	ENSRNOT00000106786	hsa0000221447-rno0000028455|0.92;hsa0000221448-rno0000028456|0.9;hsa0000221450-rno0000028457|0.9;hsa0000221453-rno0000028458|0.88;hsa0000221455-rno0000028459|0.88;hsa0000221456-rno0000028460|0.92;hsa0000221457-rno0000028461|0.89;hsa0000221458-rno0000028462|0.86;hsa0000221460-rno0000028464|0.82
ENSG00000102890	ENSRNOG00000015800	ENST00000360833	ENSRNOT00000097929	hsa0000217026-rno0000211613|0.87;hsa0000217028-rno0000211614|0.88;hsa0000217030-rno0000211615|0.84;hsa0000217032-rno0000211617|0.79;hsa0000217034-rno0000211618|0.81;hsa0000217035-rno0000211619|0.86;hsa0000217036-rno0000211620|0.9;hsa0000217037-rno0000211621|0.84;hsa0000217038-rno0000211622|0.89;hsa0000217039-rno0000211623|0.82;hsa0000217040-rno0000211624|0.83;hsa0000217041-rno0000211625|0.9;hsa0000217042-rno0000211626|0.9;hsa0000217043-rno0000211627|0.84;hsa0000217044-rno0000211628|0.9;hsa0000217045-rno0000211629|0.76;hsa0000217046-rno0000211630|0.93;hsa0000217047-rno0000211631|0.93;hsa0000217048-rno0000211632|0.85
ENSG00000102890	ENSRNOG00000015800	ENST00000393997	ENSRNOT00000021362	hsa0000217026-rno0000211613|0.87;hsa0000217028-rno0000211614|0.88;hsa0000217030-rno0000211615|0.84;hsa0000217031-rno0000211616|0.92;hsa0000217032-rno0000211617|0.79;hsa0000217034-rno0000211618|0.81;hsa0000217035-rno0000211619|0.86;hsa0000217036-rno0000211620|0.9;hsa0000217037-rno0000211621|0.84;hsa0000217038-rno0000211622|0.89;hsa0000217039-rno0000211623|0.82;hsa0000217040-rno0000211624|0.83;hsa0000217041-rno0000211625|0.9;hsa0000217042-rno0000211626|0.9;hsa0000217043-rno0000211627|0.84;hsa0000217044-rno0000211628|0.9;hsa0000217045-rno0000211629|0.76;hsa0000217046-rno0000211630|0.93;hsa0000217047-rno0000211631|0.93;hsa0000217048-rno0000211632|0.85
ENSG00000102898	ENSRNOG00000018945	ENST00000219169	ENSRNOT00000025608	hsa0000222683-rno0000212598|0.95;hsa0000222684-rno0000212599|0.85;hsa0000222692-rno0000212602|0.93
ENSG00000102898	ENSRNOG00000018945	ENST00000219169	ENSRNOT00000101055	hsa0000222683-rno0000212598|0.95;hsa0000222684-rno0000212599|0.92;hsa0000222692-rno0000212602|0.93
ENSG00000102898	ENSRNOG00000018945	ENST00000700613	ENSRNOT00000025608	hsa0000222683-rno0000212598|0.95;hsa0000222684-rno0000212599|0.85;hsa0000222692-rno0000212602|0.93
ENSG00000102898	ENSRNOG00000018945	ENST00000700613	ENSRNOT00000101055	hsa0000222683-rno0000212598|0.95;hsa0000222684-rno0000212599|0.92;hsa0000222692-rno0000212602|0.93
ENSG00000102898	ENSRNOG00000018945	ENST00000569436	ENSRNOT00000025608	hsa0000222683-rno0000212598|0.95;hsa0000222684-rno0000212599|0.85;hsa0000222692-rno0000212602|0.93
ENSG00000102898	ENSRNOG00000018945	ENST00000569436	ENSRNOT00000101055	hsa0000222683-rno0000212598|0.95;hsa0000222684-rno0000212599|0.92;hsa0000222692-rno0000212602|0.93
ENSG00000102898	ENSRNOG00000018945	ENST00000700614	ENSRNOT00000025608	hsa0000222683-rno0000212598|0.95;hsa0000222684-rno0000212599|0.85;hsa0000222692-rno0000212602|0.93
ENSG00000102898	ENSRNOG00000018945	ENST00000700614	ENSRNOT00000101055	hsa0000222683-rno0000212598|0.95;hsa0000222684-rno0000212599|0.92;hsa0000222692-rno0000212602|0.93
ENSG00000102898	ENSRNOG00000018945	ENST00000568396	ENSRNOT00000025608	hsa0000222683-rno0000212598|0.95;hsa0000222684-rno0000212599|0.85;hsa0000222692-rno0000212602|0.93
ENSG00000102898	ENSRNOG00000018945	ENST00000568396	ENSRNOT00000101055	hsa0000222683-rno0000212598|0.95;hsa0000222684-rno0000212599|0.92;hsa0000222692-rno0000212602|0.93
ENSG00000102900	ENSRNOG00000018564	ENST00000308159	ENSRNOT00000025086	hsa0000213157-rno0000215782|0.92;hsa0000213159-rno0000215783|0.92;hsa0000213160-rno0000215784|0.94;hsa0000213163-rno0000215785|0.87;hsa0000213168-rno0000215788|0.84;hsa0000213169-rno0000215789|0.86;hsa0000213172-rno0000215791|0.89;hsa0000213174-rno0000215792|0.88;hsa0000213175-rno0000215793|0.91;hsa0000213176-rno0000215794|0.86;hsa0000213178-rno0000215795|0.88;hsa0000213179-rno0000215796|0.93;hsa0000213180-rno0000215797|0.9;hsa0000213181-rno0000215798|0.96;hsa0000213182-rno0000215799|0.96;hsa0000213183-rno0000215800|0.95;hsa0000213185-rno0000215801|0.88;hsa0000213187-rno0000215802|0.89;hsa0000213190-rno0000215803|0.89;hsa0000213192-rno0000215804|0.91;hsa0000213194-rno0000215806|0.91
ENSG00000102900	ENSRNOG00000018564	ENST00000308159	ENSRNOT00000108218	hsa0000213157-rno0000215781|0.69;hsa0000213159-rno0000215783|0.92;hsa0000213160-rno0000215784|0.94;hsa0000213163-rno0000215785|0.87;hsa0000213168-rno0000215788|0.84;hsa0000213169-rno0000215789|0.86;hsa0000213172-rno0000215791|0.89;hsa0000213174-rno0000215792|0.88;hsa0000213175-rno0000215793|0.91;hsa0000213176-rno0000215794|0.86;hsa0000213178-rno0000215795|0.88;hsa0000213179-rno0000215796|0.93;hsa0000213180-rno0000215797|0.9;hsa0000213181-rno0000215798|0.96;hsa0000213182-rno0000215799|0.96;hsa0000213183-rno0000215800|0.95;hsa0000213185-rno0000215801|0.88;hsa0000213187-rno0000215802|0.89;hsa0000213190-rno0000215803|0.89;hsa0000213192-rno0000215804|0.91;hsa0000213194-rno0000215806|0.91
ENSG00000102900	ENSRNOG00000018564	ENST00000564887	ENSRNOT00000116116	hsa0000213166-rno0000215786|0.87;hsa0000213168-rno0000215788|0.84;hsa0000213169-rno0000215789|0.86;hsa0000213172-rno0000215791|0.89;hsa0000213174-rno0000215792|0.88;hsa0000213175-rno0000215793|0.91;hsa0000213176-rno0000215794|0.86;hsa0000213178-rno0000215795|0.88;hsa0000213179-rno0000215796|0.93;hsa0000213180-rno0000215797|0.9;hsa0000213181-rno0000215798|0.96;hsa0000213182-rno0000215799|0.96;hsa0000213183-rno0000215800|0.95;hsa0000213185-rno0000215801|0.88;hsa0000213187-rno0000215802|0.89;hsa0000213190-rno0000215803|0.89;hsa0000213192-rno0000215804|0.91;hsa0000213194-rno0000215805|0.82
ENSG00000102900	ENSRNOG00000018564	ENST00000542526	ENSRNOT00000116116	hsa0000213166-rno0000215786|0.87;hsa0000213168-rno0000215788|0.84;hsa0000213169-rno0000215789|0.86;hsa0000213172-rno0000215791|0.89;hsa0000213174-rno0000215792|0.88;hsa0000213175-rno0000215793|0.91;hsa0000213176-rno0000215794|0.86;hsa0000213178-rno0000215795|0.88;hsa0000213179-rno0000215796|0.93;hsa0000213180-rno0000215797|0.9;hsa0000213181-rno0000215798|0.96;hsa0000213182-rno0000215799|0.96;hsa0000213183-rno0000215800|0.95;hsa0000213185-rno0000215801|0.88;hsa0000213187-rno0000215802|0.89;hsa0000213190-rno0000215803|0.89;hsa0000213192-rno0000215804|0.91;hsa0000213194-rno0000215805|0.82
ENSG00000102908	ENSRNOG00000011879	ENST00000349945	ENSRNOT00000017005	hsa0000222552-rno0000211420|0.99;hsa0000222555-rno0000211421|1.0;hsa0000222556-rno0000211422|0.96;hsa0000222560-rno0000211425|0.99;hsa0000222562-rno0000211426|0.9;hsa0000222563-rno0000211427|0.87;hsa0000222564-rno0000211428|0.87;hsa0000222566-rno0000211429|0.95;hsa0000222567-rno0000211430|0.91;hsa0000222568-rno0000211431|0.93;hsa0000222569-rno0000211432|0.9;hsa0000222571-rno0000211433|0.88;hsa0000222572-rno0000211434|0.86;hsa0000222574-rno0000211435|0.86
ENSG00000102908	ENSRNOG00000011879	ENST00000354436	ENSRNOT00000094607	hsa0000222552-rno0000211420|0.99;hsa0000222556-rno0000211422|0.96;hsa0000222560-rno0000211425|0.99;hsa0000222562-rno0000211426|0.9;hsa0000222563-rno0000211427|0.87;hsa0000222564-rno0000211428|0.87;hsa0000222566-rno0000211429|0.95;hsa0000222567-rno0000211430|0.91;hsa0000222568-rno0000211431|0.93;hsa0000222569-rno0000211432|0.9;hsa0000222571-rno0000211433|0.88;hsa0000222572-rno0000211434|0.86;hsa0000222574-rno0000211435|0.86
ENSG00000102908	ENSRNOG00000011879	ENST00000567239	ENSRNOT00000017005	hsa0000222552-rno0000211420|0.99;hsa0000222555-rno0000211421|1.0;hsa0000222556-rno0000211422|0.96;hsa0000222560-rno0000211425|0.99;hsa0000222562-rno0000211426|0.9;hsa0000222563-rno0000211427|0.87;hsa0000222564-rno0000211428|0.87;hsa0000222566-rno0000211429|0.95;hsa0000222567-rno0000211430|0.91;hsa0000222568-rno0000211431|0.93;hsa0000222570-rno0000211432|0.94;hsa0000222571-rno0000211433|0.88;hsa0000222572-rno0000211434|0.86;hsa0000222574-rno0000211435|0.86
ENSG00000102924	ENSRNOG00000000010	ENST00000219197	ENSRNOT00000000011	hsa0000223959-rno0000210982|0.95;hsa0000223961-rno0000210983|0.95;hsa0000223962-rno0000210984|0.91
ENSG00000102934	ENSRNOG00000016558	ENST00000219207	ENSRNOT00000022277	hsa0000223090-rno0000214695|0.84;hsa0000223091-rno0000214696|0.89;hsa0000223093-rno0000214697|0.78;hsa0000223095-rno0000214698|0.88
ENSG00000103005	ENSRNOG00000013216	ENST00000219281	ENSRNOT00000017960	hsa0000222230-rno0000210306|0.77;hsa0000222234-rno0000210307|0.83;hsa0000222241-rno0000210308|0.82;hsa0000222246-rno0000210309|0.93;hsa0000222248-rno0000210310|0.92;hsa0000222249-rno0000210311|0.86;hsa0000222251-rno0000210312|0.85
ENSG00000103018	ENSRNOG00000011142	ENST00000307892	ENSRNOT00000099870	hsa0000220469-rno0000214072|0.73;hsa0000220472-rno0000214073|0.9;hsa0000220474-rno0000214075|0.8;hsa0000220477-rno0000214077|0.86;hsa0000220480-rno0000214078|0.79
ENSG00000103018	ENSRNOG00000011142	ENST00000561792	ENSRNOT00000086435	hsa0000220469-rno0000214072|0.73;hsa0000220472-rno0000214074|0.82;hsa0000220477-rno0000214077|0.86;hsa0000220480-rno0000214078|0.79
ENSG00000103042	ENSRNOG00000012007	ENST00000570101	ENSRNOT00000061498	hsa0000218220-rno0000215178|0.84;hsa0000218225-rno0000215179|0.91;hsa0000218227-rno0000215180|0.92;hsa0000218228-rno0000215181|0.85;hsa0000218230-rno0000215182|0.93;hsa0000218233-rno0000215183|0.89;hsa0000218235-rno0000215184|0.91;hsa0000218236-rno0000215185|0.88;hsa0000218237-rno0000215186|0.93;hsa0000218238-rno0000215187|0.87
ENSG00000103042	ENSRNOG00000012007	ENST00000219320	ENSRNOT00000061498	hsa0000218220-rno0000215178|0.84;hsa0000218225-rno0000215179|0.91;hsa0000218227-rno0000215180|0.92;hsa0000218228-rno0000215181|0.85;hsa0000218230-rno0000215182|0.93;hsa0000218233-rno0000215183|0.89;hsa0000218235-rno0000215184|0.91;hsa0000218236-rno0000215185|0.88;hsa0000218237-rno0000215186|0.93;hsa0000218238-rno0000215187|0.87
ENSG00000103043	ENSRNOG00000017219	ENST00000261776	ENSRNOT00000023383	hsa0000215899-rno0000213888|0.88;hsa0000215900-rno0000213889|0.89;hsa0000215902-rno0000213890|0.9;hsa0000215903-rno0000213891|0.92;hsa0000215905-rno0000213892|0.9;hsa0000215906-rno0000213893|0.93;hsa0000215907-rno0000213894|0.96;hsa0000215908-rno0000213895|0.9;hsa0000215909-rno0000213896|0.82;hsa0000215910-rno0000213899|0.83;hsa0000215911-rno0000213900|0.88;hsa0000215914-rno0000213901|0.88;hsa0000215917-rno0000213902|0.84;hsa0000215918-rno0000213903|0.89;hsa0000215920-rno0000213904|0.89;hsa0000215922-rno0000213905|0.94;hsa0000215924-rno0000213906|0.9;hsa0000215926-rno0000213907|0.94;hsa0000215929-rno0000213908|0.88
ENSG00000103064	ENSRNOG00000019943	ENST00000219343	ENSRNOT00000027117	hsa0000215553-rno0000213343|0.88;hsa0000215559-rno0000213344|0.92;hsa0000215561-rno0000213345|0.93;hsa0000215564-rno0000213346|0.91;hsa0000215565-rno0000213347|0.94;hsa0000215566-rno0000213348|0.9;hsa0000215567-rno0000213349|0.87;hsa0000215568-rno0000213350|0.88;hsa0000215569-rno0000213351|0.87
ENSG00000103064	ENSRNOG00000019943	ENST00000566454	ENSRNOT00000027117	hsa0000215553-rno0000213343|0.88;hsa0000215559-rno0000213344|0.92;hsa0000215561-rno0000213345|0.93;hsa0000215564-rno0000213346|0.91;hsa0000215565-rno0000213347|0.94;hsa0000215566-rno0000213348|0.9;hsa0000215567-rno0000213349|0.87;hsa0000215568-rno0000213350|0.88;hsa0000215569-rno0000213351|0.87
ENSG00000103066	ENSRNOG00000019859	ENST00000219345	ENSRNOT00000026996	hsa0000215532-rno0000211188|0.76;hsa0000215535-rno0000211189|0.87;hsa0000215537-rno0000211190|0.85;hsa0000215538-rno0000211191|0.91;hsa0000215541-rno0000211192|0.93;hsa0000215546-rno0000211193|0.85
ENSG00000103089	ENSRNOG00000018950	ENST00000219368	ENSRNOT00000025625	hsa0000213401-rno0000214186|0.88;hsa0000213403-rno0000214187|0.8;hsa0000213404-rno0000214188|0.9;hsa0000213405-rno0000214189|0.87;hsa0000213409-rno0000214190|0.8;hsa0000213410-rno0000214191|0.83;hsa0000213411-rno0000214192|0.86
ENSG00000103150	ENSRNOG00000014522	ENST00000262430	ENSRNOT00000019923	hsa0000215593-rno0000213137|0.85;hsa0000215594-rno0000213138|0.82;hsa0000215595-rno0000213139|0.85;hsa0000215598-rno0000213140|0.81;hsa0000215599-rno0000213141|0.81
ENSG00000103154	ENSRNOG00000015084	ENST00000305202	ENSRNOT00000020341	hsa0000220136-rno0000213001|0.87;hsa0000220137-rno0000213003|0.92;hsa0000220139-rno0000213004|0.83;hsa0000220141-rno0000213005|0.88;hsa0000220142-rno0000213006|0.89;hsa0000220143-rno0000213007|0.91;hsa0000220144-rno0000213008|0.69;hsa0000220145-rno0000213009|0.84;hsa0000220146-rno0000213010|0.85;hsa0000220148-rno0000213011|0.82;hsa0000220150-rno0000213012|0.81;hsa0000220151-rno0000213013|0.87;hsa0000220152-rno0000213014|0.76
ENSG00000103160	ENSRNOG00000015576	ENST00000219439	ENSRNOT00000114729	hsa0000215612-rno0000214643|0.85;hsa0000215616-rno0000214644|0.79;hsa0000215618-rno0000214645|0.82;hsa0000215619-rno0000214646|0.83
ENSG00000103257	ENSRNOG00000018824	ENST00000850914	ENSRNOT00000025784	hsa0000225500-rno0000214838|0.81;hsa0000225502-rno0000214839|0.8;hsa0000225503-rno0000214840|0.82;hsa0000225504-rno0000214841|0.87;hsa0000225506-rno0000214842|0.85;hsa0000225507-rno0000214843|0.89;hsa0000225508-rno0000214844|0.87;hsa0000225509-rno0000214845|0.88;hsa0000225510-rno0000214846|0.9;hsa0000225511-rno0000214847|0.84
ENSG00000103257	ENSRNOG00000018824	ENST00000261622	ENSRNOT00000025784	hsa0000225501-rno0000214838|0.86;hsa0000225502-rno0000214839|0.8;hsa0000225503-rno0000214840|0.82;hsa0000225504-rno0000214841|0.87;hsa0000225506-rno0000214842|0.85;hsa0000225507-rno0000214843|0.89;hsa0000225508-rno0000214844|0.87;hsa0000225509-rno0000214845|0.88;hsa0000225510-rno0000214846|0.9;hsa0000225511-rno0000214847|0.84
ENSG00000103260	ENSRNOG00000019692	ENST00000568223	ENSRNOT00000026676	hsa0000216182-rno0000158449|0.82;hsa0000216184-rno0000158452|0.8;hsa0000216188-rno0000158453|0.85;hsa0000216191-rno0000158454|0.8
ENSG00000103264	ENSRNOG00000042274	ENST00000636077	ENSRNOT00000079651	hsa0000222775-rno0000211822|0.79;hsa0000222776-rno0000211823|0.92;hsa0000222777-rno0000211824|0.87;hsa0000222778-rno0000211825|0.88;hsa0000222779-rno0000211826|0.88;hsa0000222781-rno0000211827|0.92;hsa0000222782-rno0000211828|0.95;hsa0000222783-rno0000211829|0.88;hsa0000222785-rno0000211830|0.71;hsa0000222786-rno0000211831|0.88
ENSG00000103264	ENSRNOG00000042274	ENST00000311635	ENSRNOT00000068764	hsa0000222775-rno0000211822|0.79;hsa0000222776-rno0000211823|0.92;hsa0000222778-rno0000211825|0.88;hsa0000222779-rno0000211826|0.88;hsa0000222781-rno0000211827|0.92;hsa0000222782-rno0000211828|0.95;hsa0000222783-rno0000211829|0.88;hsa0000222785-rno0000211830|0.71;hsa0000222786-rno0000211831|0.88
ENSG00000103319	ENSRNOG00000016448	ENST00000263026	ENSRNOT00000022726	hsa0000224952-rno0000019619|0.78;hsa0000224953-rno0000019620|0.87;hsa0000224954-rno0000019621|0.89;hsa0000224955-rno0000019622|0.95;hsa0000224956-rno0000019623|0.88;hsa0000224957-rno0000019624|0.88;hsa0000224958-rno0000019625|0.86;hsa0000224959-rno0000019626|0.89;hsa0000224960-rno0000019627|0.87;hsa0000224962-rno0000019628|0.82;hsa0000224963-rno0000019629|0.86;hsa0000224964-rno0000019630|0.78;hsa0000224965-rno0000019631|0.86;hsa0000224966-rno0000019632|0.87;hsa0000224967-rno0000019633|0.88;hsa0000224968-rno0000019634|0.82;hsa0000224969-rno0000019635|0.88
ENSG00000103351	ENSRNOG00000007117	ENST00000576634	ENSRNOT00000078577	hsa0000226032-rno0000149521|1.0;hsa0000226033-rno0000149522|0.9;hsa0000226035-rno0000149524|0.91;hsa0000226038-rno0000149525|0.86;hsa0000226040-rno0000149526|0.85;hsa0000226041-rno0000149527|0.9;hsa0000226043-rno0000149528|0.91;hsa0000226047-rno0000149529|0.82;hsa0000226048-rno0000149530|0.82;hsa0000226050-rno0000149531|0.86;hsa0000226051-rno0000149532|0.86;hsa0000226054-rno0000149533|0.85
ENSG00000103415	ENSRNOG00000003773	ENST00000406590	ENSRNOT00000077164	hsa0000214147-rno0000146970|0.73;hsa0000214148-rno0000146972|0.9;hsa0000214155-rno0000146974|0.84;hsa0000214158-rno0000146975|0.83;hsa0000214160-rno0000146976|0.86
ENSG00000103415	ENSRNOG00000003773	ENST00000406590	ENSRNOT00000005031	hsa0000214147-rno0000146970|0.73;hsa0000214148-rno0000146971|0.93;hsa0000214155-rno0000146973|0.9;hsa0000214158-rno0000146975|0.83;hsa0000214160-rno0000146976|0.86
ENSG00000103415	ENSRNOG00000003773	ENST00000458134	ENSRNOT00000077164	hsa0000214147-rno0000146970|0.73;hsa0000214148-rno0000146972|0.9;hsa0000214155-rno0000146974|0.84;hsa0000214158-rno0000146975|0.83;hsa0000214160-rno0000146976|0.86
ENSG00000103415	ENSRNOG00000003773	ENST00000458134	ENSRNOT00000005031	hsa0000214147-rno0000146970|0.73;hsa0000214148-rno0000146971|0.93;hsa0000214155-rno0000146973|0.9;hsa0000214158-rno0000146975|0.83;hsa0000214160-rno0000146976|0.86
ENSG00000103415	ENSRNOG00000003773	ENST00000619528	ENSRNOT00000077164	hsa0000214147-rno0000146970|0.73;hsa0000214148-rno0000146972|0.9;hsa0000214155-rno0000146974|0.84;hsa0000214158-rno0000146975|0.83;hsa0000214160-rno0000146976|0.86
ENSG00000103415	ENSRNOG00000003773	ENST00000619528	ENSRNOT00000005031	hsa0000214147-rno0000146970|0.73;hsa0000214148-rno0000146971|0.93;hsa0000214155-rno0000146973|0.9;hsa0000214158-rno0000146975|0.83;hsa0000214160-rno0000146976|0.86
ENSG00000103415	ENSRNOG00000003773	ENST00000619913	ENSRNOT00000077164	hsa0000214147-rno0000146970|0.73;hsa0000214148-rno0000146972|0.9;hsa0000214155-rno0000146974|0.84;hsa0000214158-rno0000146975|0.83;hsa0000214160-rno0000146976|0.86
ENSG00000103415	ENSRNOG00000003773	ENST00000619913	ENSRNOT00000005031	hsa0000214147-rno0000146970|0.73;hsa0000214148-rno0000146971|0.93;hsa0000214155-rno0000146973|0.9;hsa0000214158-rno0000146975|0.83;hsa0000214160-rno0000146976|0.86
ENSG00000103415	ENSRNOG00000003773	ENST00000219700	ENSRNOT00000077164	hsa0000214147-rno0000146970|0.73;hsa0000214148-rno0000146972|0.9;hsa0000214155-rno0000146974|0.84;hsa0000214158-rno0000146975|0.83;hsa0000214160-rno0000146976|0.86
ENSG00000103415	ENSRNOG00000003773	ENST00000219700	ENSRNOT00000005031	hsa0000214147-rno0000146970|0.73;hsa0000214148-rno0000146971|0.93;hsa0000214155-rno0000146973|0.9;hsa0000214158-rno0000146975|0.83;hsa0000214160-rno0000146976|0.86
ENSG00000103415	ENSRNOG00000003773	ENST00000570646	ENSRNOT00000077164	hsa0000214147-rno0000146970|0.73;hsa0000214148-rno0000146972|0.9;hsa0000214155-rno0000146974|0.84;hsa0000214158-rno0000146975|0.83;hsa0000214160-rno0000146976|0.86
ENSG00000103415	ENSRNOG00000003773	ENST00000570646	ENSRNOT00000005031	hsa0000214147-rno0000146970|0.73;hsa0000214148-rno0000146971|0.93;hsa0000214155-rno0000146973|0.9;hsa0000214158-rno0000146975|0.83;hsa0000214160-rno0000146976|0.86
ENSG00000103415	ENSRNOG00000003773	ENST00000398595	ENSRNOT00000077164	hsa0000214147-rno0000146970|0.73;hsa0000214148-rno0000146972|0.9;hsa0000214155-rno0000146974|0.84;hsa0000214158-rno0000146975|0.83;hsa0000214160-rno0000146976|0.86
ENSG00000103415	ENSRNOG00000003773	ENST00000398595	ENSRNOT00000005031	hsa0000214147-rno0000146970|0.73;hsa0000214148-rno0000146971|0.93;hsa0000214155-rno0000146973|0.9;hsa0000214158-rno0000146975|0.83;hsa0000214160-rno0000146976|0.86
ENSG00000103415	ENSRNOG00000003773	ENST00000414777	ENSRNOT00000077164	hsa0000214147-rno0000146970|0.73;hsa0000214148-rno0000146972|0.9;hsa0000214155-rno0000146974|0.84;hsa0000214158-rno0000146975|0.83;hsa0000214160-rno0000146976|0.86
ENSG00000103415	ENSRNOG00000003773	ENST00000414777	ENSRNOT00000005031	hsa0000214147-rno0000146970|0.73;hsa0000214148-rno0000146971|0.93;hsa0000214155-rno0000146973|0.9;hsa0000214158-rno0000146975|0.83;hsa0000214160-rno0000146976|0.86
ENSG00000103485	ENSRNOG00000016980	ENST00000449759	ENSRNOT00000023080	hsa0000224830-rno0000026875|0.92;hsa0000224832-rno0000026878|0.82;hsa0000224833-rno0000026879|0.83;hsa0000224834-rno0000026880|0.76
ENSG00000103485	ENSRNOG00000016980	ENST00000395384	ENSRNOT00000023080	hsa0000224830-rno0000026875|0.92;hsa0000224832-rno0000026878|0.82;hsa0000224833-rno0000026879|0.83;hsa0000224834-rno0000026880|0.76
ENSG00000103534	ENSRNOG00000036760	ENST00000219821	ENSRNOT00000055103	hsa0000224915-rno0000017204|0.74;hsa0000224916-rno0000017205|0.85;hsa0000224920-rno0000017206|0.81;hsa0000224921-rno0000017207|0.86;hsa0000224922-rno0000017208|0.86;hsa0000224923-rno0000017209|0.89;hsa0000224924-rno0000017210|0.76;hsa0000224925-rno0000017212|0.84;hsa0000224928-rno0000017214|0.89;hsa0000224929-rno0000017215|0.87;hsa0000224930-rno0000017216|0.86;hsa0000224932-rno0000017217|0.82;hsa0000224933-rno0000017218|0.89;hsa0000224935-rno0000017219|0.91;hsa0000224936-rno0000017220|0.91;hsa0000224937-rno0000017221|0.89;hsa0000224938-rno0000017222|0.77;hsa0000224939-rno0000017224|0.68
ENSG00000103569	ENSRNOG00000061883	ENST00000219919	ENSRNOT00000087980	hsa0000211376-rno0000127636|0.73;hsa0000211377-rno0000127637|0.8;hsa0000211379-rno0000127638|0.89;hsa0000211380-rno0000127639|0.8;hsa0000211381-rno0000127640|0.84;hsa0000211382-rno0000127641|0.78
