hsa	ocu
hsa0000055024	ocu0000074856
hsa0000055025	ocu0000074857
hsa0000055027	ocu0000074859
hsa0000055028	ocu0000074860
hsa0000055031	ocu0000074863
hsa0000055032	ocu0000074864
hsa0000055033	ocu0000074865
hsa0000055034	ocu0000074866
hsa0000055036	ocu0000074869
hsa0000055037	ocu0000074870
hsa0000055038	ocu0000074871
hsa0000055042	ocu0000074875
hsa0000055043	ocu0000074876
hsa0000055045	ocu0000074878
hsa0000055048	ocu0000074881
hsa0000055049	ocu0000074882
hsa0000055050	ocu0000074883
hsa0000055052	ocu0000074885
hsa0000055100	ocu0000075065
hsa0000055101	ocu0000075066
hsa0000055102	ocu0000075067
hsa0000055226	ocu0000082252
hsa0000055227	ocu0000082252
hsa0000055233	ocu0000082255
hsa0000055235	ocu0000082256
hsa0000055236	ocu0000082257
hsa0000055237	ocu0000082258
hsa0000055238	ocu0000035403
hsa0000055239	ocu0000035404
hsa0000055241	ocu0000035405
hsa0000055243	ocu0000035407
hsa0000055244	ocu0000035408
hsa0000055245	ocu0000035408
hsa0000055251	ocu0000035412
hsa0000055252	ocu0000035412
hsa0000055253	ocu0000035414
hsa0000055254	ocu0000035416
hsa0000055255	ocu0000035417
hsa0000055256	ocu0000035418
hsa0000055257	ocu0000035419
hsa0000055258	ocu0000035420
hsa0000055260	ocu0000035421
hsa0000055263	ocu0000035423
hsa0000055265	ocu0000035424
hsa0000055266	ocu0000035425
hsa0000055267	ocu0000035426
hsa0000055268	ocu0000035427
hsa0000055269	ocu0000035428
hsa0000055270	ocu0000035429
hsa0000055271	ocu0000035430
hsa0000055273	ocu0000035432
hsa0000055275	ocu0000035433
hsa0000055278	ocu0000179538
hsa0000055284	ocu0000179541
hsa0000055316	ocu0000038571
hsa0000055317	ocu0000077990
hsa0000055327	ocu0000033866
hsa0000055332	ocu0000033868
hsa0000055333	ocu0000033869
hsa0000055335	ocu0000033870
hsa0000055338	ocu0000033873
hsa0000055343	ocu0000034774
hsa0000055345	ocu0000038083
hsa0000055350	ocu0000038086
hsa0000055353	ocu0000038089
hsa0000055354	ocu0000038090
hsa0000055366	ocu0000033944
hsa0000055367	ocu0000033945
hsa0000055369	ocu0000033947
hsa0000055373	ocu0000033769
hsa0000055374	ocu0000033772
hsa0000055375	ocu0000033773
hsa0000055377	ocu0000033774
hsa0000055378	ocu0000033775
hsa0000055381	ocu0000034522
hsa0000055406	ocu0000081757
hsa0000055407	ocu0000081758
hsa0000055410	ocu0000081761
hsa0000055412	ocu0000081763
hsa0000055414	ocu0000074450
hsa0000055415	ocu0000074451
hsa0000055417	ocu0000074452
hsa0000055419	ocu0000074453
hsa0000055425	ocu0000074505
hsa0000055426	ocu0000074506
hsa0000055431	ocu0000074511
hsa0000055432	ocu0000074512
hsa0000055440	ocu0000074519
hsa0000055441	ocu0000074520
hsa0000055442	ocu0000074521
hsa0000055443	ocu0000074522
hsa0000055449	ocu0000078873
hsa0000055452	ocu0000078876
hsa0000055453	ocu0000078877
hsa0000055458	ocu0000078882
hsa0000055459	ocu0000078883
hsa0000055460	ocu0000078884
hsa0000055461	ocu0000078885
hsa0000055462	ocu0000078886
hsa0000055463	ocu0000078887
hsa0000055464	ocu0000078888
hsa0000055465	ocu0000078889
hsa0000055467	ocu0000078891
hsa0000055468	ocu0000078892
hsa0000055469	ocu0000078893
hsa0000055471	ocu0000078896
hsa0000055472	ocu0000078897
hsa0000055476	ocu0000078901
hsa0000055477	ocu0000078902
hsa0000055478	ocu0000078903
hsa0000055480	ocu0000078905
hsa0000055484	ocu0000078909
hsa0000055485	ocu0000078910
hsa0000055486	ocu0000078911
hsa0000055487	ocu0000078912
hsa0000055489	ocu0000078914
hsa0000055491	ocu0000078916
hsa0000055493	ocu0000078918
hsa0000055496	ocu0000078921
hsa0000055497	ocu0000078922
hsa0000055499	ocu0000078924
hsa0000055505	ocu0000078928
hsa0000055507	ocu0000078930
hsa0000055509	ocu0000078931
hsa0000055510	ocu0000078932
hsa0000055511	ocu0000078933
hsa0000055515	ocu0000078938
hsa0000055517	ocu0000078941
hsa0000055522	ocu0000078948
hsa0000055522	ocu0000078947
hsa0000055524	ocu0000078951
hsa0000055525	ocu0000078147
hsa0000055526	ocu0000078148
hsa0000055527	ocu0000078149
hsa0000055529	ocu0000078150
hsa0000055531	ocu0000078152
hsa0000055537	ocu0000078156
hsa0000055540	ocu0000078159
hsa0000055541	ocu0000078160
hsa0000055543	ocu0000078162
hsa0000055544	ocu0000078163
hsa0000055550	ocu0000078169
hsa0000055552	ocu0000078171
hsa0000055575	ocu0000037225
hsa0000055577	ocu0000037226
hsa0000055583	ocu0000037228
hsa0000055589	ocu0000037231
hsa0000055590	ocu0000037232
hsa0000055591	ocu0000037232
hsa0000055599	ocu0000041049
hsa0000055602	ocu0000041051
hsa0000055603	ocu0000041052
hsa0000055604	ocu0000041053
hsa0000055605	ocu0000041054
hsa0000055607	ocu0000041056
hsa0000055610	ocu0000041059
hsa0000055611	ocu0000041060
hsa0000055613	ocu0000041061
hsa0000055614	ocu0000041062
hsa0000055616	ocu0000041064
hsa0000055619	ocu0000041067
hsa0000055620	ocu0000041068
hsa0000055621	ocu0000041069
hsa0000055625	ocu0000041072
hsa0000055626	ocu0000041073
hsa0000055628	ocu0000041074
hsa0000055630	ocu0000079658
hsa0000055635	ocu0000079661
hsa0000055636	ocu0000079662
hsa0000055637	ocu0000079663
hsa0000055638	ocu0000079664
hsa0000055639	ocu0000079665
hsa0000055640	ocu0000079666
hsa0000055641	ocu0000079667
hsa0000055643	ocu0000079669
hsa0000055644	ocu0000079670
hsa0000055645	ocu0000079671
hsa0000055646	ocu0000079672
hsa0000055648	ocu0000079674
hsa0000055649	ocu0000079675
hsa0000055650	ocu0000079676
hsa0000055651	ocu0000079677
hsa0000055652	ocu0000079678
hsa0000055657	ocu0000081040
hsa0000055658	ocu0000081040
hsa0000055659	ocu0000081041
hsa0000055663	ocu0000081044
hsa0000055664	ocu0000081045
hsa0000055665	ocu0000081046
hsa0000055666	ocu0000081047
hsa0000055667	ocu0000081048
hsa0000055669	ocu0000081051
hsa0000055685	ocu0000081533
hsa0000055686	ocu0000081533
hsa0000055693	ocu0000081536
hsa0000055714	ocu0000082032
hsa0000055717	ocu0000082034
hsa0000055723	ocu0000082037
hsa0000055728	ocu0000082041
hsa0000055730	ocu0000078773
hsa0000055732	ocu0000078774
hsa0000055735	ocu0000078777
hsa0000055737	ocu0000078779
hsa0000055738	ocu0000078780
hsa0000055740	ocu0000078782
hsa0000055741	ocu0000078783
hsa0000055742	ocu0000078784
hsa0000055744	ocu0000078786
hsa0000055748	ocu0000078790
hsa0000055750	ocu0000078792
hsa0000055752	ocu0000078793
hsa0000055754	ocu0000078795
hsa0000055755	ocu0000078796
hsa0000055756	ocu0000078797
hsa0000055757	ocu0000078798
hsa0000055758	ocu0000078799
hsa0000055760	ocu0000078801
hsa0000055761	ocu0000040790
hsa0000055766	ocu0000040791
hsa0000055767	ocu0000040792
hsa0000055768	ocu0000040792
hsa0000055769	ocu0000040792
hsa0000055770	ocu0000040792
hsa0000055771	ocu0000040793
hsa0000055772	ocu0000040794
hsa0000055773	ocu0000040795
hsa0000055774	ocu0000040796
hsa0000055775	ocu0000040797
hsa0000055777	ocu0000040798
hsa0000055779	ocu0000040800
hsa0000055781	ocu0000040802
hsa0000055782	ocu0000040803
hsa0000055783	ocu0000040804
hsa0000055785	ocu0000041076
hsa0000055786	ocu0000041077
hsa0000055789	ocu0000041078
hsa0000055790	ocu0000041078
hsa0000055792	ocu0000041080
hsa0000055796	ocu0000041082
hsa0000055798	ocu0000041084
hsa0000055809	ocu0000040647
hsa0000055813	ocu0000040649
hsa0000055814	ocu0000040650
hsa0000055815	ocu0000040651
hsa0000055817	ocu0000040652
hsa0000055819	ocu0000040654
hsa0000055821	ocu0000040656
hsa0000055823	ocu0000040659
hsa0000055825	ocu0000034804
hsa0000055828	ocu0000179601
hsa0000055835	ocu0000179604
hsa0000055837	ocu0000179605
hsa0000055841	ocu0000179608
hsa0000055848	ocu0000179613
hsa0000055851	ocu0000179616
hsa0000055852	ocu0000179617
hsa0000055854	ocu0000034804
hsa0000055858	ocu0000179567
hsa0000055859	ocu0000179568
hsa0000055860	ocu0000179569
hsa0000055868	ocu0000179572
hsa0000055869	ocu0000179572
hsa0000055873	ocu0000179574
hsa0000055874	ocu0000179574
hsa0000055876	ocu0000179576
hsa0000055879	ocu0000179579
hsa0000055880	ocu0000179580
hsa0000055890	ocu0000080207
hsa0000055897	ocu0000080213
hsa0000055899	ocu0000080214
hsa0000055910	ocu0000079419
hsa0000055911	ocu0000079420
hsa0000055918	ocu0000074757
hsa0000055928	ocu0000075747
hsa0000055963	ocu0000075251
hsa0000055964	ocu0000075252
hsa0000055966	ocu0000075254
hsa0000056009	ocu0000077838
hsa0000056011	ocu0000077839
hsa0000056013	ocu0000077841
hsa0000056014	ocu0000077841
hsa0000056016	ocu0000077842
hsa0000056017	ocu0000077842
hsa0000056023	ocu0000079783
hsa0000056024	ocu0000079784
hsa0000056026	ocu0000079785
hsa0000056028	ocu0000079786
hsa0000056029	ocu0000079787
hsa0000056033	ocu0000079789
hsa0000056036	ocu0000079792
hsa0000056043	ocu0000080870
hsa0000056045	ocu0000080872
hsa0000056060	ocu0000081008
hsa0000056062	ocu0000081009
hsa0000056064	ocu0000081010
hsa0000056067	ocu0000081012
hsa0000056072	ocu0000081016
hsa0000056073	ocu0000081017
hsa0000056095	ocu0000179408
hsa0000056101	ocu0000179414
hsa0000056114	ocu0000179427
hsa0000056115	ocu0000179427
hsa0000056124	ocu0000040608
hsa0000056126	ocu0000040609
hsa0000056132	ocu0000040612
hsa0000056135	ocu0000040457
hsa0000056142	ocu0000040459
hsa0000056146	ocu0000040461
hsa0000056148	ocu0000040462
hsa0000056152	ocu0000040465
hsa0000056173	ocu0000075776
hsa0000056174	ocu0000075777
hsa0000056176	ocu0000075778
hsa0000056177	ocu0000075779
hsa0000056178	ocu0000075780
hsa0000056180	ocu0000075782
hsa0000056184	ocu0000075784
hsa0000056186	ocu0000075786
hsa0000056187	ocu0000075787
hsa0000056190	ocu0000075790
hsa0000056191	ocu0000075791
hsa0000056192	ocu0000075792
hsa0000056195	ocu0000075795
hsa0000056196	ocu0000075796
hsa0000056197	ocu0000075797
hsa0000056199	ocu0000075799
hsa0000056200	ocu0000075800
hsa0000056202	ocu0000075801
hsa0000056207	ocu0000075805
hsa0000056208	ocu0000075806
hsa0000056209	ocu0000075807
hsa0000056210	ocu0000075808
hsa0000056211	ocu0000075809
hsa0000056213	ocu0000075811
hsa0000056219	ocu0000075815
hsa0000056223	ocu0000075818
hsa0000056224	ocu0000075819
hsa0000056229	ocu0000040662
hsa0000056234	ocu0000040663
hsa0000056235	ocu0000040664
hsa0000056237	ocu0000040665
hsa0000056238	ocu0000040666
hsa0000056239	ocu0000040667
hsa0000056240	ocu0000040668
hsa0000056241	ocu0000040669
hsa0000056242	ocu0000040670
hsa0000056244	ocu0000040671
hsa0000056245	ocu0000040672
hsa0000056246	ocu0000040672
hsa0000056247	ocu0000040672
hsa0000056252	ocu0000040673
hsa0000056254	ocu0000040674
hsa0000056257	ocu0000040676
hsa0000056258	ocu0000040677
hsa0000056259	ocu0000040678
hsa0000056260	ocu0000040678
hsa0000056261	ocu0000040679
hsa0000056262	ocu0000040680
hsa0000056264	ocu0000040682
hsa0000056267	ocu0000040683
hsa0000056268	ocu0000040684
hsa0000056271	ocu0000040686
hsa0000056272	ocu0000040687
hsa0000056273	ocu0000040688
hsa0000056274	ocu0000040689
hsa0000056275	ocu0000040690
hsa0000056276	ocu0000040691
hsa0000056278	ocu0000040692
hsa0000056279	ocu0000040693
hsa0000056280	ocu0000040694
hsa0000056284	ocu0000040695
hsa0000056286	ocu0000040696
hsa0000056295	ocu0000040701
hsa0000056297	ocu0000040703
hsa0000056299	ocu0000040705
hsa0000056300	ocu0000040706
hsa0000056303	ocu0000040708
hsa0000056305	ocu0000040710
hsa0000056306	ocu0000040711
hsa0000056307	ocu0000040712
hsa0000056308	ocu0000040712
hsa0000056309	ocu0000040712
hsa0000056310	ocu0000040713
hsa0000056311	ocu0000040714
hsa0000056312	ocu0000040715
hsa0000056317	ocu0000040720
hsa0000056320	ocu0000040723
hsa0000056324	ocu0000038693
hsa0000056325	ocu0000038694
hsa0000056326	ocu0000038695
hsa0000056328	ocu0000038696
hsa0000056329	ocu0000038696
hsa0000056332	ocu0000034853
hsa0000056338	ocu0000034856
hsa0000056340	ocu0000040072
hsa0000056341	ocu0000040073
hsa0000056343	ocu0000040074
hsa0000056345	ocu0000040076
hsa0000056346	ocu0000040077
hsa0000056347	ocu0000040078
hsa0000056348	ocu0000040079
hsa0000056349	ocu0000040080
hsa0000056352	ocu0000040083
hsa0000056353	ocu0000040084
hsa0000056356	ocu0000040089
hsa0000056358	ocu0000040091
hsa0000056361	ocu0000040094
hsa0000056365	ocu0000040098
hsa0000056367	ocu0000040101
hsa0000056375	ocu0000040052
hsa0000056376	ocu0000040053
hsa0000056388	ocu0000179654
hsa0000056389	ocu0000179655
hsa0000056390	ocu0000179656
hsa0000056391	ocu0000179656
hsa0000056392	ocu0000179619
hsa0000056393	ocu0000179620
hsa0000056395	ocu0000074753
hsa0000056406	ocu0000034937
hsa0000056420	ocu0000034947
hsa0000056421	ocu0000034948
hsa0000056426	ocu0000034951
hsa0000056429	ocu0000034953
hsa0000056459	ocu0000037902
hsa0000056460	ocu0000037902
hsa0000056463	ocu0000037903
hsa0000056464	ocu0000037903
hsa0000056467	ocu0000037904
hsa0000056468	ocu0000037904
hsa0000056470	ocu0000037905
hsa0000056471	ocu0000037906
hsa0000056472	ocu0000037907
hsa0000056474	ocu0000037908
hsa0000056475	ocu0000037909
hsa0000056478	ocu0000037912
hsa0000056497	ocu0000038727
hsa0000056498	ocu0000038728
hsa0000056499	ocu0000038729
hsa0000056500	ocu0000038730
hsa0000056509	ocu0000082333
hsa0000056511	ocu0000179543
hsa0000056513	ocu0000179544
hsa0000056514	ocu0000179545
hsa0000056515	ocu0000179546
hsa0000056518	ocu0000179549
hsa0000056519	ocu0000179549
hsa0000056522	ocu0000037649
hsa0000056524	ocu0000037651
hsa0000056525	ocu0000037652
hsa0000056528	ocu0000037655
hsa0000056531	ocu0000037658
hsa0000056532	ocu0000037659
hsa0000056533	ocu0000037659
hsa0000056534	ocu0000037660
hsa0000056535	ocu0000037661
hsa0000056536	ocu0000037663
hsa0000056544	ocu0000156375
hsa0000056546	ocu0000156376
hsa0000056547	ocu0000156377
hsa0000056548	ocu0000156378
hsa0000056563	ocu0000156391
hsa0000056570	ocu0000156397
hsa0000056572	ocu0000156398
hsa0000056573	ocu0000156399
hsa0000056574	ocu0000156400
hsa0000056579	ocu0000156404
hsa0000056589	ocu0000156412
hsa0000056594	ocu0000156415
hsa0000056621	ocu0000038550
hsa0000056623	ocu0000038551
hsa0000056624	ocu0000038552
hsa0000056625	ocu0000038553
hsa0000056626	ocu0000038554
hsa0000056627	ocu0000038555
hsa0000056628	ocu0000038556
hsa0000056630	ocu0000038558
hsa0000056631	ocu0000038559
hsa0000056632	ocu0000038560
hsa0000056634	ocu0000038562
hsa0000056635	ocu0000038563
hsa0000056636	ocu0000038564
hsa0000056638	ocu0000080306
hsa0000056644	ocu0000080311
hsa0000056658	ocu0000037629
hsa0000056660	ocu0000037630
hsa0000056661	ocu0000037630
hsa0000056662	ocu0000037631
hsa0000056663	ocu0000037631
hsa0000056664	ocu0000037631
hsa0000056665	ocu0000037632
hsa0000056666	ocu0000037633
hsa0000056668	ocu0000037634
hsa0000056669	ocu0000037635
hsa0000056670	ocu0000037636
hsa0000056671	ocu0000037636
hsa0000056673	ocu0000037637
hsa0000056675	ocu0000037638
hsa0000056676	ocu0000037638
hsa0000056679	ocu0000037640
hsa0000056682	ocu0000037642
hsa0000056683	ocu0000037644
hsa0000056684	ocu0000037646
hsa0000056696	ocu0000039358
hsa0000056697	ocu0000082077
hsa0000056699	ocu0000082079
hsa0000056700	ocu0000082080
hsa0000056703	ocu0000082083
hsa0000056705	ocu0000082085
hsa0000056706	ocu0000082086
hsa0000056709	ocu0000082088
hsa0000056711	ocu0000082091
hsa0000056713	ocu0000082092
hsa0000056714	ocu0000082093
hsa0000056716	ocu0000082095
hsa0000056718	ocu0000082096
hsa0000056719	ocu0000082097
hsa0000056720	ocu0000082098
hsa0000056721	ocu0000082099
hsa0000056722	ocu0000082100
hsa0000056723	ocu0000082101
hsa0000056724	ocu0000082102
hsa0000056726	ocu0000039550
hsa0000056728	ocu0000039552
hsa0000056733	ocu0000076036
hsa0000056734	ocu0000076036
hsa0000056737	ocu0000076038
hsa0000056738	ocu0000076038
hsa0000056742	ocu0000076042
hsa0000056743	ocu0000076043
hsa0000056744	ocu0000076043
hsa0000056746	ocu0000076044
hsa0000056747	ocu0000076045
hsa0000056748	ocu0000076046
hsa0000056749	ocu0000076047
hsa0000056753	ocu0000036617
hsa0000056756	ocu0000034070
hsa0000056757	ocu0000034071
hsa0000056758	ocu0000034072
hsa0000056760	ocu0000034073
hsa0000056761	ocu0000034073
hsa0000056762	ocu0000034073
hsa0000056764	ocu0000034073
hsa0000056765	ocu0000034073
hsa0000056771	ocu0000081303
hsa0000056774	ocu0000081306
hsa0000056775	ocu0000081307
hsa0000056777	ocu0000081309
hsa0000056778	ocu0000081310
hsa0000056780	ocu0000081312
hsa0000056781	ocu0000081313
hsa0000056782	ocu0000081314
hsa0000056785	ocu0000081316
hsa0000056786	ocu0000081317
hsa0000056787	ocu0000081318
hsa0000056788	ocu0000081319
hsa0000056792	ocu0000081321
hsa0000056794	ocu0000081322
hsa0000056795	ocu0000081323
hsa0000056796	ocu0000081324
hsa0000056798	ocu0000081130
hsa0000056800	ocu0000081132
hsa0000056809	ocu0000081911
hsa0000056813	ocu0000081914
hsa0000056817	ocu0000081916
hsa0000056821	ocu0000078522
hsa0000056822	ocu0000078523
hsa0000056824	ocu0000078525
hsa0000056825	ocu0000078526
hsa0000056832	ocu0000077847
hsa0000056846	ocu0000077865
hsa0000056850	ocu0000077869
hsa0000056852	ocu0000077871
hsa0000056854	ocu0000077873
hsa0000056855	ocu0000077874
hsa0000056856	ocu0000077875
hsa0000056860	ocu0000077881
hsa0000056861	ocu0000077882
hsa0000056862	ocu0000077883
hsa0000056872	ocu0000077891
hsa0000056900	ocu0000033891
hsa0000056902	ocu0000033892
hsa0000056911	ocu0000080797
hsa0000056912	ocu0000080798
hsa0000056921	ocu0000080805
hsa0000056932	ocu0000037063
hsa0000056938	ocu0000037222
hsa0000056942	ocu0000037112
hsa0000056946	ocu0000037116
hsa0000056955	ocu0000079143
hsa0000056962	ocu0000079150
hsa0000056963	ocu0000079151
hsa0000056964	ocu0000079152
hsa0000056965	ocu0000079153
hsa0000056971	ocu0000081347
hsa0000056973	ocu0000081349
hsa0000056975	ocu0000081350
hsa0000056976	ocu0000081351
hsa0000056981	ocu0000036768
hsa0000056983	ocu0000036769
hsa0000056984	ocu0000036770
hsa0000056985	ocu0000036771
hsa0000056986	ocu0000036773
hsa0000056988	ocu0000036774
hsa0000056992	ocu0000036777
hsa0000056993	ocu0000036777
hsa0000056997	ocu0000037549
hsa0000057005	ocu0000037587
hsa0000057009	ocu0000037588
hsa0000057010	ocu0000037589
hsa0000057010	ocu0000037588
hsa0000057013	ocu0000037590
hsa0000057014	ocu0000037590
hsa0000057016	ocu0000037591
hsa0000057019	ocu0000037592
hsa0000057024	ocu0000037595
hsa0000057026	ocu0000037597
hsa0000057027	ocu0000037598
hsa0000057031	ocu0000037601
hsa0000057032	ocu0000037602
hsa0000057039	ocu0000075329
hsa0000057040	ocu0000075329
hsa0000057041	ocu0000075330
hsa0000057042	ocu0000075330
hsa0000057043	ocu0000075331
hsa0000057044	ocu0000075331
hsa0000057049	ocu0000075333
hsa0000057053	ocu0000075334
hsa0000057055	ocu0000075335
hsa0000057057	ocu0000075336
hsa0000057058	ocu0000075337
hsa0000057059	ocu0000075338
hsa0000057060	ocu0000075338
hsa0000057061	ocu0000075339
hsa0000057062	ocu0000075340
hsa0000057063	ocu0000075341
hsa0000057064	ocu0000075342
hsa0000057066	ocu0000075343
hsa0000057067	ocu0000075344
hsa0000057069	ocu0000075345
hsa0000057075	ocu0000037425
hsa0000057078	ocu0000037426
hsa0000057083	ocu0000037427
hsa0000057090	ocu0000037431
hsa0000057093	ocu0000035063
hsa0000057094	ocu0000035063
hsa0000057097	ocu0000035064
hsa0000057098	ocu0000035065
hsa0000057102	ocu0000035067
hsa0000057110	ocu0000035071
hsa0000057111	ocu0000035072
hsa0000057142	ocu0000174385
hsa0000057145	ocu0000174386
hsa0000057147	ocu0000174388
hsa0000057148	ocu0000174388
hsa0000057149	ocu0000174389
hsa0000057152	ocu0000174391
hsa0000057153	ocu0000174392
hsa0000057155	ocu0000174375
hsa0000057156	ocu0000174375
hsa0000057159	ocu0000174376
hsa0000057160	ocu0000174377
hsa0000057162	ocu0000174379
hsa0000057163	ocu0000174364
hsa0000057164	ocu0000174365
hsa0000057166	ocu0000174367
hsa0000057167	ocu0000174368
hsa0000057169	ocu0000174370
hsa0000057170	ocu0000174371
hsa0000057171	ocu0000174372
hsa0000057172	ocu0000174373
hsa0000057178	ocu0000041495
hsa0000057180	ocu0000041497
hsa0000057181	ocu0000041498
hsa0000057182	ocu0000041499
hsa0000057186	ocu0000041503
hsa0000057187	ocu0000041503
hsa0000057189	ocu0000041505
hsa0000057190	ocu0000041506
hsa0000057193	ocu0000041509
hsa0000057194	ocu0000078239
hsa0000057196	ocu0000078241
hsa0000057198	ocu0000078243
hsa0000057232	ocu0000036009
hsa0000057233	ocu0000036010
hsa0000057235	ocu0000036012
hsa0000057237	ocu0000036014
hsa0000057240	ocu0000036017
hsa0000057247	ocu0000079776
hsa0000057248	ocu0000079777
hsa0000057251	ocu0000079781
hsa0000057262	ocu0000079817
hsa0000057263	ocu0000079817
hsa0000057268	ocu0000079821
hsa0000057269	ocu0000080000
hsa0000057273	ocu0000080002
hsa0000057274	ocu0000080003
hsa0000057289	ocu0000039878
hsa0000057292	ocu0000039880
hsa0000057295	ocu0000039881
hsa0000057296	ocu0000039882
hsa0000057297	ocu0000039883
hsa0000057298	ocu0000039884
hsa0000057306	ocu0000039305
hsa0000057307	ocu0000039306
hsa0000057312	ocu0000039310
hsa0000057315	ocu0000039312
hsa0000057316	ocu0000039312
hsa0000057318	ocu0000039313
hsa0000057319	ocu0000039314
hsa0000057320	ocu0000039315
hsa0000057321	ocu0000039316
hsa0000057322	ocu0000039317
hsa0000057323	ocu0000039063
hsa0000057324	ocu0000039064
hsa0000057326	ocu0000039065
hsa0000057327	ocu0000039066
hsa0000057328	ocu0000039067
hsa0000057329	ocu0000039068
hsa0000057334	ocu0000039072
hsa0000057336	ocu0000039074
hsa0000057340	ocu0000039078
hsa0000057344	ocu0000039082
hsa0000057345	ocu0000039083
hsa0000057346	ocu0000039084
hsa0000057387	ocu0000035396
hsa0000057389	ocu0000035398
hsa0000057391	ocu0000035400
hsa0000057399	ocu0000035402
hsa0000057413	ocu0000174030
hsa0000057415	ocu0000173998
hsa0000057416	ocu0000173999
hsa0000057417	ocu0000174000
hsa0000057418	ocu0000174001
hsa0000057419	ocu0000174002
hsa0000057420	ocu0000174003
hsa0000057425	ocu0000174005
hsa0000057429	ocu0000174009
hsa0000057433	ocu0000174013
hsa0000057437	ocu0000174017
hsa0000057440	ocu0000174020
hsa0000057441	ocu0000174021
hsa0000057443	ocu0000174023
hsa0000057454	ocu0000037216
hsa0000057455	ocu0000037217
hsa0000057457	ocu0000037218
hsa0000057458	ocu0000037219
hsa0000057459	ocu0000037219
hsa0000057494	ocu0000034287
hsa0000057496	ocu0000034289
hsa0000057498	ocu0000034290
hsa0000057500	ocu0000034292
hsa0000057501	ocu0000034293
hsa0000057504	ocu0000034296
hsa0000057505	ocu0000034297
hsa0000057509	ocu0000034299
hsa0000057510	ocu0000034300
hsa0000057511	ocu0000034301
hsa0000057512	ocu0000034302
hsa0000057513	ocu0000034302
hsa0000057521	ocu0000034309
hsa0000057526	ocu0000034311
hsa0000057527	ocu0000034311
hsa0000057529	ocu0000034312
hsa0000057530	ocu0000034313
hsa0000057531	ocu0000034314
hsa0000057532	ocu0000034315
hsa0000057533	ocu0000034316
hsa0000057540	ocu0000075364
hsa0000057553	ocu0000035388
hsa0000057557	ocu0000179660
hsa0000057558	ocu0000179661
hsa0000057560	ocu0000179663
hsa0000057579	ocu0000179583
hsa0000057580	ocu0000179584
hsa0000057583	ocu0000179587
hsa0000057585	ocu0000179589
hsa0000057586	ocu0000179590
hsa0000057588	ocu0000179592
hsa0000057593	ocu0000179594
hsa0000057601	ocu0000081294
hsa0000057602	ocu0000081295
hsa0000057605	ocu0000081298
hsa0000057607	ocu0000078812
hsa0000057608	ocu0000078813
hsa0000057609	ocu0000078814
hsa0000057611	ocu0000078816
hsa0000057612	ocu0000078816
hsa0000057614	ocu0000078819
hsa0000057616	ocu0000078821
hsa0000057617	ocu0000078822
hsa0000057618	ocu0000078823
hsa0000057621	ocu0000078826
hsa0000057624	ocu0000078830
hsa0000057625	ocu0000078831
hsa0000057629	ocu0000039360
hsa0000057630	ocu0000039361
hsa0000057631	ocu0000039362
hsa0000057632	ocu0000039363
hsa0000057633	ocu0000039364
hsa0000057634	ocu0000039365
hsa0000057635	ocu0000039366
hsa0000057637	ocu0000039368
hsa0000057638	ocu0000039369
hsa0000057639	ocu0000039370
hsa0000057640	ocu0000039371
hsa0000057641	ocu0000039372
hsa0000057642	ocu0000039373
hsa0000057644	ocu0000039375
hsa0000057645	ocu0000039376
hsa0000057648	ocu0000039379
hsa0000057649	ocu0000039380
hsa0000057650	ocu0000039381
hsa0000057654	ocu0000080646
hsa0000057657	ocu0000081267
hsa0000057660	ocu0000081269
hsa0000057662	ocu0000078247
hsa0000057665	ocu0000078250
hsa0000057666	ocu0000078250
hsa0000057667	ocu0000078251
hsa0000057668	ocu0000078252
hsa0000057670	ocu0000078253
hsa0000057671	ocu0000078254
hsa0000057674	ocu0000078256
hsa0000057677	ocu0000078259
hsa0000057678	ocu0000078261
hsa0000057680	ocu0000078266
hsa0000057681	ocu0000078267
hsa0000057682	ocu0000078268
hsa0000057683	ocu0000078270
hsa0000057685	ocu0000078272
hsa0000057686	ocu0000078273
hsa0000057687	ocu0000078274
hsa0000057688	ocu0000078275
hsa0000057699	ocu0000082176
hsa0000057707	ocu0000076226
hsa0000057708	ocu0000076227
hsa0000057709	ocu0000076228
hsa0000057710	ocu0000076229
hsa0000057712	ocu0000076231
hsa0000057717	ocu0000081714
hsa0000057718	ocu0000081715
hsa0000057719	ocu0000081716
hsa0000057721	ocu0000081717
hsa0000057722	ocu0000081718
hsa0000057735	ocu0000076253
hsa0000057738	ocu0000076253
hsa0000057740	ocu0000076254
hsa0000057748	ocu0000079623
hsa0000057749	ocu0000079624
hsa0000057753	ocu0000079626
hsa0000057754	ocu0000079627
hsa0000057755	ocu0000079627
hsa0000057757	ocu0000079628
hsa0000057761	ocu0000079632
hsa0000057762	ocu0000079633
hsa0000057773	ocu0000078021
hsa0000057779	ocu0000035495
hsa0000057782	ocu0000035497
hsa0000057783	ocu0000035498
hsa0000057785	ocu0000035499
hsa0000057786	ocu0000035500
hsa0000057788	ocu0000035502
hsa0000057789	ocu0000035503
hsa0000057790	ocu0000035504
hsa0000057791	ocu0000035505
hsa0000057792	ocu0000035506
hsa0000057794	ocu0000035508
hsa0000057795	ocu0000035509
hsa0000057796	ocu0000035510
hsa0000057797	ocu0000035511
hsa0000057799	ocu0000035513
hsa0000057800	ocu0000035514
hsa0000057807	ocu0000156458
hsa0000057808	ocu0000156458
