hsa	dme	isohsa	isodme	exoniden
ENSG00000204435	FBgn0000259	ENST00000375882	FBtr0307896	hsa0000092379-dme0000050184|0.85;hsa0000092380-dme0000050185|0.82;hsa0000092382-dme0000050186|0.7;hsa0000092386-dme0000050187|0.81;hsa0000092388-dme0000050188|0.63
ENSG00000204435	FBgn0000259	ENST00000375882	FBtr0100540	hsa0000092379-dme0000050184|0.85;hsa0000092380-dme0000050185|0.82;hsa0000092382-dme0000050186|0.7;hsa0000092386-dme0000050187|0.81;hsa0000092388-dme0000050188|0.63
ENSG00000204435	FBgn0000259	ENST00000375882	FBtr0073558	hsa0000092379-dme0000050184|0.85;hsa0000092380-dme0000050185|0.82;hsa0000092382-dme0000050186|0.7;hsa0000092386-dme0000050187|0.81;hsa0000092388-dme0000050188|0.63
ENSG00000204435	FBgn0000259	ENST00000375865	FBtr0299569	hsa0000092379-dme0000050184|0.85;hsa0000092380-dme0000050185|0.82;hsa0000092382-dme0000050186|0.7;hsa0000092386-dme0000050187|0.81;hsa0000092388-dme0000050188|0.63
ENSG00000204435	FBgn0000259	ENST00000375865	FBtr0073560	hsa0000092379-dme0000050184|0.85;hsa0000092380-dme0000050185|0.82;hsa0000092382-dme0000050186|0.7;hsa0000092386-dme0000050187|0.81;hsa0000092388-dme0000050188|0.63
ENSG00000204435	FBgn0000259	ENST00000375865	FBtr0073561	hsa0000092379-dme0000050184|0.85;hsa0000092380-dme0000050185|0.82;hsa0000092382-dme0000050186|0.7;hsa0000092386-dme0000050187|0.81;hsa0000092388-dme0000050188|0.63
ENSG00000204435	FBgn0000259	ENST00000375865	FBtr0307896	hsa0000092379-dme0000050184|0.85;hsa0000092380-dme0000050185|0.82;hsa0000092382-dme0000050186|0.7;hsa0000092386-dme0000050187|0.81;hsa0000092388-dme0000050188|0.63
ENSG00000204435	FBgn0000259	ENST00000375865	FBtr0100540	hsa0000092379-dme0000050184|0.85;hsa0000092380-dme0000050185|0.82;hsa0000092382-dme0000050186|0.7;hsa0000092386-dme0000050187|0.81;hsa0000092388-dme0000050188|0.63
ENSG00000204435	FBgn0000259	ENST00000375865	FBtr0073558	hsa0000092379-dme0000050184|0.85;hsa0000092380-dme0000050185|0.82;hsa0000092382-dme0000050186|0.7;hsa0000092386-dme0000050187|0.81;hsa0000092388-dme0000050188|0.63
ENSG00000204435	FBgn0000259	ENST00000375866	FBtr0299569	hsa0000092379-dme0000050184|0.85;hsa0000092380-dme0000050185|0.82;hsa0000092382-dme0000050186|0.7;hsa0000092386-dme0000050187|0.81;hsa0000092388-dme0000050188|0.63
ENSG00000204435	FBgn0000259	ENST00000375866	FBtr0073560	hsa0000092379-dme0000050184|0.85;hsa0000092380-dme0000050185|0.82;hsa0000092382-dme0000050186|0.7;hsa0000092386-dme0000050187|0.81;hsa0000092388-dme0000050188|0.63
ENSG00000204435	FBgn0000259	ENST00000375866	FBtr0073561	hsa0000092379-dme0000050184|0.85;hsa0000092380-dme0000050185|0.82;hsa0000092382-dme0000050186|0.7;hsa0000092386-dme0000050187|0.81;hsa0000092388-dme0000050188|0.63
ENSG00000204435	FBgn0000259	ENST00000375866	FBtr0307896	hsa0000092379-dme0000050184|0.85;hsa0000092380-dme0000050185|0.82;hsa0000092382-dme0000050186|0.7;hsa0000092386-dme0000050187|0.81;hsa0000092388-dme0000050188|0.63
ENSG00000204435	FBgn0000259	ENST00000375866	FBtr0100540	hsa0000092379-dme0000050184|0.85;hsa0000092380-dme0000050185|0.82;hsa0000092382-dme0000050186|0.7;hsa0000092386-dme0000050187|0.81;hsa0000092388-dme0000050188|0.63
ENSG00000204435	FBgn0000259	ENST00000375866	FBtr0073558	hsa0000092379-dme0000050184|0.85;hsa0000092380-dme0000050185|0.82;hsa0000092382-dme0000050186|0.7;hsa0000092386-dme0000050187|0.81;hsa0000092388-dme0000050188|0.63
ENSG00000109107	FBgn0000064	ENST00000395319	FBtr0084999	hsa0000229839-dme0000011927|0.64;hsa0000229850-dme0000011928|0.7;hsa0000229851-dme0000011931|0.65
ENSG00000109107	FBgn0000064	ENST00000395319	FBtr0084994	hsa0000229839-dme0000011927|0.64;hsa0000229850-dme0000011928|0.7;hsa0000229851-dme0000011931|0.65
ENSG00000109107	FBgn0000064	ENST00000395319	FBtr0310660	hsa0000229839-dme0000011927|0.64;hsa0000229850-dme0000011928|0.7;hsa0000229851-dme0000011931|0.65
ENSG00000109107	FBgn0000064	ENST00000395319	FBtr0084995	hsa0000229839-dme0000011927|0.64;hsa0000229850-dme0000011928|0.7;hsa0000229851-dme0000011931|0.65
ENSG00000109107	FBgn0000064	ENST00000395319	FBtr0339614	hsa0000229839-dme0000011927|0.64;hsa0000229850-dme0000011928|0.7;hsa0000229851-dme0000011931|0.65
ENSG00000109107	FBgn0000064	ENST00000395321	FBtr0084999	hsa0000229839-dme0000011927|0.69;hsa0000229850-dme0000011928|0.7;hsa0000229851-dme0000011931|0.65
ENSG00000109107	FBgn0000064	ENST00000395321	FBtr0084994	hsa0000229839-dme0000011927|0.69;hsa0000229850-dme0000011928|0.7;hsa0000229851-dme0000011931|0.65
ENSG00000109107	FBgn0000064	ENST00000395321	FBtr0310660	hsa0000229839-dme0000011927|0.69;hsa0000229850-dme0000011928|0.7;hsa0000229851-dme0000011931|0.65
ENSG00000109107	FBgn0000064	ENST00000395321	FBtr0084995	hsa0000229839-dme0000011927|0.69;hsa0000229850-dme0000011928|0.7;hsa0000229851-dme0000011931|0.65
ENSG00000109107	FBgn0000064	ENST00000395321	FBtr0339614	hsa0000229839-dme0000011927|0.69;hsa0000229850-dme0000011928|0.7;hsa0000229851-dme0000011931|0.65
ENSG00000109107	FBgn0000064	ENST00000226253	FBtr0084999	hsa0000229839-dme0000011927|0.69;hsa0000229850-dme0000011928|0.7;hsa0000229851-dme0000011931|0.65
ENSG00000109107	FBgn0000064	ENST00000226253	FBtr0084994	hsa0000229839-dme0000011927|0.69;hsa0000229850-dme0000011928|0.7;hsa0000229851-dme0000011931|0.65
ENSG00000109107	FBgn0000064	ENST00000226253	FBtr0310660	hsa0000229839-dme0000011927|0.69;hsa0000229850-dme0000011928|0.7;hsa0000229851-dme0000011931|0.65
ENSG00000109107	FBgn0000064	ENST00000226253	FBtr0084995	hsa0000229839-dme0000011927|0.69;hsa0000229850-dme0000011928|0.7;hsa0000229851-dme0000011931|0.65
ENSG00000109107	FBgn0000064	ENST00000226253	FBtr0339614	hsa0000229839-dme0000011927|0.69;hsa0000229850-dme0000011928|0.7;hsa0000229851-dme0000011931|0.65
ENSG00000175166	FBgn0028695	ENST00000310118	FBtr0074893	hsa0000051765-dme0000026136|0.63;hsa0000051788-dme0000026137|0.66
ENSG00000142534	FBgn0033699	ENST00000270625	FBtr0088007	hsa0000259465-dme0000036772|0.73;hsa0000259468-dme0000036774|0.6;hsa0000259469-dme0000036775|0.74;hsa0000259476-dme0000036776|0.72
ENSG00000142546	FBgn0030915	ENST00000596358	FBtr0074558	hsa0000259503-dme0000043488|0.63;hsa0000259515-dme0000043489|0.67;hsa0000259516-dme0000043490|0.64
ENSG00000142546	FBgn0030915	ENST00000339093	FBtr0074558	hsa0000259503-dme0000043488|0.63;hsa0000259515-dme0000043489|0.67;hsa0000259516-dme0000043490|0.64
ENSG00000167136	FBgn0033690	ENST00000372642	FBtr0088012	hsa0000138001-dme0000033126|0.6
ENSG00000187446	FBgn0037358	ENST00000334660	FBtr0334953	hsa0000205927-dme0000015183|0.69;hsa0000205928-dme0000015184|0.62
ENSG00000187446	FBgn0037358	ENST00000334660	FBtr0078732	hsa0000205927-dme0000015183|0.69;hsa0000205928-dme0000015184|0.62
ENSG00000119616	FBgn0010520	ENST00000341162	FBtr0079874	hsa0000196994-dme0000058016|1.0;hsa0000196996-dme0000058017|0.66
ENSG00000119616	FBgn0010520	ENST00000553615	FBtr0079874	hsa0000196994-dme0000058016|1.0;hsa0000196995-dme0000058017|0.64
ENSG00000166913	FBgn0004907	ENST00000353703	FBtr0332917	hsa0000253247-dme0000031574|0.74;hsa0000253252-dme0000031577|0.7;hsa0000253253-dme0000031578|0.74;hsa0000253254-dme0000031581|0.72
ENSG00000166913	FBgn0004907	ENST00000353703	FBtr0100183	hsa0000253247-dme0000031574|0.74;hsa0000253252-dme0000031577|0.7;hsa0000253253-dme0000031578|0.74;hsa0000253254-dme0000031581|0.72
ENSG00000166913	FBgn0004907	ENST00000353703	FBtr0332916	hsa0000253247-dme0000031574|0.74;hsa0000253252-dme0000031577|0.7;hsa0000253253-dme0000031578|0.74;hsa0000253254-dme0000031581|0.72
ENSG00000166913	FBgn0004907	ENST00000353703	FBtr0088415	hsa0000253247-dme0000031574|0.74;hsa0000253252-dme0000031577|0.7;hsa0000253253-dme0000031578|0.74;hsa0000253254-dme0000031581|0.72
ENSG00000166913	FBgn0004907	ENST00000353703	FBtr0088414	hsa0000253247-dme0000031574|0.74;hsa0000253252-dme0000031577|0.7;hsa0000253253-dme0000031578|0.74;hsa0000253254-dme0000031581|0.72
ENSG00000166913	FBgn0004907	ENST00000372839	FBtr0332917	hsa0000253247-dme0000031574|0.74;hsa0000253252-dme0000031577|0.7;hsa0000253253-dme0000031578|0.74;hsa0000253254-dme0000031581|0.72
ENSG00000166913	FBgn0004907	ENST00000372839	FBtr0100183	hsa0000253247-dme0000031574|0.74;hsa0000253252-dme0000031577|0.7;hsa0000253253-dme0000031578|0.74;hsa0000253254-dme0000031581|0.72
ENSG00000166913	FBgn0004907	ENST00000372839	FBtr0332916	hsa0000253247-dme0000031574|0.74;hsa0000253252-dme0000031577|0.7;hsa0000253253-dme0000031578|0.74;hsa0000253254-dme0000031581|0.72
ENSG00000166913	FBgn0004907	ENST00000372839	FBtr0088415	hsa0000253247-dme0000031574|0.74;hsa0000253252-dme0000031577|0.7;hsa0000253253-dme0000031578|0.74;hsa0000253254-dme0000031581|0.72
ENSG00000166913	FBgn0004907	ENST00000372839	FBtr0088414	hsa0000253247-dme0000031574|0.74;hsa0000253252-dme0000031577|0.7;hsa0000253253-dme0000031578|0.74;hsa0000253254-dme0000031581|0.72
ENSG00000099800	FBgn0036204	ENST00000215570	FBtr0076089	hsa0000259839-dme0000020382|0.62
ENSG00000099800	FBgn0036204	ENST00000591871	FBtr0076089	hsa0000259838-dme0000020382|0.6
ENSG00000116761	FBgn0000566	ENST00000370938	FBtr0086710	hsa0000004192-dme0000038965|0.61
ENSG00000116761	FBgn0000566	ENST00000370938	FBtr0345422	hsa0000004192-dme0000038965|0.61
ENSG00000088986	FBgn0011760	ENST00000392509	FBtr0307065	hsa0000175612-dme0000042053|0.65;hsa0000175614-dme0000042054|0.66
ENSG00000088986	FBgn0011760	ENST00000392509	FBtr0070704	hsa0000175612-dme0000042053|0.65;hsa0000175614-dme0000042054|0.66
ENSG00000088986	FBgn0011760	ENST00000392509	FBtr0070707	hsa0000175612-dme0000042053|0.65;hsa0000175614-dme0000042054|0.66
ENSG00000088986	FBgn0011760	ENST00000392509	FBtr0070706	hsa0000175612-dme0000042053|0.65;hsa0000175614-dme0000042054|0.66
ENSG00000088986	FBgn0011760	ENST00000548342	FBtr0307065	hsa0000175612-dme0000042053|0.65;hsa0000175614-dme0000042054|0.66
ENSG00000088986	FBgn0011760	ENST00000548342	FBtr0070704	hsa0000175612-dme0000042053|0.65;hsa0000175614-dme0000042054|0.66
ENSG00000088986	FBgn0011760	ENST00000548342	FBtr0070707	hsa0000175612-dme0000042053|0.65;hsa0000175614-dme0000042054|0.66
ENSG00000088986	FBgn0011760	ENST00000548342	FBtr0070706	hsa0000175612-dme0000042053|0.65;hsa0000175614-dme0000042054|0.66
ENSG00000088986	FBgn0011760	ENST00000392508	FBtr0307065	hsa0000175612-dme0000042053|0.65;hsa0000175614-dme0000042054|0.66
ENSG00000088986	FBgn0011760	ENST00000392508	FBtr0070704	hsa0000175612-dme0000042053|0.65;hsa0000175614-dme0000042054|0.66
ENSG00000088986	FBgn0011760	ENST00000392508	FBtr0070707	hsa0000175612-dme0000042053|0.65;hsa0000175614-dme0000042054|0.66
ENSG00000088986	FBgn0011760	ENST00000392508	FBtr0070706	hsa0000175612-dme0000042053|0.65;hsa0000175614-dme0000042054|0.66
ENSG00000088986	FBgn0011760	ENST00000549989	FBtr0307065	hsa0000175612-dme0000042053|0.65;hsa0000175614-dme0000042054|0.66
ENSG00000088986	FBgn0011760	ENST00000549989	FBtr0070704	hsa0000175612-dme0000042053|0.65;hsa0000175614-dme0000042054|0.66
ENSG00000088986	FBgn0011760	ENST00000549989	FBtr0070707	hsa0000175612-dme0000042053|0.65;hsa0000175614-dme0000042054|0.66
ENSG00000088986	FBgn0011760	ENST00000549989	FBtr0070706	hsa0000175612-dme0000042053|0.65;hsa0000175614-dme0000042054|0.66
ENSG00000088986	FBgn0011760	ENST00000242577	FBtr0307065	hsa0000175612-dme0000042053|0.65;hsa0000175614-dme0000042054|0.66
ENSG00000088986	FBgn0011760	ENST00000242577	FBtr0070704	hsa0000175612-dme0000042053|0.65;hsa0000175614-dme0000042054|0.66
ENSG00000088986	FBgn0011760	ENST00000242577	FBtr0070707	hsa0000175612-dme0000042053|0.65;hsa0000175614-dme0000042054|0.66
ENSG00000088986	FBgn0011760	ENST00000242577	FBtr0070706	hsa0000175612-dme0000042053|0.65;hsa0000175614-dme0000042054|0.66
ENSG00000088986	FBgn0026141	ENST00000392509	FBtr0305553	hsa0000175612-dme0000061692|0.8
ENSG00000088986	FBgn0026141	ENST00000392509	FBtr0077925	hsa0000175612-dme0000061692|0.8
ENSG00000088986	FBgn0026141	ENST00000392509	FBtr0077924	hsa0000175612-dme0000061692|0.8
ENSG00000088986	FBgn0026141	ENST00000548342	FBtr0305553	hsa0000175612-dme0000061692|0.8
ENSG00000088986	FBgn0026141	ENST00000548342	FBtr0077925	hsa0000175612-dme0000061692|0.8
ENSG00000088986	FBgn0026141	ENST00000548342	FBtr0077924	hsa0000175612-dme0000061692|0.8
ENSG00000088986	FBgn0026141	ENST00000548214	FBtr0305553	hsa0000175613-dme0000061692|0.61
ENSG00000088986	FBgn0026141	ENST00000548214	FBtr0077925	hsa0000175613-dme0000061692|0.61
ENSG00000088986	FBgn0026141	ENST00000548214	FBtr0077924	hsa0000175613-dme0000061692|0.61
ENSG00000088986	FBgn0026141	ENST00000392508	FBtr0305553	hsa0000175612-dme0000061692|0.8
ENSG00000088986	FBgn0026141	ENST00000392508	FBtr0077925	hsa0000175612-dme0000061692|0.8
ENSG00000088986	FBgn0026141	ENST00000392508	FBtr0077924	hsa0000175612-dme0000061692|0.8
ENSG00000088986	FBgn0026141	ENST00000550178	FBtr0305553	hsa0000175613-dme0000061692|0.61
ENSG00000088986	FBgn0026141	ENST00000550178	FBtr0077925	hsa0000175613-dme0000061692|0.61
ENSG00000088986	FBgn0026141	ENST00000550178	FBtr0077924	hsa0000175613-dme0000061692|0.61
ENSG00000088986	FBgn0026141	ENST00000550845	FBtr0305553	hsa0000175613-dme0000061692|0.61
ENSG00000088986	FBgn0026141	ENST00000550845	FBtr0077925	hsa0000175613-dme0000061692|0.61
ENSG00000088986	FBgn0026141	ENST00000550845	FBtr0077924	hsa0000175613-dme0000061692|0.61
ENSG00000088986	FBgn0026141	ENST00000549989	FBtr0305553	hsa0000175612-dme0000061692|0.8
ENSG00000088986	FBgn0026141	ENST00000549989	FBtr0077925	hsa0000175612-dme0000061692|0.8
ENSG00000088986	FBgn0026141	ENST00000549989	FBtr0077924	hsa0000175612-dme0000061692|0.8
ENSG00000088986	FBgn0026141	ENST00000242577	FBtr0305553	hsa0000175612-dme0000061692|0.8
ENSG00000088986	FBgn0026141	ENST00000242577	FBtr0077925	hsa0000175612-dme0000061692|0.8
ENSG00000088986	FBgn0026141	ENST00000242577	FBtr0077924	hsa0000175612-dme0000061692|0.8
ENSG00000106588	FBgn0086134	ENST00000223321	FBtr0082590	hsa0000105625-dme0000002572|0.76;hsa0000105628-dme0000002573|0.77;hsa0000105629-dme0000002574|0.65;hsa0000105632-dme0000002575|0.73;hsa0000105634-dme0000002576|0.68
ENSG00000134287	FBgn0010348	ENST00000256682	FBtr0078575	hsa0000175709-dme0000027478|0.72;hsa0000175711-dme0000027479|0.86;hsa0000175713-dme0000027480|0.76;hsa0000175714-dme0000027481|0.77
ENSG00000134287	FBgn0010348	ENST00000256682	FBtr0112858	hsa0000175709-dme0000027478|0.72;hsa0000175711-dme0000027479|0.86;hsa0000175713-dme0000027480|0.76;hsa0000175714-dme0000027481|0.77
ENSG00000134287	FBgn0010348	ENST00000256682	FBtr0078571	hsa0000175709-dme0000027478|0.72;hsa0000175711-dme0000027479|0.86;hsa0000175713-dme0000027480|0.76;hsa0000175714-dme0000027481|0.77
ENSG00000134287	FBgn0010348	ENST00000256682	FBtr0299906	hsa0000175709-dme0000027478|0.72;hsa0000175711-dme0000027479|0.86;hsa0000175713-dme0000027480|0.76;hsa0000175714-dme0000027481|0.77
ENSG00000134287	FBgn0010348	ENST00000256682	FBtr0332054	hsa0000175709-dme0000027478|0.72;hsa0000175711-dme0000027479|0.86;hsa0000175713-dme0000027480|0.76;hsa0000175714-dme0000027481|0.77
ENSG00000134287	FBgn0010348	ENST00000256682	FBtr0078573	hsa0000175709-dme0000027478|0.72;hsa0000175711-dme0000027479|0.86;hsa0000175713-dme0000027480|0.76;hsa0000175714-dme0000027481|0.77
ENSG00000134287	FBgn0010348	ENST00000256682	FBtr0078574	hsa0000175709-dme0000027478|0.72;hsa0000175711-dme0000027479|0.86;hsa0000175713-dme0000027480|0.76;hsa0000175714-dme0000027481|0.77
ENSG00000134287	FBgn0010348	ENST00000256682	FBtr0299907	hsa0000175709-dme0000027478|0.72;hsa0000175711-dme0000027479|0.86;hsa0000175713-dme0000027480|0.76;hsa0000175714-dme0000027481|0.77
ENSG00000134287	FBgn0010348	ENST00000541959	FBtr0078575	hsa0000175709-dme0000027478|0.72;hsa0000175711-dme0000027479|0.86;hsa0000175713-dme0000027480|0.76;hsa0000175714-dme0000027481|0.77
ENSG00000134287	FBgn0010348	ENST00000541959	FBtr0112858	hsa0000175709-dme0000027478|0.72;hsa0000175711-dme0000027479|0.86;hsa0000175713-dme0000027480|0.76;hsa0000175714-dme0000027481|0.77
ENSG00000134287	FBgn0010348	ENST00000541959	FBtr0078571	hsa0000175709-dme0000027478|0.72;hsa0000175711-dme0000027479|0.86;hsa0000175713-dme0000027480|0.76;hsa0000175714-dme0000027481|0.77
ENSG00000134287	FBgn0010348	ENST00000541959	FBtr0299906	hsa0000175709-dme0000027478|0.72;hsa0000175711-dme0000027479|0.86;hsa0000175713-dme0000027480|0.76;hsa0000175714-dme0000027481|0.77
ENSG00000134287	FBgn0010348	ENST00000541959	FBtr0332054	hsa0000175709-dme0000027478|0.72;hsa0000175711-dme0000027479|0.86;hsa0000175713-dme0000027480|0.76;hsa0000175714-dme0000027481|0.77
ENSG00000134287	FBgn0010348	ENST00000541959	FBtr0078573	hsa0000175709-dme0000027478|0.72;hsa0000175711-dme0000027479|0.86;hsa0000175713-dme0000027480|0.76;hsa0000175714-dme0000027481|0.77
ENSG00000134287	FBgn0010348	ENST00000541959	FBtr0078574	hsa0000175709-dme0000027478|0.72;hsa0000175711-dme0000027479|0.86;hsa0000175713-dme0000027480|0.76;hsa0000175714-dme0000027481|0.77
ENSG00000134287	FBgn0010348	ENST00000541959	FBtr0299907	hsa0000175709-dme0000027478|0.72;hsa0000175711-dme0000027479|0.86;hsa0000175713-dme0000027480|0.76;hsa0000175714-dme0000027481|0.77
ENSG00000161057	FBgn0028687	ENST00000678493	FBtr0088947	hsa0000105685-dme0000030296|0.74
ENSG00000161057	FBgn0028687	ENST00000679205	FBtr0088947	hsa0000105685-dme0000030296|0.74
ENSG00000161057	FBgn0028687	ENST00000679341	FBtr0088947	hsa0000105685-dme0000030296|0.74
ENSG00000161057	FBgn0028687	ENST00000435765	FBtr0088947	hsa0000105685-dme0000030296|0.74
ENSG00000161057	FBgn0028687	ENST00000292644	FBtr0088947	hsa0000105685-dme0000030296|0.74
ENSG00000161057	FBgn0028687	ENST00000425206	FBtr0088947	hsa0000105685-dme0000030296|0.74
ENSG00000105968	FBgn0001197	ENST00000308153	FBtr0334311	hsa0000105796-dme0000008195|1.0;hsa0000105797-dme0000008196|0.73;hsa0000105798-dme0000008197|0.73;hsa0000105799-dme0000008198|0.66
ENSG00000105968	FBgn0001197	ENST00000308153	FBtr0085062	hsa0000105796-dme0000008195|1.0;hsa0000105797-dme0000008196|0.73;hsa0000105798-dme0000008197|0.73;hsa0000105799-dme0000008198|0.66
ENSG00000111674	FBgn0000579	ENST00000541477	FBtr0077909	hsa0000175800-dme0000060916|0.7
ENSG00000111674	FBgn0000579	ENST00000541477	FBtr0302115	hsa0000175800-dme0000060916|0.7
ENSG00000111674	FBgn0000579	ENST00000229277	FBtr0077909	hsa0000175800-dme0000060916|0.7
ENSG00000111674	FBgn0000579	ENST00000229277	FBtr0302115	hsa0000175800-dme0000060916|0.7
ENSG00000111674	FBgn0000579	ENST00000538763	FBtr0077909	hsa0000175800-dme0000060916|0.65
ENSG00000111674	FBgn0000579	ENST00000538763	FBtr0302115	hsa0000175800-dme0000060916|0.65
ENSG00000111674	FBgn0000579	ENST00000535366	FBtr0077909	hsa0000175800-dme0000060916|0.7
ENSG00000111674	FBgn0000579	ENST00000535366	FBtr0302115	hsa0000175800-dme0000060916|0.7
ENSG00000164708	FBgn0011270	ENST00000297283	FBtr0082620	hsa0000105833-dme0000014810|0.64
ENSG00000188612	FBgn0264922	ENST00000420826	FBtr0346716	hsa0000230694-dme0000059256|0.66
ENSG00000188612	FBgn0264922	ENST00000420826	FBtr0079356	hsa0000230694-dme0000059256|0.66
ENSG00000179918	FBgn0261270	ENST00000478753	FBtr0087564	hsa0000217384-dme0000033254|0.62
ENSG00000179918	FBgn0261270	ENST00000478753	FBtr0087565	hsa0000217384-dme0000033254|0.62
ENSG00000276903	FBgn0053856	ENST00000613174	FBtr0091860	hsa0000093230-dme0000059491|0.74
ENSG00000276903	FBgn0053823	ENST00000613174	FBtr0091827	hsa0000093230-dme0000059981|0.74
ENSG00000276903	FBgn0053835	ENST00000613174	FBtr0091839	hsa0000093230-dme0000051820|0.74
ENSG00000276903	FBgn0053847	ENST00000613174	FBtr0091851	hsa0000093230-dme0000052933|0.74
ENSG00000276903	FBgn0053844	ENST00000613174	FBtr0091848	hsa0000093230-dme0000062134|0.74
ENSG00000276903	FBgn0053865	ENST00000613174	FBtr0091869	hsa0000093230-dme0000056924|0.74
ENSG00000276903	FBgn0053808	ENST00000613174	FBtr0091812	hsa0000093230-dme0000061025|0.74
ENSG00000276903	FBgn0053841	ENST00000613174	FBtr0091845	hsa0000093230-dme0000051782|0.74
ENSG00000276903	FBgn0053829	ENST00000613174	FBtr0091833	hsa0000093230-dme0000057393|0.74
ENSG00000276903	FBgn0053817	ENST00000613174	FBtr0091821	hsa0000093230-dme0000051965|0.74
ENSG00000276903	FBgn0053826	ENST00000613174	FBtr0091830	hsa0000093230-dme0000059007|0.74
ENSG00000276903	FBgn0053832	ENST00000613174	FBtr0091836	hsa0000093230-dme0000051134|0.74
ENSG00000276903	FBgn0053814	ENST00000613174	FBtr0091818	hsa0000093230-dme0000057199|0.74
ENSG00000276903	FBgn0053838	ENST00000613174	FBtr0091842	hsa0000093230-dme0000052523|0.74
ENSG00000276903	FBgn0053853	ENST00000613174	FBtr0091857	hsa0000093230-dme0000059657|0.74
ENSG00000276903	FBgn0051618	ENST00000613174	FBtr0085893	hsa0000093230-dme0000057510|0.74
ENSG00000276903	FBgn0053850	ENST00000613174	FBtr0091854	hsa0000093230-dme0000058067|0.74
ENSG00000276903	FBgn0053859	ENST00000613174	FBtr0091863	hsa0000093230-dme0000051458|0.74
ENSG00000276903	FBgn0053862	ENST00000613174	FBtr0091866	hsa0000093230-dme0000052545|0.74
ENSG00000276903	FBgn0053820	ENST00000613174	FBtr0091824	hsa0000093230-dme0000051394|0.74
ENSG00000161016	FBgn0261602	ENST00000394920	FBtr0072925	hsa0000128731-dme0000018103|0.72;hsa0000128733-dme0000018104|0.74
ENSG00000161016	FBgn0261602	ENST00000394920	FBtr0072924	hsa0000128731-dme0000018103|0.72;hsa0000128733-dme0000018104|0.74
ENSG00000161016	FBgn0261602	ENST00000528957	FBtr0072925	hsa0000128731-dme0000018103|0.72;hsa0000128733-dme0000018104|0.74
ENSG00000161016	FBgn0261602	ENST00000528957	FBtr0072924	hsa0000128731-dme0000018103|0.72;hsa0000128733-dme0000018104|0.74
ENSG00000161016	FBgn0261602	ENST00000262584	FBtr0072925	hsa0000128731-dme0000018103|0.72;hsa0000128733-dme0000018104|0.74
ENSG00000161016	FBgn0261602	ENST00000262584	FBtr0072924	hsa0000128731-dme0000018103|0.72;hsa0000128733-dme0000018104|0.74
ENSG00000161016	FBgn0261602	ENST00000533397	FBtr0072925	hsa0000128731-dme0000018103|0.72;hsa0000128733-dme0000018104|0.67
ENSG00000161016	FBgn0261602	ENST00000533397	FBtr0072924	hsa0000128731-dme0000018103|0.72;hsa0000128733-dme0000018104|0.67
ENSG00000161016	FBgn0261602	ENST00000532702	FBtr0072925	hsa0000128731-dme0000018103|0.72;hsa0000128733-dme0000018104|0.6
ENSG00000161016	FBgn0261602	ENST00000532702	FBtr0072924	hsa0000128731-dme0000018103|0.72;hsa0000128733-dme0000018104|0.6
ENSG00000275126	FBgn0053891	ENST00000618305	FBtr0091895	hsa0000093233-dme0000051996|0.78
ENSG00000275126	FBgn0053909	ENST00000618305	FBtr0091913	hsa0000093233-dme0000060084|0.78
ENSG00000275126	FBgn0053895	ENST00000618305	FBtr0091899	hsa0000093233-dme0000061859|0.78
ENSG00000275126	FBgn0053897	ENST00000618305	FBtr0091901	hsa0000093233-dme0000056804|0.78
ENSG00000275126	FBgn0053907	ENST00000618305	FBtr0091911	hsa0000093233-dme0000056531|0.78
ENSG00000275126	FBgn0053887	ENST00000618305	FBtr0091891	hsa0000093233-dme0000052982|0.78
ENSG00000275126	FBgn0053871	ENST00000618305	FBtr0091875	hsa0000093233-dme0000054147|0.78
ENSG00000275126	FBgn0053893	ENST00000618305	FBtr0091897	hsa0000093233-dme0000059022|0.78
ENSG00000275126	FBgn0053901	ENST00000618305	FBtr0091905	hsa0000093233-dme0000053481|0.78
ENSG00000275126	FBgn0053885	ENST00000618305	FBtr0091889	hsa0000093233-dme0000054440|0.78
ENSG00000275126	FBgn0053905	ENST00000618305	FBtr0091909	hsa0000093233-dme0000051607|0.78
ENSG00000275126	FBgn0053873	ENST00000618305	FBtr0091877	hsa0000093233-dme0000051446|0.78
ENSG00000275126	FBgn0053899	ENST00000618305	FBtr0091903	hsa0000093233-dme0000060005|0.78
ENSG00000275126	FBgn0053883	ENST00000618305	FBtr0091887	hsa0000093233-dme0000058984|0.78
ENSG00000275126	FBgn0053875	ENST00000618305	FBtr0091879	hsa0000093233-dme0000052199|0.78
ENSG00000275126	FBgn0053903	ENST00000618305	FBtr0091907	hsa0000093233-dme0000059284|0.78
ENSG00000275126	FBgn0013981	ENST00000618305	FBtr0082964	hsa0000093233-dme0000006432|0.78
ENSG00000275126	FBgn0013981	ENST00000618305	FBtr0082963	hsa0000093233-dme0000006432|0.78
ENSG00000275126	FBgn0013981	ENST00000618305	FBtr0082962	hsa0000093233-dme0000006432|0.78
ENSG00000275126	FBgn0013981	ENST00000618305	FBtr0334029	hsa0000093233-dme0000006432|0.78
ENSG00000275126	FBgn0051611	ENST00000618305	FBtr0085926	hsa0000093233-dme0000059878|0.78
ENSG00000275126	FBgn0053889	ENST00000618305	FBtr0091893	hsa0000093233-dme0000055597|0.78
ENSG00000278677	FBgn0053856	ENST00000359611	FBtr0091860	hsa0000093235-dme0000059491|0.71
