Gene stable ID	UniProtKB/Swiss-Prot ID
ENSRNOG00000016857	Q8CJD3
ENSRNOG00000005417	Q80VX4
ENSRNOG00000016978	Q5BK39
ENSRNOG00000016978	Q5BK39
ENSRNOG00000009334	Q6AXN6
ENSRNOG00000001285	P11507
ENSRNOG00000005417	Q80VX4
ENSRNOG00000005417	Q80VX4
ENSRNOG00000009421	P12007
ENSRNOG00000016980	Q5I0M2
ENSRNOG00000006753	D4A5U3
ENSRNOG00000055229	P97629
ENSRNOG00000005417	Q80VX4
ENSRNOG00000010472	Q561K4
ENSRNOG00000007041	Q80W57
ENSRNOG00000031731	Q5U1Y9
ENSRNOG00000001274	B2RZ78
ENSRNOG00000008514	Q5FX52
ENSRNOG00000011690	Q66H15
ENSRNOG00000015445	Q64349
ENSRNOG00000016037	P54842
ENSRNOG00000026941	Q496Z2
ENSRNOG00000009172	Q4QR71
ENSRNOG00000006961	P17136
ENSRNOG00000007134	Q5XIG8
ENSRNOG00000006370	Q5BK24
ENSRNOG00000021262	Q9WTW8
ENSRNOG00000007743	P08011
ENSRNOG00000083613	Q5PPG6
ENSRNOG00000001269	P63088
ENSRNOG00000001269	P63088
ENSRNOG00000021264	P04961
ENSRNOG00000014424	Q9WVJ6
ENSRNOG00000063051	Q8VHW7
ENSRNOG00000034266	Q4V8F7
ENSRNOG00000063051	Q8VHW7
ENSRNOG00000057848	Q8VHW5
ENSRNOG00000007830	Q6B959
ENSRNOG00000056257	P62957
ENSRNOG00000014613	O08557
ENSRNOG00000024903	Q5RKI7
ENSRNOG00000042389	Q9QYN5
ENSRNOG00000030848	P08733
ENSRNOG00000006700	Q5BJV9
ENSRNOG00000054371	P63319
ENSRNOG00000007896	Q5BK60
ENSRNOG00000023092	Q6AY28
ENSRNOG00000006646	B5DEK8
ENSRNOG00000028206	D3ZL52
ENSRNOG00000016551	O88498
ENSRNOG00000012007	Q6JWR2
ENSRNOG00000028206	D3ZL52
ENSRNOG00000028206	D3ZL52
ENSRNOG00000006858	Q5U1Z8
ENSRNOG00000028206	D3ZL52
ENSRNOG00000028206	D3ZL52
ENSRNOG00000011782	P00507
ENSRNOG00000006697	Q4V888
ENSRNOG00000008656	P37377
ENSRNOG00000008656	P37377
ENSRNOG00000088480	Q3B7D3
ENSRNOG00000001035	Q561R7
ENSRNOG00000008518	Q6AYL2
ENSRNOG00000011145	P47866
ENSRNOG00000014297	P34901
ENSRNOG00000012447	D3ZSK5
ENSRNOG00000016196	P97836
ENSRNOG00000008676	P54848
ENSRNOG00000019112	Q810D1
ENSRNOG00000001053	Q63524
ENSRNOG00000086598	B1WBS9
ENSRNOG00000020597	Q5XI46
ENSRNOG00000013216	Q5I0I5
ENSRNOG00000009031	P23897
ENSRNOG00000039924	Q5EB66
ENSRNOG00000014739	Q8CHN3
ENSRNOG00000009571	Q9Z0G8
ENSRNOG00000078093	A9UMV8
ENSRNOG00000078093	A9UMV8
ENSRNOG00000009636	Q6AY84
ENSRNOG00000007456	P07171
ENSRNOG00000013465	Q6IMG9
ENSRNOG00000009971	D3ZY60
ENSRNOG00000028908	D4A2Z2
ENSRNOG00000009974	Q63159
ENSRNOG00000020624	P70584
ENSRNOG00000010106	D3ZAT9
ENSRNOG00000030109	Q56R16
ENSRNOG00000011135	P62916
ENSRNOG00000005505	Q5PQQ2
ENSRNOG00000000401	Q70VB1
ENSRNOG00000015840	P97852
ENSRNOG00000027979	Q4KLZ4
ENSRNOG00000058422	C0HJX3
ENSRNOG00000058422	C0HJX2
ENSRNOG00000027979	Q4KLZ4
ENSRNOG00000017645	P04466
ENSRNOG00000017319	P57097
ENSRNOG00000027979	Q4KLZ4
ENSRNOG00000030667	P35815
ENSRNOG00000058909	P29314
ENSRNOG00000017804	Q5EB96
ENSRNOG00000014808	Q66H19
ENSRNOG00000021272	D3ZVK1
ENSRNOG00000030629	B0K012
ENSRNOG00000021273	Q5U2V5
ENSRNOG00000012436	P06757
ENSRNOG00000012061	P68403
ENSRNOG00000056098	Q9JMG6
ENSRNOG00000012061	P68403
ENSRNOG00000007326	Q5HZA6
ENSRNOG00000005947	P61250
ENSRNOG00000049882	P13589
ENSRNOG00000007006	Q64319
ENSRNOG00000089438	P12711
ENSRNOG00000012362	Q8VHX0
ENSRNOG00000017850	Q91VC0
ENSRNOG00000004378	Q8CF82
ENSRNOG00000016783	P20395
ENSRNOG00000037225	P45352
ENSRNOG00000052343	P63074
ENSRNOG00000005420	P58428
ENSRNOG00000005420	P58428
ENSRNOG00000012343	O88484
ENSRNOG00000005250	Q99PE7
ENSRNOG00000070242	Q5XIV0
ENSRNOG00000016677	Q62763
ENSRNOG00000070242	Q5XIV0
ENSRNOG00000070242	Q5XIV0
ENSRNOG00000070242	Q5XIV0
ENSRNOG00000014426	P16636
ENSRNOG00000016712	P16235
ENSRNOG00000000392	Q5EBA1
ENSRNOG00000009882	P63329
ENSRNOG00000009882	P63329
ENSRNOG00000030683	Q6AY86
ENSRNOG00000015913	Q68VK5
ENSRNOG00000015279	Q501W4
ENSRNOG00000008933	Q5U2V4
ENSRNOG00000007907	Q68FV0
ENSRNOG00000003661	Q6AXU6
ENSRNOG00000021225	P01179
ENSRNOG00000023457	A1A5R9
ENSRNOG00000023457	A1A5R9
ENSRNOG00000049497	Q3KRD8
ENSRNOG00000005151	Q6AY43
ENSRNOG00000005151	Q6AY43
ENSRNOG00000022910	Q6AY82
ENSRNOG00000003673	Q4QQS8
ENSRNOG00000017488	Q5U2S5
ENSRNOG00000010047	Q8VD50
ENSRNOG00000025791	Q62698
ENSRNOG00000015821	P08921
ENSRNOG00000055257	Q923V8
ENSRNOG00000000398	Q5U2S3
ENSRNOG00000018567	Q9JJP0
ENSRNOG00000027057	A0A0G2JV04
ENSRNOG00000012957	Q6AYE2
ENSRNOG00000012752	Q9JK79
ENSRNOG00000013836	Q99N37
ENSRNOG00000013836	Q99N37
ENSRNOG00000012752	Q9JK79
ENSRNOG00000003797	Q5I0K8
ENSRNOG00000004575	P16598
ENSRNOG00000030019	P06685
ENSRNOG00000012368	D3ZSC8
ENSRNOG00000004763	P97710
ENSRNOG00000081690	Q6AXU7
ENSRNOG00000000096	Q9JJ40
ENSRNOG00000012151	Q66H52
ENSRNOG00000012151	Q66H52
ENSRNOG00000012648	Q8K3F4
ENSRNOG00000007172	Q924I2
ENSRNOG00000050658	P16610
ENSRNOG00000003990	P62994
ENSRNOG00000010306	P0C0S7
ENSRNOG00000028632	Q6AYK4
ENSRNOG00000088035	Q5U204
ENSRNOG00000012157	F1LNJ2
ENSRNOG00000047057	Q9QXI3
ENSRNOG00000016571	P25427
ENSRNOG00000016571	P25427
ENSRNOG00000046703	Q8K4Q9
ENSRNOG00000010655	D4A1W8
ENSRNOG00000017484	P28234
ENSRNOG00000017484	P28234
ENSRNOG00000011025	Q4KLI2
ENSRNOG00000067300	Q5BJU6
ENSRNOG00000017484	P28234
ENSRNOG00000003262	Q8VHW9
ENSRNOG00000012638	Q5M7T1
ENSRNOG00000007126	P70585
ENSRNOG00000003288	Q8VHW8
ENSRNOG00000082472	Q9JJW1
ENSRNOG00000007126	P70585
ENSRNOG00000016793	P04652
ENSRNOG00000007126	P70585
ENSRNOG00000016110	Q9ERS1
ENSRNOG00000021229	P01186
ENSRNOG00000000805	P08050
ENSRNOG00000005645	Q9JKE9
ENSRNOG00000015667	O55159
ENSRNOG00000079579	P61016
ENSRNOG00000067648	P62804
ENSRNOG00000021445	Q67ET3
ENSRNOG00000067086	P0DP31
ENSRNOG00000067086	P0DP30
ENSRNOG00000067086	P0DP29
ENSRNOG00000029561	Q675B7
ENSRNOG00000010265	Q920P6
ENSRNOG00000002793	P30680
ENSRNOG00000002793	P30680
ENSRNOG00000000543	Q62662
ENSRNOG00000017502	Q5FWT9
ENSRNOG00000013906	D3ZI76
ENSRNOG00000015215	Q792Q4
ENSRNOG00000009928	P35738
ENSRNOG00000005788	Q9JLH5
ENSRNOG00000029360	Q7TNK0
ENSRNOG00000015393	O35458
ENSRNOG00000083467	Q9JJL4
ENSRNOG00000003491	P05696
ENSRNOG00000000814	P55051
ENSRNOG00000061058	P18395
ENSRNOG00000047611	Q9WUL0
ENSRNOG00000066945	Q641Z7
ENSRNOG00000013681	O88758
ENSRNOG00000032412	Q6IE40
ENSRNOG00000010608	Q4KLH6
ENSRNOG00000050552	O70377
ENSRNOG00000033152	P62271
ENSRNOG00000018656	P10759
ENSRNOG00000009143	Q5FVI3
ENSRNOG00000027988	Q80Z36
ENSRNOG00000014064	P00786
ENSRNOG00000021241	Q9EPI2
ENSRNOG00000069176	Q5XI95
ENSRNOG00000058412	Q6AYU1
ENSRNOG00000009580	Q5U2Y9
ENSRNOG00000017290	G3V893
ENSRNOG00000019046	Q68AX7
ENSRNOG00000055010	O70240
ENSRNOG00000021245	Q4KM45
ENSRNOG00000010816	Q8R5I0
ENSRNOG00000007142	O35789
ENSRNOG00000018673	Q4KM74
ENSRNOG00000025295	Q66HG9
ENSRNOG00000000204	Q7TP47
ENSRNOG00000006931	Q5XI74
ENSRNOG00000019328	O08651
ENSRNOG00000018557	Q63315
ENSRNOG00000015863	P0C0L6
ENSRNOG00000008479	Q01728
ENSRNOG00000008479	Q01728
ENSRNOG00000019441	Q62878
ENSRNOG00000004601	B0BNF9
ENSRNOG00000019470	Q07523
ENSRNOG00000010945	P35213
ENSRNOG00000026589	D4AD75
ENSRNOG00000013399	D3ZJ47
ENSRNOG00000019120	P22791
ENSRNOG00000008170	Q2PS20
ENSRNOG00000013889	Q6AY25
ENSRNOG00000008297	Q703I1
ENSRNOG00000021259	P13852
ENSRNOG00000021259	P13852
ENSRNOG00000019163	Q62746
ENSRNOG00000021259	P13852
ENSRNOG00000021259	P13852
ENSRNOG00000005971	Q64017
ENSRNOG00000047053	Q6P3E0
ENSRNOG00000016166	P52944
ENSRNOG00000018111	Q63633
ENSRNOG00000009149	Q68FQ2
ENSRNOG00000019785	F1M8G0
ENSRNOG00000006380	G3V6S8
ENSRNOG00000007044	D3ZWK4
ENSRNOG00000064933	Q64273
ENSRNOG00000004810	P10687
ENSRNOG00000033573	Q8R4U9
ENSRNOG00000008744	P61203
ENSRNOG00000019996	P53987
ENSRNOG00000005457	Q5PPI4
ENSRNOG00000009289	Q5XIG6
ENSRNOG00000005509	D4A280
ENSRNOG00000028036	Q1EHB3
ENSRNOG00000005107	D4ACP5
ENSRNOG00000006037	P60881
ENSRNOG00000006037	P60881
ENSRNOG00000037124	Q6AXP3
ENSRNOG00000013538	B2GUZ5
ENSRNOG00000010694	Q5PQV5
ENSRNOG00000006532	P84245
ENSRNOG00000033796	P48548
ENSRNOG00000010694	Q5PQV5
ENSRNOG00000018193	Q4V891
ENSRNOG00000010694	Q5PQV5
ENSRNOG00000057817	Q9WTP0
ENSRNOG00000010802	Q3T1H6
ENSRNOG00000008941	P41156
ENSRNOG00000018725	P31325
ENSRNOG00000032463	P62836
ENSRNOG00000037160	Q4V8A6
ENSRNOG00000043002	Q5XIA3
ENSRNOG00000015788	P28647
ENSRNOG00000037500	Q4KM92
ENSRNOG00000064742	P19511
ENSRNOG00000016122	P51639
ENSRNOG00000016394	Q4QR85
ENSRNOG00000003800	P49805
ENSRNOG00000008515	Q497B2
ENSRNOG00000037478	Q5I0I8
ENSRNOG00000019193	P61265
ENSRNOG00000017723	Q6AXM5
ENSRNOG00000007492	P25235
ENSRNOG00000017744	Q5BK09
ENSRNOG00000017874	P24485
ENSRNOG00000003232	Q9JJ19
ENSRNOG00000030747	P63174
ENSRNOG00000013887	P19328
ENSRNOG00000001967	P52847
ENSRNOG00000036592	Q499R0
ENSRNOG00000036592	Q499R0
ENSRNOG00000031438	Q920Q3
ENSRNOG00000036592	Q499R0
ENSRNOG00000036592	Q499R0
ENSRNOG00000025274	Q6AXR4
ENSRNOG00000036813	Q6AYR2
ENSRNOG00000036592	Q499R0
ENSRNOG00000058497	P56522
ENSRNOG00000036813	Q6AYR2
ENSRNOG00000007782	P09916
ENSRNOG00000013967	Q4KM52
ENSRNOG00000077965	Q00972
ENSRNOG00000009495	Q9WUD9
ENSRNOG00000009495	Q9WUD9
ENSRNOG00000024437	P62950
ENSRNOG00000003931	Q32KJ9
ENSRNOG00000022099	A0JPQ4
ENSRNOG00000012021	Q4V8K2
ENSRNOG00000001990	P09875
ENSRNOG00000037456	P49653
ENSRNOG00000014903	Q6P7B7
ENSRNOG00000032002	P03994
ENSRNOG00000000665	P53812
ENSRNOG00000001996	Q9QY02
ENSRNOG00000000665	P53812
ENSRNOG00000001996	Q9QY02
ENSRNOG00000029212	Q9ERB4
ENSRNOG00000026065	O88279
ENSRNOG00000002002	Q6IE14
ENSRNOG00000026065	O88279
ENSRNOG00000019935	Q5PQP9
ENSRNOG00000016580	P62268
ENSRNOG00000016356	P13221
ENSRNOG00000042592	P49806
ENSRNOG00000000368	P42260
ENSRNOG00000001950	Q68FX6
ENSRNOG00000065514	D3ZID8
ENSRNOG00000015591	Q6Q0N1
ENSRNOG00000001951	P04468
ENSRNOG00000050585	P25113
ENSRNOG00000016591	A2RRU3
ENSRNOG00000027739	Q66HG3
ENSRNOG00000000327	D3ZBM7
ENSRNOG00000024523	Q66HC9
ENSRNOG00000013813	Q68FV8
ENSRNOG00000080699	F1LYL9
ENSRNOG00000015142	Q5U2X7
ENSRNOG00000066047	P63174
ENSRNOG00000069762	Q6AYN3
ENSRNOG00000027156	Q5BJS9
ENSRNOG00000014675	Q99M64
ENSRNOG00000020394	B1H268
ENSRNOG00000047014	Q9Z214
ENSRNOG00000015472	Q68FU0
ENSRNOG00000003869	Q08420
ENSRNOG00000013439	Q9EQV8
ENSRNOG00000022691	Q6ZXC8
ENSRNOG00000022691	Q6ZXC8
ENSRNOG00000015441	Q63257
ENSRNOG00000082925	Q920D2
ENSRNOG00000046727	Q63120
ENSRNOG00000032350	Q99MG9
ENSRNOG00000032350	Q99MG9
ENSRNOG00000027724	Q68FU1
ENSRNOG00000027724	Q68FU1
ENSRNOG00000027646	Q5M882
ENSRNOG00000043171	P85007
ENSRNOG00000021424	Q566E6
ENSRNOG00000029064	D3ZV31
ENSRNOG00000043171	Q6AYR6
ENSRNOG00000015334	D3ZYR1
ENSRNOG00000000307	D3ZBP4
ENSRNOG00000000306	Q9ET64
ENSRNOG00000019194	P81062
ENSRNOG00000012502	Q91XS8
ENSRNOG00000017067	Q9R0A8
ENSRNOG00000000304	Q9QX82
ENSRNOG00000017032	P15999
ENSRNOG00000049410	P08483
ENSRNOG00000049410	P08483
ENSRNOG00000069697	Q6AXV9
ENSRNOG00000049410	P08483
ENSRNOG00000049410	P08483
ENSRNOG00000049410	P08483
ENSRNOG00000049410	P08483
ENSRNOG00000011150	P50430
ENSRNOG00000000303	Q6AXZ4
ENSRNOG00000061582	P56603
ENSRNOG00000013388	Q765A7
ENSRNOG00000003592	P68943
ENSRNOG00000023064	Q6AXP6
ENSRNOG00000003289	Q68FS4
ENSRNOG00000019509	D4ABB4
ENSRNOG00000046705	Q5U211
ENSRNOG00000032039	D4ABB8
ENSRNOG00000003924	Q5XIL2
ENSRNOG00000016654	Q62805
ENSRNOG00000018003	Q63645
ENSRNOG00000026049	Q5FWT5
ENSRNOG00000018094	Q9Z2I6
ENSRNOG00000013552	P07308
ENSRNOG00000004473	Q9QYK2
ENSRNOG00000048342	Q6PEC1
ENSRNOG00000013050	Q6AXY9
ENSRNOG00000019973	P37996
ENSRNOG00000012344	P82252
ENSRNOG00000043199	Q3BCU4
ENSRNOG00000016459	A0JPM9
ENSRNOG00000000582	D3ZDM7
ENSRNOG00000024221	Q5BK01
ENSRNOG00000020296	Q9JJW3
ENSRNOG00000013977	Q6P7P5
ENSRNOG00000018140	O70436
ENSRNOG00000047476	Q5BJU7
ENSRNOG00000017123	P07151
ENSRNOG00000059386	Q6AYD9
ENSRNOG00000049580	P51651
ENSRNOG00000020325	Q5RJQ8
ENSRNOG00000017157	Q5BK82
ENSRNOG00000013636	Q812D3
ENSRNOG00000000596	Q62844
ENSRNOG00000012558	Q75PQ8
ENSRNOG00000020113	Q5U2P1
ENSRNOG00000059055	D4A9E1
ENSRNOG00000059215	Q5M880
ENSRNOG00000019138	O88201
ENSRNOG00000053640	Q9QYU3
ENSRNOG00000019207	Q9WV48
ENSRNOG00000012331	Q9JHX4
ENSRNOG00000024917	Q6AY08
ENSRNOG00000010881	Q8R2H7
ENSRNOG00000021023	P07722
ENSRNOG00000000322	Q3MQ06
ENSRNOG00000006305	Q9JHE5
ENSRNOG00000020179	D3ZMY7
ENSRNOG00000053725	Q63665
ENSRNOG00000007286	Q5PQN4
ENSRNOG00000021053	Q9WU74
ENSRNOG00000029762	P29293
ENSRNOG00000021053	Q9WU74
ENSRNOG00000007221	P70583
ENSRNOG00000021053	Q9WU74
ENSRNOG00000010438	Q63704
ENSRNOG00000011404	O54783
ENSRNOG00000000316	A7XYI6
ENSRNOG00000032828	G3V9M2
ENSRNOG00000017163	P47860
ENSRNOG00000042962	Q5U2R1
ENSRNOG00000014296	O08625
ENSRNOG00000007834	P97536
ENSRNOG00000004307	Q5M936
ENSRNOG00000024918	B0BND4
ENSRNOG00000067060	Q5RK28
ENSRNOG00000000588	Q91Y77
ENSRNOG00000025520	Q1XID0
ENSRNOG00000023280	P0C5Y8
ENSRNOG00000053196	B0BNL4
ENSRNOG00000017681	P54825
ENSRNOG00000016748	Q5RKI3
ENSRNOG00000000169	D4A2B7
ENSRNOG00000047891	Q00939
ENSRNOG00000047891	Q00939
ENSRNOG00000017851	Q68FU3
ENSRNOG00000016133	Q5I0H3
ENSRNOG00000047891	Q00939
ENSRNOG00000014525	P63039
ENSRNOG00000005278	Q10836
ENSRNOG00000015182	P62716
ENSRNOG00000066498	O88788
ENSRNOG00000017822	Q8VIJ5
ENSRNOG00000006653	Q9EQ25
ENSRNOG00000002775	Q66H59
ENSRNOG00000069521	Q498S8
ENSRNOG00000002582	P97832
ENSRNOG00000002369	P49804
ENSRNOG00000019418	P0CC10
ENSRNOG00000053269	Q5RJK0
ENSRNOG00000018018	Q9JM59
ENSRNOG00000018018	Q9JM59
ENSRNOG00000003923	Q6AXT5
ENSRNOG00000046196	Q9R1T7
ENSRNOG00000011858	F1LW30
ENSRNOG00000031203	Q62991
ENSRNOG00000064520	Q4FZT6
ENSRNOG00000022983	Q9WV59
ENSRNOG00000015983	Q6AY04
ENSRNOG00000002915	B1H278
ENSRNOG00000019812	Q62755
ENSRNOG00000060335	P58405
ENSRNOG00000012448	P12391
ENSRNOG00000004314	Q5M821
ENSRNOG00000004314	Q5M821
ENSRNOG00000081081	Q62622
ENSRNOG00000021945	Q4V8F1
ENSRNOG00000012674	P26255
ENSRNOG00000022807	Q2M1K5
ENSRNOG00000022807	Q2M1K5
ENSRNOG00000022807	Q2M1K5
ENSRNOG00000022807	Q2M1K5
ENSRNOG00000004476	Q6IN38
ENSRNOG00000011849	Q66HF1
ENSRNOG00000022807	Q2M1K5
ENSRNOG00000022807	Q2M1K5
ENSRNOG00000022807	Q2M1K5
ENSRNOG00000045532	P46090
ENSRNOG00000007390	Q63746
ENSRNOG00000003402	Q63635
ENSRNOG00000012601	Q6PDU4
ENSRNOG00000022245	Q501L3
ENSRNOG00000030102	B1Q005
ENSRNOG00000022507	Q5RJR2
ENSRNOG00000003649	Q6IUU3
ENSRNOG00000003649	Q6IUU3
ENSRNOG00000007048	Q62636
ENSRNOG00000005795	B2RYJ4
ENSRNOG00000046256	O55007
ENSRNOG00000004221	D4AC13
ENSRNOG00000006235	Q62918
ENSRNOG00000023494	Q66H56
ENSRNOG00000029876	Q9WVI4
ENSRNOG00000003946	Q5PQX1
ENSRNOG00000017340	P61480
ENSRNOG00000004400	P30560
ENSRNOG00000004292	Q4G019
ENSRNOG00000017491	D4A7U2
ENSRNOG00000007468	P01581
ENSRNOG00000054017	P62804
ENSRNOG00000004269	P70475
ENSRNOG00000032776	Q6AYB5
ENSRNOG00000011407	D3ZMK9
ENSRNOG00000066473	P62804
ENSRNOG00000038328	Q80XF7
ENSRNOG00000008950	Q562C9
ENSRNOG00000023591	Q6AXZ3
ENSRNOG00000075562	Q6LED0
ENSRNOG00000060355	D3ZBN0
ENSRNOG00000011448	Q5FVR4
ENSRNOG00000002944	Q5M9I6
ENSRNOG00000007043	B5DF07
ENSRNOG00000017511	D3ZR10
ENSRNOG00000011474	Q6IN01
ENSRNOG00000054458	Q9ESK8
ENSRNOG00000014202	Q5BK61
ENSRNOG00000022472	Q6P6S0
ENSRNOG00000011518	Q5FVI9
ENSRNOG00000017545	Q9ET09
ENSRNOG00000007114	P60901
ENSRNOG00000016695	P33436
ENSRNOG00000009285	Q5PPK9
ENSRNOG00000048145	P28646
ENSRNOG00000010105	Q6B345
ENSRNOG00000008299	Q6AYP0
ENSRNOG00000045816	P19490
ENSRNOG00000065348	Q2L4T2
ENSRNOG00000045816	P19490
ENSRNOG00000023226	P05943
ENSRNOG00000008931	Q99JD3
ENSRNOG00000005362	Q62739
ENSRNOG00000008584	Q5BK46
ENSRNOG00000005770	Q642G2
ENSRNOG00000002443	Q6AYF7
ENSRNOG00000020829	Q566R0
ENSRNOG00000016486	Q9QZ86
ENSRNOG00000003170	D4A523
ENSRNOG00000021317	Q5XIM9
ENSRNOG00000033803	P61928
ENSRNOG00000006199	Q5S6T3
ENSRNOG00000021067	P59649
ENSRNOG00000000010	P63182
ENSRNOG00000021079	O08589
ENSRNOG00000020863	A1BPI0
ENSRNOG00000080106	P59645
ENSRNOG00000015101	P20793
ENSRNOG00000015101	P20793
ENSRNOG00000004219	Q6AY53
ENSRNOG00000021102	Q00954
ENSRNOG00000003747	G3V9T7
ENSRNOG00000014361	P22388
ENSRNOG00000004165	Q9WTQ1
ENSRNOG00000013717	Q04906
ENSRNOG00000076559	D3ZR35
ENSRNOG00000023116	A0JPQ8
ENSRNOG00000013928	F1LMV6
ENSRNOG00000005144	Q6DGF8
ENSRNOG00000016497	B2GV52
ENSRNOG00000014481	Q5M828
ENSRNOG00000014980	Q9QYW3
ENSRNOG00000003302	Q76JQ2
ENSRNOG00000014481	Q5M828
ENSRNOG00000005046	Q5FVL6
ENSRNOG00000031495	Q7TQ79
ENSRNOG00000005096	Q9WTT7
ENSRNOG00000053943	Q68FW9
ENSRNOG00000073728	D3ZR35
ENSRNOG00000023150	Q6P6V0
ENSRNOG00000024849	Q6P752
ENSRNOG00000003348	Q9JKF8
ENSRNOG00000047158	Q8VIF7
ENSRNOG00000005154	B2RZ42
ENSRNOG00000018141	P0CI71
ENSRNOG00000016245	C6K2K4
ENSRNOG00000054423	Q08388
ENSRNOG00000005260	P41498
ENSRNOG00000003463	P56720
ENSRNOG00000003469	Q810W7
ENSRNOG00000003463	P56720
ENSRNOG00000002525	P35355
ENSRNOG00000023830	Q9QZK8
ENSRNOG00000002517	P20942
ENSRNOG00000052945	Q5I0D7
ENSRNOG00000021303	Q5XI54
ENSRNOG00000021144	P26801
ENSRNOG00000026497	Q5PQQ4
ENSRNOG00000026497	Q5PQQ4
ENSRNOG00000021144	P26801
ENSRNOG00000026497	Q5PQQ4
ENSRNOG00000008471	F1M5N7
ENSRNOG00000005660	Q5RKJ0
ENSRNOG00000005660	Q5RKJ0
ENSRNOG00000021144	P26801
ENSRNOG00000018070	D3ZBM4
ENSRNOG00000026523	Q5XIU7
ENSRNOG00000018070	D3ZBM4
ENSRNOG00000025964	P0C2B9
ENSRNOG00000003149	Q505J8
ENSRNOG00000018070	D3ZBM4
ENSRNOG00000015538	Q9QY44
ENSRNOG00000053084	Q3B756
ENSRNOG00000053084	Q3B756
ENSRNOG00000024111	Q66HB6
ENSRNOG00000021068	D3ZSI8
ENSRNOG00000026490	Q08877
ENSRNOG00000015741	Q921A2
ENSRNOG00000018804	Q7TP54
ENSRNOG00000003029	P18418
ENSRNOG00000026490	Q08877
ENSRNOG00000003011	Q5XJW2
ENSRNOG00000002724	O08618
ENSRNOG00000008741	D4AEC2
ENSRNOG00000017546	E9PT87
ENSRNOG00000060749	Q64625
ENSRNOG00000004030	Q8K4G9
ENSRNOG00000014165	Q7TPJ0
ENSRNOG00000021100	Q6AYJ8
ENSRNOG00000021100	Q6AYJ8
ENSRNOG00000020443	P60531
ENSRNOG00000042451	Q66HG7
ENSRNOG00000004438	Q63198
ENSRNOG00000003550	Q5RJK8
ENSRNOG00000021101	Q9WTL3
ENSRNOG00000006364	Q6P6R2
ENSRNOG00000021101	Q9WTL3
ENSRNOG00000000653	Q9QWM1
ENSRNOG00000000653	Q9QWM1
ENSRNOG00000006878	Q924C9
ENSRNOG00000021110	Q5M971
ENSRNOG00000060538	Q5BJM7
ENSRNOG00000026109	Q63009
ENSRNOG00000021656	Q5XI62
ENSRNOG00000047287	Q9EPJ0
ENSRNOG00000056946	Q63624
ENSRNOG00000058692	Q9R154
ENSRNOG00000021120	Q6AYG3
ENSRNOG00000037247	D3Z8L7
ENSRNOG00000021131	Q5BJQ2
ENSRNOG00000002977	D4A6D7
ENSRNOG00000060141	Q5XII0
ENSRNOG00000017866	Q68FX9
ENSRNOG00000002977	D4A6D7
ENSRNOG00000002813	Q3KRD0
ENSRNOG00000005229	Q75N33
ENSRNOG00000005291	Q9JM15
ENSRNOG00000015143	Q920M9
ENSRNOG00000050767	O08957
ENSRNOG00000043007	I6L9G5
ENSRNOG00000015143	Q920M9
ENSRNOG00000015143	Q920M9
ENSRNOG00000015143	Q920M9
ENSRNOG00000015143	Q920M9
ENSRNOG00000084925	Q00729
ENSRNOG00000020583	P13599
ENSRNOG00000002875	D3Z8N4
ENSRNOG00000002403	Q9ESN0
ENSRNOG00000005234	Q6GX83
ENSRNOG00000007040	O35092
ENSRNOG00000008423	D4A3U0
ENSRNOG00000020595	P62282
ENSRNOG00000016135	Q6AYQ3
ENSRNOG00000051548	A0A0G2K0D3
ENSRNOG00000009079	P12369
ENSRNOG00000015162	Q3MIB4
ENSRNOG00000016226	Q5BK64
ENSRNOG00000011728	Q2A121
ENSRNOG00000018564	Q66HC5
ENSRNOG00000005807	P49445
ENSRNOG00000081976	O35244
ENSRNOG00000020634	Q4V7F5
ENSRNOG00000025764	P02803
ENSRNOG00000003070	O35790
ENSRNOG00000020650	Q62634
ENSRNOG00000002968	Q9Z2P3
ENSRNOG00000020650	Q62634
ENSRNOG00000032215	Q6AYK9
ENSRNOG00000003300	P27049
ENSRNOG00000060185	Q6AY70
ENSRNOG00000003720	P63014
ENSRNOG00000003720	P63014
ENSRNOG00000066088	P0CG51
ENSRNOG00000009754	Q80Z29
ENSRNOG00000019020	Q99MH9
ENSRNOG00000021155	O35186
ENSRNOG00000002572	Q6AYK6
ENSRNOG00000027212	Q4V8G8
ENSRNOG00000003338	P25094
ENSRNOG00000011956	Q5FVH4
ENSRNOG00000042983	Q4KM65
ENSRNOG00000028089	Q6AXX9
ENSRNOG00000028089	Q6AXX9
ENSRNOG00000003703	P15178
ENSRNOG00000054274	P54287
ENSRNOG00000019482	P59215
ENSRNOG00000053498	Q5PR00
ENSRNOG00000000034	Q66HE5
ENSRNOG00000003861	B1H222
ENSRNOG00000025415	D3ZVR1
ENSRNOG00000020746	Q9Z252
ENSRNOG00000010918	P05554
ENSRNOG00000057315	O89047
ENSRNOG00000018334	B1WBV0
ENSRNOG00000003603	F1LQX4
ENSRNOG00000003603	F1LQX4
ENSRNOG00000028752	Q6AXW8
ENSRNOG00000016190	Q68FT1
ENSRNOG00000002978	P36940
ENSRNOG00000002860	Q6AYN9
ENSRNOG00000016234	Q5XID1
ENSRNOG00000001849	P63086
ENSRNOG00000002884	Q6AYB8
ENSRNOG00000037909	Q9WVR7
ENSRNOG00000002898	Q9QXL7
ENSRNOG00000016558	P47987
ENSRNOG00000007739	P40329
ENSRNOG00000002934	P07340
