hsa	rno
ENSG00000102760	ENSRNOG00000042960
ENSG00000102781	ENSRNOG00000047618
ENSG00000102879	ENSRNOG00000019430
ENSG00000102882	ENSRNOG00000053583
ENSG00000102890	ENSRNOG00000015800
ENSG00000102898	ENSRNOG00000018945
ENSG00000102900	ENSRNOG00000018564
ENSG00000102901	ENSRNOG00000024178
ENSG00000102908	ENSRNOG00000011879
ENSG00000102910	ENSRNOG00000015162
ENSG00000102924	ENSRNOG00000000010
ENSG00000102931	ENSRNOG00000016991
ENSG00000102934	ENSRNOG00000016558
ENSG00000102967	ENSRNOG00000015063
ENSG00000103005	ENSRNOG00000013216
ENSG00000103018	ENSRNOG00000011142
ENSG00000103023	ENSRNOG00000023092
ENSG00000103037	ENSRNOG00000012447
ENSG00000103042	ENSRNOG00000012007
ENSG00000103043	ENSRNOG00000017219
ENSG00000103064	ENSRNOG00000019943
ENSG00000103066	ENSRNOG00000019859
ENSG00000103089	ENSRNOG00000018950
ENSG00000103150	ENSRNOG00000014522
ENSG00000103154	ENSRNOG00000015084
ENSG00000103160	ENSRNOG00000015576
ENSG00000103168	ENSRNOG00000015632
ENSG00000103249	ENSRNOG00000016976
ENSG00000103257	ENSRNOG00000018824
ENSG00000103260	ENSRNOG00000019692
ENSG00000103264	ENSRNOG00000042274
ENSG00000103274	ENSRNOG00000077863
ENSG00000103316	ENSRNOG00000061215
ENSG00000103319	ENSRNOG00000016448
ENSG00000103351	ENSRNOG00000007117
ENSG00000103415	ENSRNOG00000003773
ENSG00000103485	ENSRNOG00000016980
ENSG00000103502	ENSRNOG00000024144
ENSG00000103507	ENSRNOG00000077965
ENSG00000103528	ENSRNOG00000017136
ENSG00000103534	ENSRNOG00000036760
ENSG00000103544	ENSRNOG00000016063
ENSG00000103569	ENSRNOG00000061883
ENSG00000103591	ENSRNOG00000008424
ENSG00000103653	ENSRNOG00000019374
ENSG00000103769	ENSRNOG00000011302
ENSG00000103811	ENSRNOG00000014064
ENSG00000103855	ENSRNOG00000033608
ENSG00000103876	ENSRNOG00000013223
ENSG00000103932	ENSRNOG00000005483
ENSG00000103942	ENSRNOG00000061450
ENSG00000104129	ENSRNOG00000012368
ENSG00000104131	ENSRNOG00000016459
ENSG00000104164	ENSRNOG00000037160
ENSG00000104213	ENSRNOG00000010832
ENSG00000104219	ENSRNOG00000022686
ENSG00000104221	ENSRNOG00000012739
ENSG00000104267	ENSRNOG00000009629
ENSG00000104321	ENSRNOG00000007354
ENSG00000104324	ENSRNOG00000005931
ENSG00000104327	ENSRNOG00000007456
ENSG00000104331	ENSRNOG00000046647
ENSG00000104341	ENSRNOG00000006766
ENSG00000104408	ENSRNOG00000027690
ENSG00000104412	ENSRNOG00000005123
ENSG00000104435	ENSRNOG00000011705
ENSG00000104450	ENSRNOG00000010078
ENSG00000104490	ENSRNOG00000042978
ENSG00000104497	ENSRNOG00000009953
ENSG00000104549	ENSRNOG00000009550
ENSG00000104611	ENSRNOG00000013541
ENSG00000104626	ENSRNOG00000011448
ENSG00000104660	ENSRNOG00000012601
ENSG00000104695	ENSRNOG00000015182
ENSG00000104760	ENSRNOG00000010714
ENSG00000104763	ENSRNOG00000010034
ENSG00000104812	ENSRNOG00000020812
ENSG00000104826	ENSRNOG00000063034
ENSG00000104859	ENSRNOG00000046000
ENSG00000104863	ENSRNOG00000020746
ENSG00000104866	ENSRNOG00000017692
ENSG00000104870	ENSRNOG00000020583
ENSG00000104872	ENSRNOG00000020634
ENSG00000104888	ENSRNOG00000020650
ENSG00000104892	ENSRNOG00000018101
ENSG00000104897	ENSRNOG00000019349
ENSG00000104899	ENSRNOG00000019377
ENSG00000104903	ENSRNOG00000002950
ENSG00000104957	ENSRNOG00000008319
ENSG00000104960	ENSRNOG00000020358
ENSG00000104964	ENSRNOG00000052025
ENSG00000104976	ENSRNOG00000001056
ENSG00000104983	ENSRNOG00000013767
ENSG00000105048	ENSRNOG00000028041
ENSG00000105058	ENSRNOG00000066630
ENSG00000105088	ENSRNOG00000020519
ENSG00000105127	ENSRNOG00000006559
ENSG00000105137	ENSRNOG00000007307
ENSG00000105171	ENSRNOG00000027646
ENSG00000105193	ENSRNOG00000019578
ENSG00000105220	ENSRNOG00000023150
ENSG00000105223	ENSRNOG00000018390
ENSG00000105245	ENSRNOG00000020867
ENSG00000105281	ENSRNOG00000015948
ENSG00000105287	ENSRNOG00000016434
ENSG00000105329	ENSRNOG00000020652
ENSG00000105341	ENSRNOG00000020596
ENSG00000105370	ENSRNOG00000017681
ENSG00000105372	ENSRNOG00000037897
ENSG00000105379	ENSRNOG00000017851
ENSG00000105393	ENSRNOG00000017071
ENSG00000105402	ENSRNOG00000001494
ENSG00000105404	ENSRNOG00000020233
ENSG00000105426	ENSRNOG00000047247
ENSG00000105438	ENSRNOG00000021082
ENSG00000105443	ENSRNOG00000021051
ENSG00000105464	ENSRNOG00000021063
ENSG00000105472	ENSRNOG00000019138
ENSG00000105514	ENSRNOG00000011582
ENSG00000105516	ENSRNOG00000021027
ENSG00000105549	ENSRNOG00000007960
ENSG00000105559	ENSRNOG00000020942
ENSG00000105605	ENSRNOG00000056257
ENSG00000105612	ENSRNOG00000023830
ENSG00000105613	ENSRNOG00000003469
ENSG00000105639	ENSRNOG00000018669
ENSG00000105640	ENSRNOG00000018795
ENSG00000105642	ENSRNOG00000029264
ENSG00000105655	ENSRNOG00000019741
ENSG00000105679	ENSRNOG00000021009
ENSG00000105695	ENSRNOG00000021023
ENSG00000105698	ENSRNOG00000053725
ENSG00000105699	ENSRNOG00000021053
ENSG00000105701	ENSRNOG00000058359
ENSG00000105705	ENSRNOG00000052111
ENSG00000105711	ENSRNOG00000021102
ENSG00000105732	ENSRNOG00000055761
ENSG00000105767	ENSRNOG00000024243
ENSG00000105784	ENSRNOG00000008463
ENSG00000105835	ENSRNOG00000009754
ENSG00000105875	ENSRNOG00000010421
ENSG00000105887	ENSRNOG00000011857
ENSG00000105894	ENSRNOG00000011946
ENSG00000105948	ENSRNOG00000027617
ENSG00000105953	ENSRNOG00000005130
ENSG00000105967	ENSRNOG00000061595
ENSG00000105993	ENSRNOG00000010353
ENSG00000106003	ENSRNOG00000001250
ENSG00000106018	ENSRNOG00000004317
ENSG00000106025	ENSRNOG00000059016
ENSG00000106049	ENSRNOG00000008063
ENSG00000106052	ENSRNOG00000008393
ENSG00000106066	ENSRNOG00000009172
ENSG00000106078	ENSRNOG00000004281
ENSG00000106086	ENSRNOG00000009971
ENSG00000106089	ENSRNOG00000029165
ENSG00000106113	ENSRNOG00000011145
ENSG00000106128	ENSRNOG00000011808
ENSG00000106144	ENSRNOG00000016707
ENSG00000106244	ENSRNOG00000000990
ENSG00000106245	ENSRNOG00000000989
ENSG00000106246	ENSRNOG00000000987
ENSG00000106261	ENSRNOG00000001335
ENSG00000106263	ENSRNOG00000001253
ENSG00000106268	ENSRNOG00000001260
ENSG00000106290	ENSRNOG00000001355
ENSG00000106305	ENSRNOG00000001044
ENSG00000106327	ENSRNOG00000001407
ENSG00000106331	ENSRNOG00000008020
ENSG00000106346	ENSRNOG00000001059
ENSG00000106397	ENSRNOG00000001417
ENSG00000106404	ENSRNOG00000001419
ENSG00000106460	ENSRNOG00000006206
ENSG00000106477	ENSRNOG00000010950
ENSG00000106484	ENSRNOG00000048088
ENSG00000106537	ENSRNOG00000005046
ENSG00000106565	ENSRNOG00000008465
ENSG00000106588	ENSRNOG00000049920
ENSG00000106609	ENSRNOG00000000893
ENSG00000106615	ENSRNOG00000050578
ENSG00000106624	ENSRNOG00000013720
ENSG00000106633	ENSRNOG00000061527
ENSG00000106636	ENSRNOG00000014785
ENSG00000106688	ENSRNOG00000014816
ENSG00000106723	ENSRNOG00000067284
ENSG00000106733	ENSRNOG00000012665
ENSG00000106771	ENSRNOG00000026271
ENSG00000106927	ENSRNOG00000006889
ENSG00000106976	ENSRNOG00000033835
ENSG00000106992	ENSRNOG00000049056
ENSG00000106993	ENSRNOG00000010967
ENSG00000107014	ENSRNOG00000060867
ENSG00000107020	ENSRNOG00000015932
ENSG00000107130	ENSRNOG00000064701
ENSG00000107140	ENSRNOG00000053729
ENSG00000107186	ENSRNOG00000007894
ENSG00000107242	ENSRNOG00000015232
ENSG00000107295	ENSRNOG00000006761
ENSG00000107317	ENSRNOG00000015550
ENSG00000107362	ENSRNOG00000012514
ENSG00000107372	ENSRNOG00000018107
ENSG00000107404	ENSRNOG00000019423
ENSG00000107438	ENSRNOG00000016166
ENSG00000107537	ENSRNOG00000018044
ENSG00000107551	ENSRNOG00000013526
ENSG00000107581	ENSRNOG00000010117
ENSG00000107614	ENSRNOG00000026132
ENSG00000107779	ENSRNOG00000052469
ENSG00000107796	ENSRNOG00000058039
ENSG00000107859	ENSRNOG00000019194
ENSG00000107872	ENSRNOG00000019509
ENSG00000107897	ENSRNOG00000017642
ENSG00000108010	ENSRNOG00000016227
ENSG00000108061	ENSRNOG00000015339
ENSG00000108064	ENSRNOG00000000613
ENSG00000108106	ENSRNOG00000016930
ENSG00000108176	ENSRNOG00000051960
ENSG00000108179	ENSRNOG00000010558
ENSG00000108187	ENSRNOG00000000386
ENSG00000108231	ENSRNOG00000014758
ENSG00000108239	ENSRNOG00000036598
ENSG00000108255	ENSRNOG00000008700
ENSG00000108262	ENSRNOG00000061270
ENSG00000108298	ENSRNOG00000004741
ENSG00000108312	ENSRNOG00000020937
ENSG00000108370	ENSRNOG00000003800
ENSG00000108381	ENSRNOG00000019659
ENSG00000108387	ENSRNOG00000007367
ENSG00000108405	ENSRNOG00000017606
ENSG00000108433	ENSRNOG00000003506
ENSG00000108439	ENSRNOG00000046493
ENSG00000108443	ENSRNOG00000003919
ENSG00000108469	ENSRNOG00000005107
ENSG00000108474	ENSRNOG00000003070
ENSG00000108515	ENSRNOG00000004078
ENSG00000108523	ENSRNOG00000003879
ENSG00000108551	ENSRNOG00000003348
ENSG00000108561	ENSRNOG00000006949
ENSG00000108576	ENSRNOG00000003476
ENSG00000108587	ENSRNOG00000070572
ENSG00000108588	ENSRNOG00000009006
ENSG00000108592	ENSRNOG00000009857
ENSG00000108669	ENSRNOG00000043381
ENSG00000108684	ENSRNOG00000058308
ENSG00000108733	ENSRNOG00000009718
ENSG00000108786	ENSRNOG00000019830
ENSG00000108797	ENSRNOG00000020277
ENSG00000108819	ENSRNOG00000052113
ENSG00000108821	ENSRNOG00000003897
ENSG00000108828	ENSRNOG00000020684
ENSG00000108829	ENSRNOG00000003524
ENSG00000108839	ENSRNOG00000027037
ENSG00000108849	ENSRNOG00000020874
ENSG00000108852	ENSRNOG00000059683
ENSG00000108960	ENSRNOG00000002436
ENSG00000109016	ENSRNOG00000005360
ENSG00000109062	ENSRNOG00000003232
ENSG00000109079	ENSRNOG00000009069
ENSG00000109099	ENSRNOG00000003338
ENSG00000109103	ENSRNOG00000011060
ENSG00000109107	ENSRNOG00000011452
ENSG00000109113	ENSRNOG00000023375
ENSG00000109133	ENSRNOG00000002254
ENSG00000109158	ENSRNOG00000002336
ENSG00000109180	ENSRNOG00000002205
ENSG00000109189	ENSRNOG00000002106
ENSG00000109255	ENSRNOG00000002164
ENSG00000109270	ENSRNOG00000088035
ENSG00000109321	ENSRNOG00000002754
ENSG00000109323	ENSRNOG00000052247
ENSG00000109332	ENSRNOG00000013741
ENSG00000109424	ENSRNOG00000003580
ENSG00000109452	ENSRNOG00000018382
ENSG00000109466	ENSRNOG00000029441
ENSG00000109471	ENSRNOG00000017348
ENSG00000109572	ENSRNOG00000010682
ENSG00000109576	ENSRNOG00000011861
ENSG00000109586	ENSRNOG00000012037
ENSG00000109610	ENSRNOG00000003869
ENSG00000109670	ENSRNOG00000010889
ENSG00000109738	ENSRNOG00000010199
ENSG00000109743	ENSRNOG00000003064
ENSG00000109756	ENSRNOG00000021581
ENSG00000109775	ENSRNOG00000012087
ENSG00000109819	ENSRNOG00000004473
ENSG00000109846	ENSRNOG00000010524
ENSG00000109851	ENSRNOG00000014706
ENSG00000109861	ENSRNOG00000016496
ENSG00000109929	ENSRNOG00000065944
ENSG00000109956	ENSRNOG00000007142
ENSG00000109971	ENSRNOG00000034066
ENSG00000110047	ENSRNOG00000043503
ENSG00000110066	ENSRNOG00000016790
ENSG00000110080	ENSRNOG00000009850
ENSG00000110090	ENSRNOG00000014254
ENSG00000110092	ENSRNOG00000020918
ENSG00000110104	ENSRNOG00000020925
ENSG00000110108	ENSRNOG00000028017
ENSG00000110169	ENSRNOG00000018257
ENSG00000110172	ENSRNOG00000026643
ENSG00000110218	ENSRNOG00000010060
ENSG00000110244	ENSRNOG00000055909
ENSG00000110315	ENSRNOG00000079384
ENSG00000110429	ENSRNOG00000009549
ENSG00000110446	ENSRNOG00000021644
ENSG00000110484	ENSRNOG00000023151
ENSG00000110492	ENSRNOG00000017560
ENSG00000110680	ENSRNOG00000011130
ENSG00000110697	ENSRNOG00000018553
ENSG00000110700	ENSRNOG00000090662
ENSG00000110711	ENSRNOG00000022289
ENSG00000110713	ENSRNOG00000020347
ENSG00000110721	ENSRNOG00000016791
ENSG00000110871	ENSRNOG00000001171
ENSG00000110881	ENSRNOG00000059765
ENSG00000110887	ENSRNOG00000054962
ENSG00000110900	ENSRNOG00000054360
ENSG00000110906	ENSRNOG00000047896
ENSG00000110917	ENSRNOG00000064601
ENSG00000110944	ENSRNOG00000003254
ENSG00000110958	ENSRNOG00000002642
ENSG00000110975	ENSRNOG00000014296
ENSG00000111011	ENSRNOG00000001238
ENSG00000111046	ENSRNOG00000004878
ENSG00000111057	ENSRNOG00000047393
ENSG00000111058	ENSRNOG00000004448
ENSG00000111110	ENSRNOG00000004314
ENSG00000111144	ENSRNOG00000004494
ENSG00000111199	ENSRNOG00000001195
ENSG00000111237	ENSRNOG00000001274
ENSG00000111245	ENSRNOG00000030848
ENSG00000111262	ENSRNOG00000064052
ENSG00000111269	ENSRNOG00000067300
ENSG00000111300	ENSRNOG00000001350
ENSG00000111305	ENSRNOG00000008518
ENSG00000111358	ENSRNOG00000001035
ENSG00000111371	ENSRNOG00000005291
ENSG00000111450	ENSRNOG00000000936
ENSG00000111530	ENSRNOG00000007834
ENSG00000111537	ENSRNOG00000007468
ENSG00000111554	ENSRNOG00000007286
ENSG00000111640	ENSRNOG00000018630
ENSG00000111664	ENSRNOG00000015541
ENSG00000111665	ENSRNOG00000015529
ENSG00000111666	ENSRNOG00000058271
ENSG00000111671	ENSRNOG00000015125
ENSG00000111674	ENSRNOG00000013141
ENSG00000111684	ENSRNOG00000012269
ENSG00000111700	ENSRNOG00000030538
ENSG00000111701	ENSRNOG00000015411
ENSG00000111716	ENSRNOG00000013000
ENSG00000111725	ENSRNOG00000001142
ENSG00000111727	ENSRNOG00000053510
ENSG00000111785	ENSRNOG00000007323
ENSG00000111786	ENSRNOG00000001163
ENSG00000111790	ENSRNOG00000001811
ENSG00000111796	ENSRNOG00000071746
ENSG00000111816	ENSRNOG00000000543
ENSG00000111832	ENSRNOG00000042916
ENSG00000111837	ENSRNOG00000015101
ENSG00000111863	ENSRNOG00000014481
ENSG00000111886	ENSRNOG00000007490
ENSG00000111897	ENSRNOG00000029360
ENSG00000111913	ENSRNOG00000018804
ENSG00000112116	ENSRNOG00000012509
ENSG00000112186	ENSRNOG00000043350
ENSG00000112214	ENSRNOG00000007680
ENSG00000112232	ENSRNOG00000012284
ENSG00000112245	ENSRNOG00000011771
ENSG00000112276	ENSRNOG00000043199
ENSG00000112290	ENSRNOG00000047476
ENSG00000112309	ENSRNOG00000046852
ENSG00000112320	ENSRNOG00000000316
ENSG00000112335	ENSRNOG00000046705
ENSG00000112339	ENSRNOG00000014531
ENSG00000112394	ENSRNOG00000000588
ENSG00000112541	ENSRNOG00000011310
ENSG00000112619	ENSRNOG00000068377
ENSG00000112651	ENSRNOG00000018057
ENSG00000112667	ENSRNOG00000018397
ENSG00000112695	ENSRNOG00000042903
ENSG00000112697	ENSRNOG00000010895
ENSG00000112715	ENSRNOG00000019598
ENSG00000112739	ENSRNOG00000016705
ENSG00000112759	ENSRNOG00000019752
ENSG00000112782	ENSRNOG00000074354
ENSG00000112796	ENSRNOG00000010232
ENSG00000112818	ENSRNOG00000011022
ENSG00000112893	ENSRNOG00000015439
ENSG00000112902	ENSRNOG00000011977
ENSG00000112964	ENSRNOG00000015654
ENSG00000112977	ENSRNOG00000010747
ENSG00000113070	ENSRNOG00000018646
ENSG00000113083	ENSRNOG00000014426
ENSG00000113161	ENSRNOG00000016122
ENSG00000113194	ENSRNOG00000017607
ENSG00000113196	ENSRNOG00000002582
ENSG00000113262	ENSRNOG00000000233
ENSG00000113273	ENSRNOG00000011150
ENSG00000113300	ENSRNOG00000054891
ENSG00000113327	ENSRNOG00000003241
ENSG00000113328	ENSRNOG00000003256
ENSG00000113369	ENSRNOG00000045649
ENSG00000113387	ENSRNOG00000067555
ENSG00000113407	ENSRNOG00000019023
ENSG00000113441	ENSRNOG00000055229
ENSG00000113448	ENSRNOG00000042536
ENSG00000113492	ENSRNOG00000017821
ENSG00000113494	ENSRNOG00000057557
ENSG00000113504	ENSRNOG00000016372
ENSG00000113520	ENSRNOG00000007624
ENSG00000113525	ENSRNOG00000008111
ENSG00000113597	ENSRNOG00000012124
ENSG00000113621	ENSRNOG00000000133
ENSG00000113643	ENSRNOG00000007739
ENSG00000113648	ENSRNOG00000011523
ENSG00000113657	ENSRNOG00000018992
ENSG00000113658	ENSRNOG00000022870
ENSG00000113732	ENSRNOG00000003269
ENSG00000113734	ENSRNOG00000020753
ENSG00000113739	ENSRNOG00000020729
ENSG00000113758	ENSRNOG00000014170
ENSG00000113790	ENSRNOG00000001770
ENSG00000113805	ENSRNOG00000006144
ENSG00000113838	ENSRNOG00000026458
ENSG00000113851	ENSRNOG00000006534
ENSG00000114023	ENSRNOG00000002255
ENSG00000114026	ENSRNOG00000052140
ENSG00000114107	ENSRNOG00000022845
ENSG00000114113	ENSRNOG00000013794
ENSG00000114115	ENSRNOG00000013794
ENSG00000114268	ENSRNOG00000020656
ENSG00000114279	ENSRNOG00000090378
ENSG00000114302	ENSRNOG00000020284
ENSG00000114315	ENSRNOG00000001720
ENSG00000114316	ENSRNOG00000054863
ENSG00000114331	ENSRNOG00000001730
ENSG00000114353	ENSRNOG00000016592
ENSG00000114391	ENSRNOG00000001611
ENSG00000114395	ENSRNOG00000021887
ENSG00000114544	ENSRNOG00000045821
ENSG00000114547	ENSRNOG00000002187
ENSG00000114646	ENSRNOG00000020833
ENSG00000114650	ENSRNOG00000020853
ENSG00000114738	ENSRNOG00000014832
ENSG00000114779	ENSRNOG00000012073
ENSG00000114796	ENSRNOG00000033372
ENSG00000114812	ENSRNOG00000047457
ENSG00000114841	ENSRNOG00000026914
ENSG00000114850	ENSRNOG00000011148
ENSG00000114859	ENSRNOG00000001742
ENSG00000114861	ENSRNOG00000009184
ENSG00000114982	ENSRNOG00000015417
ENSG00000114993	ENSRNOG00000009022
ENSG00000115008	ENSRNOG00000004575
ENSG00000115091	ENSRNOG00000003206
ENSG00000115107	ENSRNOG00000049471
ENSG00000115109	ENSRNOG00000002538
ENSG00000115137	ENSRNOG00000003988
ENSG00000115145	ENSRNOG00000027447
ENSG00000115155	ENSRNOG00000009967
ENSG00000115159	ENSRNOG00000033824
ENSG00000115165	ENSRNOG00000004772
ENSG00000115170	ENSRNOG00000005033
ENSG00000115194	ENSRNOG00000006204
ENSG00000115211	ENSRNOG00000005301
ENSG00000115221	ENSRNOG00000008346
ENSG00000115234	ENSRNOG00000026884
ENSG00000115255	ENSRNOG00000033262
ENSG00000115268	ENSRNOG00000024603
ENSG00000115310	ENSRNOG00000004621
ENSG00000115353	ENSRNOG00000005853
ENSG00000115361	ENSRNOG00000012966
ENSG00000115365	ENSRNOG00000013557
ENSG00000115386	ENSRNOG00000006486
ENSG00000115425	ENSRNOG00000055295
ENSG00000115446	ENSRNOG00000018128
ENSG00000115457	ENSRNOG00000016957
ENSG00000115459	ENSRNOG00000038102
ENSG00000115461	ENSRNOG00000017206
ENSG00000115474	ENSRNOG00000016057
ENSG00000115484	ENSRNOG00000009642
ENSG00000115525	ENSRNOG00000010284
ENSG00000115526	ENSRNOG00000012815
ENSG00000115539	ENSRNOG00000013286
ENSG00000115540	ENSRNOG00000014980
ENSG00000115561	ENSRNOG00000007356
ENSG00000115616	ENSRNOG00000015567
ENSG00000115641	ENSRNOG00000016866
ENSG00000115649	ENSRNOG00000018325
ENSG00000115657	ENSRNOG00000018697
ENSG00000115661	ENSRNOG00000019294
ENSG00000115685	ENSRNOG00000016974
ENSG00000115738	ENSRNOG00000007237
ENSG00000115750	ENSRNOG00000061415
ENSG00000115756	ENSRNOG00000005492
ENSG00000115758	ENSRNOG00000005424
ENSG00000115761	ENSRNOG00000005344
ENSG00000115841	ENSRNOG00000006082
ENSG00000115866	ENSRNOG00000003703
ENSG00000115884	ENSRNOG00000059947
ENSG00000115942	ENSRNOG00000012558
ENSG00000115956	ENSRNOG00000005214
ENSG00000115963	ENSRNOG00000004624
ENSG00000115966	ENSRNOG00000001597
ENSG00000115993	ENSRNOG00000010881
ENSG00000116030	ENSRNOG00000016133
ENSG00000116044	ENSRNOG00000001548
ENSG00000116096	ENSRNOG00000015455
ENSG00000116132	ENSRNOG00000003720
ENSG00000116133	ENSRNOG00000006787
ENSG00000116138	ENSRNOG00000012503
ENSG00000116151	ENSRNOG00000014642
ENSG00000116161	ENSRNOG00000002572
ENSG00000116205	ENSRNOG00000009398
ENSG00000116212	ENSRNOG00000009983
ENSG00000116218	ENSRNOG00000004030
ENSG00000116221	ENSRNOG00000009078
ENSG00000116237	ENSRNOG00000010953
ENSG00000116260	ENSRNOG00000003649
ENSG00000116285	ENSRNOG00000058186
ENSG00000116288	ENSRNOG00000018289
ENSG00000116329	ENSRNOG00000010531
ENSG00000116337	ENSRNOG00000019240
ENSG00000116455	ENSRNOG00000016394
ENSG00000116459	ENSRNOG00000064742
ENSG00000116473	ENSRNOG00000032463
ENSG00000116478	ENSRNOG00000009568
ENSG00000116489	ENSRNOG00000013538
ENSG00000116584	ENSRNOG00000020027
ENSG00000116663	ENSRNOG00000009217
ENSG00000116670	ENSRNOG00000009134
ENSG00000116691	ENSRNOG00000024139
ENSG00000116703	ENSRNOG00000002517
ENSG00000116729	ENSRNOG00000036816
ENSG00000116741	ENSRNOG00000003687
ENSG00000116745	ENSRNOG00000009582
ENSG00000116748	ENSRNOG00000018656
ENSG00000116771	ENSRNOG00000012315
ENSG00000116791	ENSRNOG00000028319
ENSG00000116793	ENSRNOG00000019785
ENSG00000116824	ENSRNOG00000015821
ENSG00000116833	ENSRNOG00000000653
ENSG00000116852	ENSRNOG00000008471
ENSG00000116882	ENSRNOG00000019470
ENSG00000116885	ENSRNOG00000026978
ENSG00000116898	ENSRNOG00000008279
ENSG00000116903	ENSRNOG00000071599
ENSG00000116906	ENSRNOG00000019205
ENSG00000116918	ENSRNOG00000049784
ENSG00000116983	ENSRNOG00000050983
ENSG00000117009	ENSRNOG00000003709
ENSG00000117091	ENSRNOG00000004737
ENSG00000117118	ENSRNOG00000007967
ENSG00000117133	ENSRNOG00000015969
ENSG00000117151	ENSRNOG00000015573
ENSG00000117152	ENSRNOG00000002773
ENSG00000117154	ENSRNOG00000049959
ENSG00000117155	ENSRNOG00000015425
ENSG00000117280	ENSRNOG00000049641
ENSG00000117305	ENSRNOG00000009422
ENSG00000117318	ENSRNOG00000026124
ENSG00000117394	ENSRNOG00000007284
ENSG00000117399	ENSRNOG00000028415
ENSG00000117407	ENSRNOG00000019842
ENSG00000117448	ENSRNOG00000016727
ENSG00000117450	ENSRNOG00000017194
ENSG00000117472	ENSRNOG00000023320
ENSG00000117475	ENSRNOG00000002884
ENSG00000117477	ENSRNOG00000002860
ENSG00000117480	ENSRNOG00000045949
ENSG00000117505	ENSRNOG00000000070
ENSG00000117528	ENSRNOG00000011929
ENSG00000117560	ENSRNOG00000002978
ENSG00000117569	ENSRNOG00000010827
ENSG00000117586	ENSRNOG00000002968
ENSG00000117592	ENSRNOG00000081976
ENSG00000117593	ENSRNOG00000002813
ENSG00000117597	ENSRNOG00000004789
ENSG00000117614	ENSRNOG00000060597
ENSG00000117616	ENSRNOG00000017309
ENSG00000117632	ENSRNOG00000016810
ENSG00000117640	ENSRNOG00000016937
ENSG00000117691	ENSRNOG00000003833
ENSG00000117748	ENSRNOG00000013005
ENSG00000117758	ENSRNOG00000011804
ENSG00000117899	ENSRNOG00000012366
ENSG00000117971	ENSRNOG00000014427
ENSG00000118046	ENSRNOG00000014287
ENSG00000118096	ENSRNOG00000013919
ENSG00000118197	ENSRNOG00000042451
ENSG00000118200	ENSRNOG00000008741
ENSG00000118245	ENSRNOG00000017611
ENSG00000118260	ENSRNOG00000013412
ENSG00000118271	ENSRNOG00000016275
ENSG00000118276	ENSRNOG00000015895
ENSG00000118420	ENSRNOG00000010802
ENSG00000118432	ENSRNOG00000008223
ENSG00000118473	ENSRNOG00000006357
ENSG00000118496	ENSRNOG00000014852
ENSG00000118518	ENSRNOG00000011588
ENSG00000118579	ENSRNOG00000003592
ENSG00000118596	ENSRNOG00000007839
ENSG00000118640	ENSRNOG00000012748
ENSG00000118702	ENSRNOG00000007782
ENSG00000118733	ENSRNOG00000017969
ENSG00000118777	ENSRNOG00000007041
ENSG00000118785	ENSRNOG00000043451
ENSG00000118804	ENSRNOG00000002218
ENSG00000118939	ENSRNOG00000009530
ENSG00000118961	ENSRNOG00000021475
ENSG00000118965	ENSRNOG00000028783
ENSG00000118972	ENSRNOG00000066556
ENSG00000119147	ENSRNOG00000023576
ENSG00000119314	ENSRNOG00000016334
ENSG00000119318	ENSRNOG00000016137
ENSG00000119335	ENSRNOG00000090603
ENSG00000119408	ENSRNOG00000010897
ENSG00000119411	ENSRNOG00000015105
ENSG00000119414	ENSRNOG00000015145
ENSG00000119471	ENSRNOG00000016692
ENSG00000119487	ENSRNOG00000017583
ENSG00000119508	ENSRNOG00000005964
ENSG00000119559	ENSRNOG00000079774
ENSG00000119661	ENSRNOG00000042333
ENSG00000119699	ENSRNOG00000009867
ENSG00000119703	ENSRNOG00000027115
ENSG00000119723	ENSRNOG00000011164
ENSG00000119729	ENSRNOG00000083467
ENSG00000119772	ENSRNOG00000026649
ENSG00000119777	ENSRNOG00000008812
ENSG00000119782	ENSRNOG00000047143
ENSG00000119820	ENSRNOG00000005610
ENSG00000119865	ENSRNOG00000005326
ENSG00000119878	ENSRNOG00000015215
ENSG00000119888	ENSRNOG00000015667
ENSG00000119899	ENSRNOG00000090360
ENSG00000119912	ENSRNOG00000016833
ENSG00000119965	ENSRNOG00000020597
ENSG00000120049	ENSRNOG00000018018
ENSG00000120053	ENSRNOG00000016356
ENSG00000120054	ENSRNOG00000013439
ENSG00000120129	ENSRNOG00000069024
ENSG00000120210	ENSRNOG00000015868
ENSG00000120341	ENSRNOG00000005229
ENSG00000120370	ENSRNOG00000003861
ENSG00000120437	ENSRNOG00000019189
ENSG00000120438	ENSRNOG00000014160
ENSG00000120457	ENSRNOG00000033796
ENSG00000120519	ENSRNOG00000011991
ENSG00000120669	ENSRNOG00000038091
ENSG00000120686	ENSRNOG00000038176
ENSG00000120688	ENSRNOG00000011678
ENSG00000120694	ENSRNOG00000000902
ENSG00000120705	ENSRNOG00000019450
ENSG00000120727	ENSRNOG00000019934
ENSG00000120742	ENSRNOG00000011763
ENSG00000120798	ENSRNOG00000006983
ENSG00000120805	ENSRNOG00000005763
ENSG00000120837	ENSRNOG00000010309
ENSG00000120868	ENSRNOG00000008022
ENSG00000120899	ENSRNOG00000027839
ENSG00000120903	ENSRNOG00000017424
ENSG00000120913	ENSRNOG00000008543
ENSG00000120937	ENSRNOG00000008141
ENSG00000120942	ENSRNOG00000009575
